Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.wem.core,SerializingTestHelper,SerializingTestHelper,4,1,2,15,0
xp,com.enonic.wem.core,SerializingTestHelper,loadTestJson,3,1,1,21,0
xp,com.enonic.wem.core,SerializingTestHelper,loadJsonAsString,3,1,1,26,0
xp,com.enonic.wem.core,SerializingTestHelper,jsonToString,3,1,1,31,0
xp,com.enonic.wem.core,SerializingTestHelper,stringToJson,3,1,1,36,0
xp,com.enonic.wem.core,SerializingTestHelper,loadTextXml,3,1,1,41,0
xp,com.enonic.wem.core,JcrTestHelper,JcrTestHelper,19,1,0,18,0
xp,com.enonic.wem.core,JcrTestHelper,getSession,3,1,0,45,0
xp,com.enonic.wem.core,JcrTestHelper,destroyMicroKernelFactory,3,1,0,50,0
xp,com.enonic.wem.core,AbstractJcrTest,AbstractJcrTest,5,1,0,20,0
xp,com.enonic.wem.core,AbstractJcrTest,getJsonFileAsJson,3,1,1,27,0
xp,com.enonic.wem.core,AbstractJcrTest,stringToJson,3,1,1,32,0
xp,com.enonic.wem.core,AbstractJcrTest,beforeAbstractJcrTest,3,1,0,37,0
xp,com.enonic.wem.core,AbstractJcrTest,afterAbstractJcrTest,4,1,0,44,0
xp,com.enonic.wem.core,AbstractJcrTest,setupDao,0,1,0,52,0
xp,com.enonic.wem.core,AbstractJcrTest,commit,3,1,0,55,0
xp,com.enonic.wem.core,AbstractSerializerTest,AbstractSerializerTest,3,1,0,13,0
xp,com.enonic.wem.core,AbstractSerializerTest,afterAbstractSerializerTest,3,1,0,18,0
xp,com.enonic.wem.core,AbstractSerializerTest,jsonToString,3,1,1,24,0
xp,com.enonic.wem.core,AbstractSerializerTest,loadTestXml,3,1,1,29,0
xp,com.enonic.wem.core,AbstractSerializerTest,loadJsonAsString,3,1,1,34,0
xp,com.enonic.wem.core,CoreModule,configure,19,1,0,26,0
xp,com.enonic.wem.core.country,CountryServiceImplTest,setUp,5,1,0,18,0
xp,com.enonic.wem.core.country,CountryServiceImplTest,testGetCountry,7,1,0,28,1
xp,com.enonic.wem.core.country,CountryServiceImplTest,testGetCountries,7,1,0,39,1
xp,com.enonic.wem.core.country,CountryXmlParser,parseCountriesXml,3,1,1,22,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseCountriesXml,11,2,1,27,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseCountry,9,1,2,43,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseCountryCode,7,2,2,56,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseEnglishName,7,2,2,66,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseLocalName,7,2,2,76,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseCallingCode,7,2,1,86,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseRegions,15,3,2,96,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseRegionsEnglishName,3,1,1,116,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseRegionsLocalName,3,1,1,121,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseRegion,6,1,3,126,0
xp,com.enonic.wem.core.country,CountryXmlParser,parseRegionCode,7,2,3,134,0
