Project Name,Package Name,Architecture Smell,Cause of the Smell
apache_airavata,org.apache.airavata.tools.load,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Configurations; LoadClient; UnitLoad; StatusMonitor; StorageResourceManager; Authenticator; Configuration; UnitLoad.Worker]; [SecurityManager]; [Configuration.Input]. LCC (Lack of Component Cohesion) = 0.3
