Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolverTest,resolveUsingMixinReferences_given_one_FormItem_being_matching_MixinReference_then_List_with_size_one_is_returned,7,1,0,20,1
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolverTest,resolveUsingMixinReferences_given_two_FormItems_and_one_matching_MixinReference_then_List_with_size_one_is_returned,7,1,0,39,1
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolverTest,resolveUsingMixinReferences_given_two_MixinReferences_and_one_is_matching_MixinReferences_then_List_with_size_one_is_returned,9,1,0,59,1
xp,com.enonic.wem.core.schema.mixin,MixinSerializer,toString,0,1,1,9,0
xp,com.enonic.wem.core.schema.mixin,MixinSerializer,toMixin,0,1,1,12,0
xp,com.enonic.wem.core.schema.mixin,GetMixinCommand,execute,4,1,0,15,0
xp,com.enonic.wem.core.schema.mixin,GetMixinCommand,doExecute,14,3,0,22,0
xp,com.enonic.wem.core.schema.mixin,GetMixinCommand,mixinDao,4,1,1,42,0
xp,com.enonic.wem.core.schema.mixin,GetMixinCommand,params,4,1,1,48,0
xp,com.enonic.wem.core.schema.mixin,GetMixinsCommand,execute,4,1,0,23,0
xp,com.enonic.wem.core.schema.mixin,GetMixinsCommand,doExecute,8,2,0,30,0
xp,com.enonic.wem.core.schema.mixin,GetMixinsCommand,getMixins,13,3,2,43,0
xp,com.enonic.wem.core.schema.mixin,GetMixinsCommand,mixinDao,4,1,1,62,0
xp,com.enonic.wem.core.schema.mixin,GetMixinsCommand,params,4,1,1,68,0
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolver,MixinUsageResolver,3,1,1,16,0
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolver,resolveUsingMixinReferences,13,2,1,21,0
xp,com.enonic.wem.core.schema.mixin,MixinUsageResolver,visit,6,2,1,26,0
xp,com.enonic.wem.core.schema.mixin,MixinServiceImpl,getByName,3,1,1,15,0
xp,com.enonic.wem.core.schema.mixin,MixinServiceImpl,getByNames,3,1,1,21,0
xp,com.enonic.wem.core.schema.mixin,MixinServiceImpl,getAll,3,1,0,27,0
xp,com.enonic.wem.core.schema.mixin,MixinServiceImpl,setMixinDao,3,1,1,33,0
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,setup,6,1,0,37,0
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,shutdown,3,1,0,47,0
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testGetContentType,9,1,0,54,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testGetContentTypeAfterUpdate,13,1,0,76,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testGetMixin,9,1,0,109,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testGetRelationshipType,9,1,0,130,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testGetAll,19,1,0,153,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testRemoveModule,13,1,0,192,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,testUpdateModule,11,1,0,222,1
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,mockAddBundle,12,1,1,250,0
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,mockModifyBundle,7,1,2,267,0
xp,com.enonic.wem.core.schema,SchemaRegistryImplTest,mockRemoveBundle,6,1,1,277,0
xp,com.enonic.wem.core.schema,SchemaRegistryImpl,SchemaRegistryImpl,4,1,0,44,0
xp,com.enonic.wem.core.schema,SchemaRegistryImpl,setBundleContext,3,1,1,50,0
