Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataThreadFrameTests,testSerialize,Long Statement,The length of the statement "String expected="{\"address\":\"Test string\"`\"symbol\":\"Test string\"`\"registers\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}}";" is 143.,51
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,SessionStateDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,13
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,SessionStateDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,13
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,SessionStateDataTests,testSerialize,Magic Number,The method contains a magic number: 42,39
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"name\":\"Test string\"`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}`\"measurements\":{\"key1\":3.1415`\"key2\":42.2}}";" is 174.,58
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testSerialize,Magic Number,The method contains a magic number: 42,58
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testSerialize,Magic Number,The method contains a magic number: 3.1415,58
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EventDataTests,testSerialize,Magic Number,The method contains a magic number: 42.2,58
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testValuePropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,54
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testValuePropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,54
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testCountPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,67
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testCountPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,67
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testMinPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,80
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testMinPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,80
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testMaxPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,93
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testMaxPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,93
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testStd_devPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,106
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testStd_devPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,106
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Long Statement,The length of the statement "String expected="{\"ver\":42`\"name\":\"Test string\"`\"kind\":1`\"value\":1.5`\"count\":42`\"min\":1.5`\"max\":1.5`\"stdDev\":1.5`\"dependencyKind\":1`\"success\":true`\"async\":true`\"dependencySource\":2`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}}";" is 278.,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 42,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 1.5,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 42,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 1.5,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 1.5,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindAggregation,Magic Number,The method contains a magic number: 1.5,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Long Statement,The length of the statement "String expected="{\"ver\":42`\"name\":\"Test string\"`\"value\":1.5`\"count\":42`\"min\":1.5`\"max\":1.5`\"stdDev\":1.5`\"dependencyKind\":1`\"success\":true`\"async\":true`\"dependencySource\":2`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}}";" is 267.,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 42,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 1.5,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 42,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 1.5,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 1.5,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyDataTests,testSerializeForKindMeasurement,Magic Number,The method contains a magic number: 1.5,204
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testCrash_thread_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,74
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testCrash_thread_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,74
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"handledAt\":\"Test string\"`\"exceptions\":[{\"typeName\":null`\"message\":null`\"hasFullStack\":true}]`\"severityLevel\":4`\"problemId\":\"Test string\"`\"crashThreadId\":42`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}`\"measurements\":{\"key1\":3.1415`\"key2\":42.2}}";" is 326.,99
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testSerialize,Magic Number,The method contains a magic number: 42,99
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testSerialize,Magic Number,The method contains a magic number: 42,99
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testSerialize,Magic Number,The method contains a magic number: 3.1415,99
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDataTests,testSerialize,Magic Number,The method contains a magic number: 42.2,99
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataTests,testSerialize,Magic Number,The method contains a magic number: 42,57
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,16
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"id\":\"Test string\"`\"name\":\"Test string\"`\"startTime\":\"Test string\"`\"duration\":\"Test string\"`\"responseCode\":\"Test string\"`\"success\":true`\"httpMethod\":\"Test string\"`\"url\":\"Test string\"`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}`\"measurements\":{\"key1\":3.1415`\"key2\":42.2}}";" is 361.,156
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testSerialize,Magic Number,The method contains a magic number: 42,156
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testSerialize,Magic Number,The method contains a magic number: 3.1415,156
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RequestDataTests,testSerialize,Magic Number,The method contains a magic number: 42.2,156
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,SessionTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ai.session.id\":\"Test string\"`\"ai.session.isFirst\":\"Test string\"`\"ai.session.isNew\":\"Test string\"}";" is 130.,56
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataThreadTests,testIdPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataThreadTests,testIdPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataThreadTests,testSerialize,Magic Number,The method contains a magic number: 42,36
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DeviceTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ai.device.id\":\"Test string\"`\"ai.device.ip\":\"Test string\"`\"ai.device.language\":\"Test string\"`\"ai.device.locale\":\"Test string\"`\"ai.device.model\":\"Test string\"`\"ai.device.network\":\"Test string\"`\"ai.device.oemName\":\"Test string\"`\"ai.device.os\":\"Test string\"`\"ai.device.osVersion\":\"Test string\"`\"ai.device.roleInstance\":\"Test string\"`\"ai.device.roleName\":\"Test string\"`\"ai.device.screenResolution\":\"Test string\"`\"ai.device.type\":\"Test string\"`\"ai.device.machineName\":\"Test string\"}";" is 553.,210
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testIdPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testIdPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testOuter_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,29
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testOuter_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,29
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testSerialize,Long Statement,The length of the statement "String expected="{\"id\":42`\"outerId\":42`\"typeName\":\"Test string\"`\"message\":\"Test string\"`\"hasFullStack\":true`\"stack\":\"Test string\"`\"parsedStack\":[{\"level\":0`\"method\":null}]}";" is 198.,106
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testSerialize,Magic Number,The method contains a magic number: 42,106
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,ExceptionDetailsTests,testSerialize,Magic Number,The method contains a magic number: 42,106
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testCpu_typePropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,56
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testCpu_typePropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,56
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testCpu_sub_typePropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testCpu_sub_typePropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testSerialize,Long Statement,The length of the statement "String expected="{\"startAddress\":\"Test string\"`\"endAddress\":\"Test string\"`\"name\":\"Test string\"`\"cpuType\":42`\"cpuSubType\":42`\"uuid\":\"Test string\"`\"path\":\"Test string\"}";" is 192.,112
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testSerialize,Magic Number,The method contains a magic number: 42,112
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinaryTests,testSerialize,Magic Number,The method contains a magic number: 42,112
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,PageViewPerfDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":2`\"name\":null`\"perfTotal\":\"Test string\"`\"networkConnect\":\"Test string\"`\"sentRequest\":\"Test string\"`\"receivedResponse\":\"Test string\"`\"domProcessing\":\"Test string\"}";" is 212.,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,19
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,19
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSample_ratePropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,61
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSample_ratePropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,61
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testFlagsPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,103
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testFlagsPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,103
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"name\":\"Test string\"`\"time\":\"Test string\"`\"sampleRate\":1.5`\"seq\":\"Test string\"`\"iKey\":\"Test string\"`\"flags\":42`\"deviceId\":\"Test string\"`\"os\":\"Test string\"`\"osVer\":\"Test string\"`\"appId\":\"Test string\"`\"appVer\":\"Test string\"`\"userId\":\"Test string\"`\"tags\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}`\"data\":{}}";" is 395.,222
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSerialize,Magic Number,The method contains a magic number: 42,222
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSerialize,Magic Number,The method contains a magic number: 1.5,222
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,EnvelopeTests,testSerialize,Magic Number,The method contains a magic number: 42,222
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testValuePropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,37
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testValuePropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,37
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testCountPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,50
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testCountPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,50
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testMinPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,63
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testMinPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,63
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testMaxPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,76
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testMaxPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,76
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testStd_devPropertyWorksAsExpected,Magic Number,The method contains a magic number: 1.5,89
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testStd_devPropertyWorksAsExpected,Magic Number,The method contains a magic number: 4.8,89
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeMeasurement,Magic Number,The method contains a magic number: 1.5,102
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeMeasurement,Magic Number,The method contains a magic number: 42,102
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeMeasurement,Magic Number,The method contains a magic number: 1.5,102
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeMeasurement,Magic Number,The method contains a magic number: 1.5,102
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeMeasurement,Magic Number,The method contains a magic number: 1.5,102
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Long Statement,The length of the statement "String expected="{\"name\":\"Test string\"`\"kind\":1`\"value\":1.5`\"count\":42`\"min\":1.5`\"max\":1.5`\"stdDev\":1.5}";" is 122.,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Magic Number,The method contains a magic number: 1.5,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Magic Number,The method contains a magic number: 42,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Magic Number,The method contains a magic number: 1.5,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Magic Number,The method contains a magic number: 1.5,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,DataPointTests,testSerializeAggregation,Magic Number,The method contains a magic number: 1.5,117
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MetricDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,17
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MetricDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,17
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MetricDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"metrics\":[{\"name\":null`\"value\":0.0}]`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}}";" is 144.,45
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MetricDataTests,testSerialize,Magic Number,The method contains a magic number: 42,45
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MessageDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MessageDataTests,testVerPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,15
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MessageDataTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ver\":42`\"message\":\"Test string\"`\"severityLevel\":4`\"properties\":{\"key1\":\"test value 1\"`\"key2\":\"test value 2\"}}";" is 148.,60
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,MessageDataTests,testSerialize,Magic Number,The method contains a magic number: 42,60
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,UserTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ai.user.accountAcquisitionDate\":\"Test string\"`\"ai.user.accountId\":\"Test string\"`\"ai.user.userAgent\":\"Test string\"`\"ai.user.id\":\"Test string\"}";" is 178.,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testLevelPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,14
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testLevelPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,14
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testLinePropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testLinePropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testSerialize,Long Statement,The length of the statement "String expected="{\"level\":42`\"method\":\"Test string\"`\"assembly\":\"Test string\"`\"fileName\":\"Test string\"`\"line\":42}";" is 130.,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testSerialize,Magic Number,The method contains a magic number: 42,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,StackFrameTests,testSerialize,Magic Number,The method contains a magic number: 42,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testProcess_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,42
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testProcess_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,42
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testParent_process_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testParent_process_idPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testCrash_threadPropertyWorksAsExpected,Magic Number,The method contains a magic number: 42,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testCrash_threadPropertyWorksAsExpected,Magic Number,The method contains a magic number: 13,84
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testSerialize,Long Statement,The length of the statement "String expected="{\"id\":\"Test string\"`\"process\":\"Test string\"`\"processId\":42`\"parentProcess\":\"Test string\"`\"parentProcessId\":42`\"crashThread\":42`\"applicationPath\":\"Test string\"`\"applicationIdentifier\":\"Test string\"`\"applicationBuild\":\"Test string\"`\"exceptionType\":\"Test string\"`\"exceptionCode\":\"Test string\"`\"exceptionAddress\":\"Test string\"`\"exceptionReason\":\"Test string\"}";" is 420.,196
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testSerialize,Magic Number,The method contains a magic number: 42,196
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testSerialize,Magic Number,The method contains a magic number: 42,196
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeadersTests,testSerialize,Magic Number,The method contains a magic number: 42,196
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,OperationTests,testSerialize,Long Statement,The length of the statement "String expected="{\"ai.operation.id\":\"Test string\"`\"ai.operation.name\":\"Test string\"`\"ai.operation.parentId\":\"Test string\"`\"ai.operation.rootId\":\"Test string\"}";" is 176.,70
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataHeaders,serializeContent,Complex Method,Cyclomatic complexity of the method is 13,291
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,CrashDataBinary,serializeContent,Complex Method,Cyclomatic complexity of the method is 8,177
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,RemoteDependencyData,serializeContent,Complex Method,Cyclomatic complexity of the method is 13,328
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,Internal,addToHashMap,Complex Method,Cyclomatic complexity of the method is 16,311
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,Internal,serializeContent,Complex Method,Cyclomatic complexity of the method is 16,381
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,User,addToHashMap,Complex Method,Cyclomatic complexity of the method is 9,179
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,User,serializeContent,Complex Method,Cyclomatic complexity of the method is 9,228
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,Device,addToHashMap,Complex Method,Cyclomatic complexity of the method is 17,332
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.contracts,Device,serializeContent,Complex Method,Cyclomatic complexity of the method is 17,406
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 10,22
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 100,22
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 1000,22
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 10,22
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 1000,22
Microsoft_AppInsights-Android,com.microsoft.applicationinsights.library,UtilTest,testMsToTimeSpan,Magic Number,The method contains a magic number: 60,22
