Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,DeployerApplication,loadCloudProperties,Long Statement,The length of the statement "final ConfigurableApplicationContext context=new SpringApplicationBuilder(PropertyPlaceholderAutoConfiguration.class`DeployerConfiguration.class).bannerMode(Mode.OFF).logStartupInfo(false).web(WebApplicationType.NONE).properties("spring.config.name=cloud"`"logging.level.ROOT=OFF"`"spring.cloud.launcher.list=true"`"launcher.version=" + getVersion()).run(this.args);" is 366.,91
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,DeployerApplication,getVersion,Long Statement,The length of the statement "return (pkg != null ? pkg.getImplementationVersion() == null ? getDefaultVersion() : pkg.getImplementationVersion() : getDefaultVersion());" is 139.,108
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,DeployerApplication,launch,Long Statement,The length of the statement "final ConfigurableApplicationContext context=new SpringApplicationBuilder(PropertyPlaceholderAutoConfiguration.class`DeployerConfiguration.class).web(WebApplicationType.NONE).properties("spring.config.name=cloud"`"banner.location=launcher-banner.txt"`"launcher.version=" + getVersion()).run(this.args);" is 302.,129
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,deploy,Complex Method,Cyclomatic complexity of the method is 11,81
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,deploy,Long Statement,The length of the statement "logger.error("Error starting 'spring cloud'." + "\n\nThe following are not valid: '" + collectionToCommaDelimitedString(invalid) + "'. Please check the name(s) and try again.\n"+ "Valid choices are: "+ collectionToCommaDelimitedString(properties.getDeployables().keySet())+ ".\n");" is 281.,81
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,deployInternal,Complex Method,Cyclomatic complexity of the method is 9,157
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,deployInternal,Long Parameter List,The method has 5 parameters. ,157
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,extractPropertySource,Complex Conditional,The conditional expression springCloudDir != null && springCloudDir.exists() && springCloudDir.isDirectory() is complex.,268
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,extractPropertySource,Complex Method,Cyclomatic complexity of the method is 8,268
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,extractPropertySource,Long Statement,The length of the statement "logger.debug("~/.spring-cloud directory: {}` exists: {}` isDir: {}"`springCloudDir`springCloudDir.exists()`springCloudDir.isDirectory());" is 137.,268
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,Deployer,loadPropertySource,Empty catch clause,The method has an empty catch block.,313
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,LauncherAppDeployerTests,skip,Long Statement,The length of the statement "resource="maven://org.springframework.cloud.launcher:spring-cloud-launcher-configserver:" + new DeployerApplication().getVersion();" is 131.,56
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,LauncherAppDeployerTests,data,Magic Number,The method contains a magic number: 2,70
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.deployer,LauncherAppDeployerTests,properties,Long Statement,The length of the statement "Properties props=StringUtils.splitArrayElementsIntoProperties(StringUtils.commaDelimitedListToStringArray(properties)`"=");" is 123.,97
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.cli,OutputCapture,flush,Empty catch clause,The method has an empty catch block.,71
spring-cloud_spring-cloud-cli,org.springframework.cloud.launcher.cli,LauncherCommandTests,testNonOptionArgsPassedDown,Long Statement,The length of the statement "new LauncherCommand().run("--list"`"--"`"--spring.profiles.active=test"`"--spring.config.location=file:./src/test/resources/");" is 127.,44
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli,OutputCapture,flush,Empty catch clause,The method has an empty catch block.,71
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli,SampleIntegrationTests,configServerSample,Long Statement,The length of the statement "String output=this.cli.run("configserver.groovy"`"--"`"--spring.config.name=configserver"`"--logging.level.org.springframework=DEBUG");" is 135.,75
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli,CliTester,apply,Long Statement,The length of the statement "Assume.assumeTrue("Not running sample integration tests because integration profile not active"`System.getProperty("spring.profiles.active"`"integration").contains("integration"));" is 180.,150
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli,CliTester,evaluate,Long Statement,The length of the statement "Assume.assumeTrue("Not running sample integration tests because integration profile not active"`System.getProperty("spring.profiles.active"`"integration").contains("integration"));" is 180.,156
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,ConfigServerCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.config.server.EnableConfigServer").add("spring-cloud-config-server");" is 129.,36
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,OAuth2LoadBalancedCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.security.oauth2.client.OAuth2LoadBalancerClientAutoConfiguration").add("spring-cloud-starter-oauth2");" is 162.,34
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,StreamKafkaCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.stream.binder.kafka.config.KafkaServiceAutoConfiguration").add("spring-cloud-starter-stream-kafka");" is 160.,32
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,SpringCloudBomAstTransformation,getOrder,Magic Number,The method contains a magic number: 50,44
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,SpringCloudCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.boot.actuate.endpoint.EnvironmentEndpoint").add("spring-boot-starter-actuator");" is 134.,30
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,StubRunnerCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.contract.stubrunner.server.EnableStubRunnerServer").add("spring-cloud-contract-stub-runner-boot");" is 158.,36
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,EurekaServerCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.netflix.eureka.server.EnableEurekaServer").add("spring-cloud-starter-netflix-eureka-server");" is 153.,36
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,EurekaServerCompilerAutoConfiguration,applyImports,Long Statement,The length of the statement "imports.addImports("org.springframework.cloud.netflix.eureka.server.EnableEurekaServer"`"org.springframework.cloud.client.discovery.EnableDiscoveryClient"`"org.springframework.cloud.netflix.eureka.server.EurekaServerConfigBean"`"org.springframework.cloud.netflix.eureka.EurekaInstanceConfigBean"`"org.springframework.cloud.netflix.eureka.EurekaClientConfigBean"`"com.netflix.discovery.DiscoveryClient"`"com.netflix.appinfo.InstanceInfo");" is 438.,48
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,EurekaClientCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.client.discovery.EnableDiscoveryClient").add("spring-cloud-starter-netflix-eureka-client");" is 151.,36
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,EurekaClientCompilerAutoConfiguration,applyImports,Long Statement,The length of the statement "imports.addImports("org.springframework.cloud.client.discovery.EnableDiscoveryClient"`"org.springframework.cloud.netflix.eureka.EurekaInstanceConfigBean"`"org.springframework.cloud.netflix.eureka.EurekaClientConfigBean"`"org.springframework.cloud.client.discovery.DiscoveryClient"`"org.springframework.cloud.client.ServiceInstance");" is 333.,43
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.compiler,StreamRabbitCompilerAutoConfiguration,applyDependencies,Long Statement,The length of the statement "dependencies.ifAnyMissingClasses("org.springframework.cloud.stream.binder.rabbit.config.RabbitServiceAutoConfiguration").add("spring-cloud-starter-stream-rabbit");" is 163.,32
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command,CloudCommandFactory,getCommands,Long Statement,The length of the statement "return Arrays.<Command>asList(new EncryptCommand()`new DecryptCommand()`new UrlEncodeCommand()`new UrlDecodeCommand()`new LauncherCommand());" is 141.,35
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,EncryptorFactory,create,Complex Method,Cyclomatic complexity of the method is 9,42
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,options,Long Statement,The length of the statement "this.keyOption=option(asList("key"`"k")`"Specify key (symmetric secret` or pem-encoded key). If the value starts with @ it is interpreted as a file location.").withRequiredArg();" is 178.,51
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,options,Long Statement,The length of the statement "this.passwordOption=option("password"`"A password for the keyfile (assuming the --key option is a KeyStore file).").withRequiredArg();" is 134.,51
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,options,Long Statement,The length of the statement "this.keyPassOption=option("keypass"`"A password for the key` defaults to the same as the store password (assuming the --key option is a KeyStore file).").withRequiredArg();" is 172.,51
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,options,Long Statement,The length of the statement "this.aliasOption=option("alias"`"An alias for the the key in a keyfile (assuming the --key option is a KeyStore file).").withRequiredArg();" is 139.,51
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,createEncryptor,Empty catch clause,The method has an empty catch block.,71
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,BaseEncryptOptionHandler,createEncryptor,Magic Number,The method contains a magic number: 100,71
spring-cloud_spring-cloud-cli,org.springframework.cloud.cli.command.encrypt,DecryptCommandTests,decryptsFromSymmetricKey,Long Statement,The length of the statement "assertEquals(ExitStatus.OK`command.run("-k"`"deadbeef"`"68b7f624de187e79cebfdc9e2e869189b981d7e976385839506de265bb892a5d"));" is 124.,38
