Project Name,Package Name,Architecture Smell,Cause of the Smell
puniverse_comsat-examples,co.paralleluniverse.webspaceships,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Spaceship; Spaceships; SpaceshipState; RadarQuery; RandSpatial]; [Spaceship.Status]; [Spaceship.Shot]; [Spaceship.Blast]; [Spaceship.DelayedRunnable]; [SpaceshipConnectorActor]; [LineDistanceQuery]; [WebappInitalizer]. LCC (Lack of Component Cohesion) = 0.67
puniverse_comsat-examples,com.example.helloworld.resources,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.example.helloworld.resources; com.example.helloworld
puniverse_comsat-examples,com.example.helloworld,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.example.helloworld; com.example.helloworld.resources
