Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
EgorKulikov_idea-chelper,net.egork.chelper,ChromeParser,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EditTestsDialog; Utilities; ProjectData; FileUtilities; TaskUtilities; SolutionGenerator; MainFileTemplate; CodeGenerationUtilities; TaskConfigurationType; TopCoderAction; ChromeParser; NewTaskDefaultAction; NewTaskAction; CreateTaskDialog; TaskConfigurationPanel; FileSelector; DirectorySelector
EgorKulikov_idea-chelper,net.egork.chelper,AutoSwitcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
EgorKulikov_idea-chelper,net.egork.chelper,ProjectData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT; CURRENT_LIBRARY_VERSION; inputClass; outputClass; excludedPackages; outputDirectory; author; archiveDirectory; defaultDirectory; testDirectory; enableUnitTests; failOnIntegerOverflowForNewTasks; libraryVersion; smartTesting; extensionProposed
EgorKulikov_idea-chelper,net.egork.chelper,CHelperMain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
EgorKulikov_idea-chelper,net.egork.chelper.configurations,TopCoderConfigurationType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ICON; factory; INSTANCE
EgorKulikov_idea-chelper,net.egork.chelper.configurations,TaskConfigurationType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ICON; factory; INSTANCE
EgorKulikov_idea-chelper,net.egork.chelper.configurations,TaskConfigurationType,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EditTestsDialog; Utilities; ProjectData; FileUtilities; TaskUtilities; SolutionGenerator; MainFileTemplate; CodeGenerationUtilities; TaskConfigurationType; TopCoderAction; ChromeParser; NewTaskDefaultAction; NewTaskAction; CreateTaskDialog; TaskConfigurationPanel; FileSelector; DirectorySelector
EgorKulikov_idea-chelper,net.egork.chelper.task,TopCoderTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: arguments; result; index; active
EgorKulikov_idea-chelper,net.egork.chelper.task,TopCoderTask,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; signature; tests; date; contestName; testClasses; fqn; failOnOverflow; memoryLimit
EgorKulikov_idea-chelper,net.egork.chelper.task,TestType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: uiDescription
EgorKulikov_idea-chelper,net.egork.chelper.task,Task,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; testType; input; output; tests; template; location; vmArgs; mainClass; taskClass; checkerClass; checkerParameters; testClasses; date; contestName; truncate; inputClass; outputClass; includeLocale; failOnOverflow; interactive; interactor
EgorKulikov_idea-chelper,net.egork.chelper.task,StreamConfiguration,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: STANDARD; TASK_ID; type; fileName; OUTPUT_TYPES; uiDescription; hasStringParameter
EgorKulikov_idea-chelper,net.egork.chelper.task,StreamConfiguration.StreamType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: uiDescription; hasStringParameter
EgorKulikov_idea-chelper,net.egork.chelper.task,StreamConfiguration.StreamType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
EgorKulikov_idea-chelper,net.egork.chelper.task,StreamConfiguration.StreamType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: uiDescription; hasStringParameter
EgorKulikov_idea-chelper,net.egork.chelper.task,MethodSignature,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; result; arguments; argumentNames
EgorKulikov_idea-chelper,net.egork.chelper.task,NewTopCoderTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: arguments; result; index; active
EgorKulikov_idea-chelper,net.egork.chelper.task,Test,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: index; input; output; active
EgorKulikov_idea-chelper,net.egork.chelper.parser,CSAcademyParser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
EgorKulikov_idea-chelper,net.egork.chelper.parser,CodeforcesParser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
EgorKulikov_idea-chelper,net.egork.chelper.parser,JSONParser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
