Project Name,Package Name,Architecture Smell,Cause of the Smell
Roanis_atg-tdd,com.roanis.tdd.junit4.rules,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NucleusWithModules]; [ProfileData; ExternalNucleusData; SiteData; CommerceData; OrderData; CatalogData]; [NucleusComponentRule]; [CommerceData.Builder]; [NucleusWithTransaction]. LCC (Lack of Component Cohesion) = 0.5
