Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
google_google-auth-library-java,com.google.auth.http,HttpCredentialsAdapterTest,initialize_populatesOAuth2Credentials,Long Statement,The length of the statement "OAuth2Credentials credentials=UserCredentials.newBuilder().setClientId(CLIENT_ID).setClientSecret(CLIENT_SECRET).setRefreshToken(REFRESH_TOKEN).setHttpTransportFactory(transportFactory).build();" is 194.,59
google_google-auth-library-java,com.google.auth.http,HttpCredentialsAdapterTest,initialize_populatesOAuth2Credentials_handle401,Long Statement,The length of the statement "OAuth2Credentials credentials=UserCredentials.newBuilder().setClientId(CLIENT_ID).setClientSecret(CLIENT_SECRET).setRefreshToken(REFRESH_TOKEN).setHttpTransportFactory(tokenServerTransportFactory).build();" is 205.,86
google_google-auth-library-java,com.google.auth.http,HttpCredentialsAdapterTest,initialize_populatesOAuth2Credentials_handle401,Magic Number,The method contains a magic number: 200,86
google_google-auth-library-java,com.google.auth.http,HttpCredentialsAdapterTest,initialize_noURI,Long Statement,The length of the statement "OAuth2Credentials credentials=UserCredentials.newBuilder().setClientId(CLIENT_ID).setClientSecret(CLIENT_SECRET).setRefreshToken(REFRESH_TOKEN).setHttpTransportFactory(tokenServerTransportFactory).build();" is 205.,124
google_google-auth-library-java,com.google.auth.http,HttpCredentialsAdapterTest,getCredentials,Long Statement,The length of the statement "OAuth2Credentials credentials=UserCredentials.newBuilder().setClientId(CLIENT_ID).setClientSecret(CLIENT_SECRET).setRefreshToken(REFRESH_TOKEN).setHttpTransportFactory(tokenServerTransportFactory).build();" is 205.,153
google_google-auth-library-java,com.google.auth.oauth2,IdentityPoolCredentials,refreshAccessToken,Long Statement,The length of the statement "StsTokenExchangeRequest.Builder stsTokenExchangeRequest=StsTokenExchangeRequest.newBuilder(credential`getSubjectTokenType()).setAudience(getAudience());" is 152.,167
google_google-auth-library-java,com.google.auth.oauth2,IdentityPoolCredentials,retrieveSubjectToken,Long Statement,The length of the statement "if (identityPoolCredentialSource.credentialSourceType == IdentityPoolCredentialSource.IdentityPoolCredentialSourceType.FILE) {" is 126.,182
google_google-auth-library-java,com.google.auth.oauth2,IdentityPoolCredentials,getSubjectTokenFromMetadataServer,Long Statement,The length of the statement "HttpRequest request=transportFactory.create().createRequestFactory().buildGetRequest(new GenericUrl(identityPoolCredentialSource.credentialLocation));" is 150.,223
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,ServiceAccountCredentials,Long Statement,The length of the statement "this.defaultScopes=(builder.defaultScopes == null) ? ImmutableSet.<String>of() : ImmutableSet.copyOf(builder.defaultScopes);" is 124.,122
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,ServiceAccountCredentials,Long Statement,The length of the statement "this.transportFactory=firstNonNull(builder.transportFactory`getFromServiceLoader(HttpTransportFactory.class`OAuth2Utils.HTTP_TRANSPORT_FACTORY));" is 145.,122
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromJson,Complex Conditional,The conditional expression clientId == null || clientEmail == null || privateKeyPkcs8 == null || privateKeyId == null is complex.,157
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromJson,Long Statement,The length of the statement "throw new IOException("Error reading service account credential from JSON` " + "expecting 'client_id'` 'client_email'` 'private_key' and 'private_key_id'.");" is 157.,157
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromJson,Long Statement,The length of the statement "ServiceAccountCredentials.Builder builder=ServiceAccountCredentials.newBuilder().setClientId(clientId).setClientEmail(clientEmail).setPrivateKeyId(privateKeyId).setHttpTransportFactory(transportFactory).setTokenServerUri(tokenServerUriFromCreds).setProjectId(projectId).setQuotaProjectId(quotaProjectId);" is 304.,157
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromPkcs8,Long Parameter List,The method has 5 parameters. ,206
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromPkcs8,Long Statement,The length of the statement "ServiceAccountCredentials.Builder builder=ServiceAccountCredentials.newBuilder().setClientId(clientId).setClientEmail(clientEmail).setPrivateKeyId(privateKeyId).setScopes(scopes);" is 179.,206
google_google-auth-library-java,com.google.auth.oauth2,ServiceAccountCredentials,fromPkcs8,Long Parameter List,The method has 6 parameters. ,235
