Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.api.relationship,CreateRelationshipParamsTest,getObjectsThatNotEqualsX,Long Statement,The length of the statement "return new Object[]{createRelationship(RelationshipTypeName.PARENT`ContentId.from("1")`ContentId.from("2")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("3")`ContentId.from("2")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("1")`ContentId.from("3")`"val1")`createRelationship(RelationshipTypeName.LIKE`ContentId.from("1")`ContentId.from("2")`"otherValue")};" is 401.,23
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,equals,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,13
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,equals,Long Statement,The length of the statement "return new Object[]{RelationshipKey.newRelationshipKey().type(RelationshipTypeName.LINK).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("333")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("444")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myOtherInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).build()};" is 915.,13
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,equals,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,13
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,equals,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,13
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,getObjectX,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,18
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,getObjectsThatNotEqualsX,Long Statement,The length of the statement "return new Object[]{RelationshipKey.newRelationshipKey().type(RelationshipTypeName.LINK).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("333")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("444")).managingData(DataPath.from("myInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myOtherInput")).build()`RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).build()};" is 915.,29
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,getObjectThatEqualsXButNotTheSame,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,59
xp,com.enonic.wem.api.relationship,RelationshipKeyTest,getObjectThatEqualsXButNotTheSame2,Long Statement,The length of the statement "return RelationshipKey.newRelationshipKey().type(RelationshipTypeName.PARENT).fromContent(ContentId.from("111")).toContent(ContentId.from("222")).managingData(DataPath.from("myInput")).build();" is 193.,70
xp,com.enonic.wem.api.relationship,UpdateRelationshipParams,validate,Long Statement,The length of the statement "Preconditions.checkArgument(relationshipKey.getManagingData() != null`"Managed Relationship's cannot be updated directly");" is 123.,34
xp,com.enonic.wem.api.relationship,CreateRelationshipParams,equals,Long Statement,The length of the statement "return Objects.equals(fromContent`that.fromContent) && Objects.equals(toContent`that.toContent) && Objects.equals(type`that.type)&& Objects.equals(properties`that.properties);" is 175.,84
xp,com.enonic.wem.api.relationship,RelationshipKey,equals,Long Statement,The length of the statement "return Objects.equals(type`that.type) && Objects.equals(fromContent`that.fromContent) && Objects.equals(toContent`that.toContent)&& Objects.equals(managingData`that.managingData);" is 179.,63
xp,com.enonic.wem.api.relationship,RelationshipKey,toString,Long Statement,The length of the statement "return com.google.common.base.Objects.toStringHelper(this).add("fromContent"`fromContent).add("toContent"`toContent).add("type"`type).add("managingData"`managingData).toString();" is 178.,83
xp,com.enonic.wem.api.relationship.editor,RemoveRelationshipPropertiesEditorTest,edit,Long Statement,The length of the statement "Relationship relationship=Relationship.newRelationship().property("prop1"`"v1").property("prop2"`"v2").property("prop3"`"v3").build();" is 134.,16
xp,com.enonic.wem.api.relationship.editor,RemoveRelationshipPropertiesEditorTest,edit,Magic Number,The method contains a magic number: 2,16
xp,com.enonic.wem.api.relationship.editor,AddRelationshipPropertiesEditorTest,edit,Long Statement,The length of the statement "Relationship relationship=Relationship.newRelationship().property("prop1"`"v1").property("prop2"`"v2").property("prop3"`"v3").build();" is 134.,15
xp,com.enonic.wem.api.relationship.editor,AddRelationshipPropertiesEditorTest,edit,Magic Number,The method contains a magic number: 5,15
xp,com.enonic.wem.api.util,GeoPointTest,testFrom_valid,Magic Number,The method contains a magic number: 1.1,9
xp,com.enonic.wem.api.util,GeoPointTest,testFrom_valid,Magic Number,The method contains a magic number: 2.2,9
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 1.1,19
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 2.2,19
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 1.1,19
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 2.2,19
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 2.2,19
xp,com.enonic.wem.api.util,GeoPointTest,testEquals,Magic Number,The method contains a magic number: 1.1,19
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 1.1,32
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 2.2,32
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 1.1,32
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 2.2,32
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 2.2,32
xp,com.enonic.wem.api.util,GeoPointTest,testHashCode,Magic Number,The method contains a magic number: 1.1,32
xp,com.enonic.wem.api.util,GeoPoint,GeoPoint,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Longitude [%s] is not within range %s"`this.longitude`LONGITUDE_RANGE));" is 122.,17
xp,com.enonic.wem.api.util,GeoPoint,from,Magic Number,The method contains a magic number: 2,62
xp,com.enonic.wem.api,BasePath,removeFromBeginning,Long Statement,The length of the statement "Preconditions.checkState(this.elementCount() >= path.elementCount()`"No point in trying to remove [" + path.toString() + "] from ["+ this.toString()+ "]");" is 155.,120
xp,com.enonic.wem.api,BasePath,doToString,Magic Number,The method contains a magic number: 25,150
xp,com.enonic.wem.api,BasePath,equals,Long Statement,The length of the statement "return Objects.equals(absolute`path.absolute) && Objects.equals(elementDivider`path.elementDivider) && Objects.equals(trailingDivider`path.trailingDivider)&& Objects.equals(elements`path.elements);" is 197.,175
xp,com.enonic.wem.api,BasePath,elements,Long Statement,The length of the statement "final boolean hasTrailingDivider=!(elements.length() == 1 && absolute) && elements.charAt(elements.length() - 1) == elementDivider;" is 131.,303
xp,com.enonic.wem.api,Builder,elements,Long Statement,The length of the statement "final boolean hasTrailingDivider=!(elements.length() == 1 && absolute) && elements.charAt(elements.length() - 1) == elementDivider;" is 131.,303
xp,com.enonic.wem.api,Name,Name,Long Statement,The length of the statement "Preconditions.checkArgument(name.matches("^[_a-z0-9]([a-z0-9_\\-\\.])*$")`"A name can only start with lower case latin letters or digit` and further consist of the same` digits or the following special chars: _-.: " + name);" is 224.,12
xp,com.enonic.wem.api,Icon,equals,Long Statement,The length of the statement "return Objects.equal(this.mimeType`that.mimeType) && Objects.equal(this.modifiedTime`that.modifiedTime) && Arrays.equals(this.iconData`that.iconData);" is 150.,57
xp,com.enonic.wem.api,Icon,toString,Long Statement,The length of the statement "return Objects.toStringHelper(this).add("mimeType"`mimeType).add("iconData"`iconData).add("size"`getSize()).add("modifiedTime"`modifiedTime).toString();" is 152.,81
xp,com.enonic.wem.api,BaseVersion,BaseVersion,Magic Number,The method contains a magic number: 2,22
xp,com.enonic.wem.api,BaseVersion,BaseVersion,Magic Number,The method contains a magic number: 3,22
xp,com.enonic.wem.api,BaseVersion,BaseVersion,Magic Number,The method contains a magic number: 5,22
xp,com.enonic.wem.api.support,AbstractImmutableEntityListTest,get,Magic Number,The method contains a magic number: 2,25
xp,com.enonic.wem.api.support.tree,TreeTest,deepSize,Magic Number,The method contains a magic number: 3,10
xp,com.enonic.wem.api.module,ModuleState,fromBundleState,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@62b2c894,11
xp,com.enonic.wem.api.content,ContentTest,array_setData_setting_second_data_with_same_path_at_index_1_creates_array_of_size_2,Magic Number,The method contains a magic number: 2,148
xp,com.enonic.wem.api.content,ContentTest,layout,Long Statement,The length of the statement "FieldSet personalia=newFieldSet().label("Personalia").name("personalia").addFormItem(newInput().name("eyeColour").inputType(InputTypes.TEXT_LINE).build()).addFormItem(newInput().name("hairColour").inputType(InputTypes.TEXT_LINE).build()).build();" is 246.,430
xp,com.enonic.wem.api.content,ContentTest,layout,Long Statement,The length of the statement "FieldSet tatoos=newFieldSet().label("Characteristics").name("characteristics").addFormItem(newInput().name("tattoo").inputType(InputTypes.TEXT_LINE).multiple(true).build()).addFormItem(newInput().name("scar").inputType(InputTypes.TEXT_LINE).multiple(true).build()).build();" is 273.,430
xp,com.enonic.wem.api.content,ContentTest,given_array_when_setting_data_of_another_type_to_array_then_exception_is_thrown,Long Statement,The length of the statement "assertEquals("Array [myData] expects Property of type [String]. Property [myData] was of type: LocalDate"`e.getMessage());" is 122.,464
xp,com.enonic.wem.api.content,ContentTest,given_array_when_setting_data_of_another_type_to_array_then_exception_is_thrown,Magic Number,The method contains a magic number: 2000,464
xp,com.enonic.wem.api.content,ContentIdsTest,fromStringArray,Magic Number,The method contains a magic number: 3,11
xp,com.enonic.wem.api.content,ContentPathTest,getParentPath,Long Statement,The length of the statement "assertEquals(newPath().elements("first"`"second").build()`newPath().elements("first"`"second"`"third").build().getParentPath());" is 128.,53
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty,Magic Number,The method contains a magic number: 123,33
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty,Magic Number,The method contains a magic number: 2013,33
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty,Magic Number,The method contains a magic number: 13,33
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty,Magic Number,The method contains a magic number: 123.123,33
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty_with_array_of_Values,Magic Number,The method contains a magic number: 2,53
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty_with_DataPath_containing_DataSet,Magic Number,The method contains a magic number: 123,67
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty_with_DataPath_containing_DataSet,Magic Number,The method contains a magic number: 2013,67
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty_with_DataPath_containing_DataSet,Magic Number,The method contains a magic number: 13,67
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_setProperty_with_DataPath_containing_DataSet,Magic Number,The method contains a magic number: 123.123,67
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 123L,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 123.123,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 2013,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 13,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 10,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 45,87
xp,com.enonic.wem.api.content,Content_usageTest,dataSet_add_Data_using_new_PropertyType,Magic Number,The method contains a magic number: 55,87
