Project Name,Package Name,Architecture Smell,Cause of the Smell
ruediste_btrbck,com.github.ruediste1.btrbck,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SshService; SnapshotTransferService; BlockTransferService; SnapshotTransferServiceTest; SnapshotTransferServiceTest.SshServiceTestDouble; BlockTransferServiceTest; Util; StreamService; CyclicCharacterBuffer; StreamRepositoryService; BtrfsService; CyclicCharacterBufferTest; StreamRepositoryServiceTest; StreamServiceUnitTest; StreamServiceTest; Consumer; SyncService; SyncServiceTest]; [SshService.SshConnectionimpl]; [SshService.SshConnection]; [GuiceModule]; [SyncService.SendFileSpec]; [DisplayException]; [SnapshotTransferServiceTest.ThreadOperation]. LCC (Lack of Component Cohesion) = 0.29
