Project Name,Package Name,Architecture Smell,Cause of the Smell
etsy_Conjecture,com.etsy.conjecture.data,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Label; RealValuedLabel; BinaryLabel; InstanceFactory; MulticlassLabel; RealValueLabeledInstance; BinaryLabeledInstance; ClusterLabel; Instance; StringKeyedVector; LabeledInstance; AbstractInstance; MulticlassLabeledInstance; ByteArrayDoubleHashMap; LazyVector; LazyVectorTest; StringKeyedVectorTest; MulticlassPrediction; ClusterPrediction]; [Recommendation]; [InstanceInterface]; [ByteArrayDoubleHashMap.TByteArrayDoubleHashMap]; [LazyVector.UpdateFunction]. LCC (Lack of Component Cohesion) = 0.22
