Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.gwtBootstrap3().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 134.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.jQuery().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 127.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.bootstrap().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 130.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.gwtBootstrap3().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 134.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.jQuery().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 127.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client,GwtBootstrap3EntryPoint,onModuleLoad,Long Statement,The length of the statement "ScriptInjector.fromString(GwtBootstrap3ClientBundle.INSTANCE.bootstrap().getText()).setWindow(ScriptInjector.TOP_WINDOW).inject();" is 130.,52
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Image,Image,Long Parameter List,The method has 5 parameters. ,54
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Image,Image,Long Parameter List,The method has 5 parameters. ,64
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Tooltip,init,Long Statement,The length of the statement "createOptions(element`isAnimated()`isHtml()`getSelector()`getTrigger().getCssName()`getShowDelayMs()`getHideDelayMs()`getContainer()`prepareTemplate()`getViewportSelector()`getViewportPadding());" is 195.,106
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Modal,Modal,Magic Number,The method contains a magic number: 1050,105
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,HelpBlock,createIconElement,Magic Number,The method contains a magic number: 5,78
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,InlineHelpBlock,InlineHelpBlock,Magic Number,The method contains a magic number: 10,35
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Popover,init,Long Statement,The length of the statement "createOptions(element`isAnimated()`isHtml()`getSelector()`getTrigger().getCssName()`getShowDelayMs()`getHideDelayMs()`getContainer()`prepareTemplate()`getViewportSelector()`getViewportPadding());" is 195.,131
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,SuggestBox,onAttach,Magic Number,The method contains a magic number: 10,278
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,FormLabel,Complex Conditional,The conditional expression showRequiredIndicator && html != null && !"".equals(html) is complex.,47
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,onChange,Complex Conditional,The conditional expression showRequiredIndicator && html != null && !"".equals(html) is complex.,54
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 6,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 2,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 5,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Affix,affix,Magic Number,The method contains a magic number: 10,43
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Image,Image,Long Parameter List,The method has 5 parameters. ,54
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Image,Image,Long Parameter List,The method has 5 parameters. ,64
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Tooltip,init,Long Statement,The length of the statement "createOptions(element`isAnimated()`isHtml()`getSelector()`getTrigger().getCssName()`getShowDelayMs()`getHideDelayMs()`getContainer()`prepareTemplate()`getViewportSelector()`getViewportPadding());" is 195.,106
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Modal,Modal,Magic Number,The method contains a magic number: 1050,105
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,HelpBlock,createIconElement,Magic Number,The method contains a magic number: 5,78
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,InlineHelpBlock,InlineHelpBlock,Magic Number,The method contains a magic number: 10,35
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Popover,init,Long Statement,The length of the statement "createOptions(element`isAnimated()`isHtml()`getSelector()`getTrigger().getCssName()`getShowDelayMs()`getHideDelayMs()`getContainer()`prepareTemplate()`getViewportSelector()`getViewportPadding());" is 195.,131
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,SuggestBox,onAttach,Magic Number,The method contains a magic number: 10,278
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,FormLabel,Complex Conditional,The conditional expression showRequiredIndicator && html != null && !"".equals(html) is complex.,47
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,onChange,Complex Conditional,The conditional expression showRequiredIndicator && html != null && !"".equals(html) is complex.,54
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 6,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 2,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,FormLabel,createIconElement,Magic Number,The method contains a magic number: 5,68
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui,Affix,affix,Magic Number,The method contains a magic number: 10,43
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,createOptions,Long Parameter List,The method has 11 parameters. ,243
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,createOptions,Long Statement,The length of the statement "e.setAttribute("data-delay"`"{ \"show\": " + Integer.toString(showDelay) + "` \"hide\": "+ Integer.toString(hideDelay)+ " }");" is 126.,243
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,recreate,Magic Number,The method contains a magic number: 300,538
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,RadioGroupBase,getValue,Empty catch clause,The method has an empty catch block.,183
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,RadioGroupBase,setValue,Empty catch clause,The method has an empty catch block.,265
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,createOptions,Long Parameter List,The method has 11 parameters. ,243
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,createOptions,Long Statement,The length of the statement "e.setAttribute("data-delay"`"{ \"show\": " + Integer.toString(showDelay) + "` \"hide\": "+ Integer.toString(hideDelay)+ " }");" is 126.,243
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,AbstractTooltip,recreate,Magic Number,The method contains a magic number: 300,538
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,RadioGroupBase,getValue,Empty catch clause,The method has an empty catch block.,183
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base,RadioGroupBase,setValue,Empty catch clause,The method has an empty catch block.,265
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,addEnumStyleName,Complex Conditional,The conditional expression style != null && style.getCssName() != null && !style.getCssName().isEmpty() is complex.,69
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,removeEnumStyleName,Complex Conditional,The conditional expression style != null && style.getCssName() != null && !style.getCssName().isEmpty() is complex.,83
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,setHiddenOn,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7e9f0287,139
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,setVisibleOn,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@24a29354,176
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,addEnumStyleName,Complex Conditional,The conditional expression style != null && style.getCssName() != null && !style.getCssName().isEmpty() is complex.,69
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,removeEnumStyleName,Complex Conditional,The conditional expression style != null && style.getCssName() != null && !style.getCssName().isEmpty() is complex.,83
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,setHiddenOn,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7fbf2cff,139
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.helper,StyleHelper,setVisibleOn,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@1a573168,176
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.form,AbstractForm,AbstractForm,Long Statement,The length of the statement "assert getTarget() == null || getTarget().trim().length() == 0 : "Cannot create target iframe if the form's target is already set.";" is 132.,238
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.form,AbstractForm,AbstractForm,Long Statement,The length of the statement "assert getTarget() == null || getTarget().trim().length() == 0 : "Cannot create target iframe if the form's target is already set.";" is 132.,238
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.LEFT is complex.,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.RIGHT is complex.,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Method,Cyclomatic complexity of the method is 12,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.LEFT is complex.,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.RIGHT is complex.,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Method,Cyclomatic complexity of the method is 12,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.LEFT is complex.,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.RIGHT is complex.,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,render,Complex Method,Cyclomatic complexity of the method is 12,219
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.LEFT is complex.,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Conditional,The conditional expression badge.getText() != null && badge.getText().length() > 0 && badgePosition == BadgePosition.RIGHT is complex.,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.base.mixin,IconTextMixin,execute,Complex Method,Cyclomatic complexity of the method is 12,222
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorWrapper,hashCode,Magic Number,The method contains a magic number: 31,106
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidationChangedEvent,hashCode,Magic Number,The method contains a magic number: 23,134
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidationChangedEvent,hashCode,Magic Number,The method contains a magic number: 37,134
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,AbstractValidator,getInvalidMessage,Long Statement,The length of the statement "return invalidMessageOverride == null ? messageMixin.lookup(key`messageValueArgs) : MessageFormat.format(invalidMessageOverride`messageValueArgs);" is 146.,86
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,BooleanParser,parse,Empty catch clause,The method has an empty catch block.,53
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMaxValidator,Magic Number,The method contains a magic number: 1.25,65
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMaxValidator,Magic Number,The method contains a magic number: 2.0,65
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMaxValidator,Magic Number,The method contains a magic number: 1.25,65
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMaxValidator,Magic Number,The method contains a magic number: 2.0,65
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMinValidator,Magic Number,The method contains a magic number: 1.25f,82
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMinValidator,Magic Number,The method contains a magic number: 2.0f,82
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMinValidator,Magic Number,The method contains a magic number: 1.25f,82
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testDecimalMinValidator,Magic Number,The method contains a magic number: 2.0f,82
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testFutureValidator,Magic Number,The method contains a magic number: 60,115
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testFutureValidator,Magic Number,The method contains a magic number: 1000,115
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testFutureValidator,Magic Number,The method contains a magic number: 60,115
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testFutureValidator,Magic Number,The method contains a magic number: 1000,115
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testPastValidator,Magic Number,The method contains a magic number: 60,132
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testPastValidator,Magic Number,The method contains a magic number: 1000,132
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testPastValidator,Magic Number,The method contains a magic number: 60,132
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testPastValidator,Magic Number,The method contains a magic number: 1000,132
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 5,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 10,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 2,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 4,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 3,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 20,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 25,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 3,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testSizeValidator,Magic Number,The method contains a magic number: 20,169
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorsGwt,testGroupValidators,Magic Number,The method contains a magic number: 500,239
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidatorWrapper,hashCode,Magic Number,The method contains a magic number: 31,106
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidationChangedEvent,hashCode,Magic Number,The method contains a magic number: 23,134
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,ValidationChangedEvent,hashCode,Magic Number,The method contains a magic number: 37,134
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,AbstractValidator,getInvalidMessage,Long Statement,The length of the statement "return invalidMessageOverride == null ? messageMixin.lookup(key`messageValueArgs) : MessageFormat.format(invalidMessageOverride`messageValueArgs);" is 146.,86
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.form.validator,BooleanParser,parse,Empty catch clause,The method has an empty catch block.,53
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.gwt,CellTable,CellTable,Long Parameter List,The method has 6 parameters. ,105
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.gwt,ButtonCell,render,Long Statement,The length of the statement "String cssClasses=new StringBuilder("btn").append(" ").append(type.getCssName()).append(" ").append(size.getCssName()).toString();" is 130.,97
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.gwt,ButtonCell,render,Long Statement,The length of the statement "String iconHtml=new StringBuilder("<i class=\"").append(Styles.FONT_AWESOME_BASE).append(" ").append(icon.getCssName()).append("\"></i> ").toString();" is 150.,97
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.gwt,CellTable,CellTable,Long Parameter List,The method has 6 parameters. ,105
gwtbootstrap3_gwtbootstrap3,org.gwtbootstrap3.client.ui.gwt,ButtonCell,render,Long Statement,The length of the statement "String cssClasses=new StringBuilder("btn").append(" ").append(type.getCssName()).append(" ").append(size.getCssName()).toString();" is 130.,97
