Project Name,Package Name,Architecture Smell,Cause of the Smell
Netflix_Prana,com.netflix.prana.http.api,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Utils; ProxyHandler; UnicastDisposableCachingSubject; HandlersModule; SimpleRouter; StatusHandler; AbstractRequestHandler; DynamicPropertiesHandler; HealthCheckHandler; HostsHandler; PingHandler]; [UnicastDisposableCachingSubject.State]; [UnicastDisposableCachingSubject.STATES]; [UnicastDisposableCachingSubject.BufferedObserver]; [UnicastDisposableCachingSubject.OnSubscribeAction]; [UnicastDisposableCachingSubject.PassThruObserver]; [UnicastDisposableCachingSubject.ByteBufAwareBuffer]; [NIWSCommand]; [HealthCheckHandlerTest; AbstractIntegrationTest; TestUtils; DynamicPropertiesHandlerTest; PingHandlerTest; StatusHandlerTest; HostsHandlerTest]; [HealthCheckHandlerTest.ExternalServerHandler]. LCC (Lack of Component Cohesion) = 0.38
