Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
Netflix_Prana,com.netflix.prana.http.api,HealthCheckHandler,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_APPLICATION_PORT; DEFAULT_CONNECTION_TIMEOUT; DEFAULT_HEALTHCHECK_ENDPOINT; DEFAULT_OK_HEALTH; DEFAULT_FAIL_HEALTH
