Project Name,Package Name,Architecture Smell,Cause of the Smell
tkurz_sesame-vocab-builder,com.github.tkurz.sesame.vocab.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [VocabBuilderTest]; [VocabularyBuilderSpecialTest]; [AbstractVocabSpecificTest]; [VocabBuilderPrefixTest]; [VocabBuilderCompileTest]; [VocabBuilderResourceBundleTest]. LCC (Lack of Component Cohesion) = 1.0
