Project Name,Package Name,Architecture Smell,Cause of the Smell
google_identity-toolkit-java-client,com.google.identitytoolkit,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DownloadIterator]; [GitkitClientException; GitkitClient; GitkitServerException; RpcHelper; GitkitUser; JsonTokenHelper; HttpSender; GitkitClientTest; RpcHelperTest; GitkitVerifierManagerTest; GitkitTokenVerifier; GitkitTokenVerifierTest; GitkitClient.Builder; GitkitVerifierManager; TestConfig]; [GitkitClient.OobAction]; [GitkitClient.OobResponse]; [GitkitUser.ProviderInfo]; [JsonTokenHelper.AudienceChecker]. LCC (Lack of Component Cohesion) = 0.3
