Project Name,Package Name,Architecture Smell,Cause of the Smell
blackberry_KaBoom,com.blackberry.bdp.kaboom,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TimeBasedHdfsOutputPath; Worker; StartupConfig; Authenticator; Authenticator.SingletonHolder; EvenLoadBalancer; KerberosUser; KaBoom; AsyncAssignee; LocalLoadBalancer; TimestampParser; FastBoomWriter; PriParser; TimestampParserTest; PriParserTest; TimeBasedHdfsOutputPath.OutputFile; VersionParser; IntParser; VersionParserTest; Leader]; [Worker.WorkerShift]; [Authenticator.UGIState]; [EvenLoadBalancerTest; LocalZkServer; WorkerTest]; [FastBoomWriterTest]; [WorkerTest.SynchronousWorker]. LCC (Lack of Component Cohesion) = 0.22
