Project Name,Package Name,Architecture Smell,Cause of the Smell
casidiablo_multidex,android.support.multidex,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MultiDexApplication; MultiDex; MultiDexTest; MultiDexExtractor; ZipUtil; ZipUtilTest; ZipEntryReader]; [MultiDex.V19]; [MultiDex.V14]; [MultiDex.V4]; [ZipUtil.CentralDirectory]. LCC (Lack of Component Cohesion) = 0.45
