Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
casidiablo_multidex,android.util,Log,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: VERBOSE; DEBUG; INFO; WARN; ERROR; ASSERT; LOG_ID_MAIN; LOG_ID_RADIO; LOG_ID_EVENTS; LOG_ID_SYSTEM; LOG_ID_CRASH
