Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
magarena,magic.data,DownloadImageFile,DownloadImageFile,4,1,2,16,0
magarena,magic.data,DownloadImageFile,getFilename,3,1,0,22,0
magarena,magic.data,DownloadImageFile,download,19,3,1,27,0
magarena,magic.data,DefaultCardImagesProvider,DefaultCardImagesProvider,3,1,0,29,0
magarena,magic.data,DefaultCardImagesProvider,getFilenames,9,2,1,34,0
magarena,magic.data,DefaultCardImagesProvider,loadCardImage,21,2,1,46,0
magarena,magic.data,DefaultCardImagesProvider,getImage,20,4,2,69,0
magarena,magic.data,DefaultCardImagesProvider,getInstance,3,1,0,95,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,18,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,35,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,52,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,69,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,85,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,101,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,117,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,133,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,150,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,167,0
magarena,magic.data,TokenCardDefinitions,initialize,10,1,0,183,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,198,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,215,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,232,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,248,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,264,0
magarena,magic.data,TokenCardDefinitions,initialize,13,1,0,280,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,298,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,314,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,330,0
magarena,magic.data,TokenCardDefinitions,initialize,11,1,0,346,0
magarena,magic.data,TokenCardDefinitions,initialize,13,1,0,362,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,380,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,397,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,414,0
magarena,magic.data,TokenCardDefinitions,initialize,12,1,0,431,0
magarena,magic.data,DeckUtils,accept,3,1,1,28,0
magarena,magic.data,DeckUtils,getDescription,3,1,0,34,0
magarena,magic.data,DeckUtils,getDeckFolder,3,1,0,43,0
magarena,magic.data,DeckUtils,createDeckFolder,6,2,0,48,0
magarena,magic.data,DeckUtils,saveDeck,41,8,2,56,0
magarena,magic.data,DeckUtils,loadDeck,58,13,2,101,0
magarena,magic.data,TournamentConfig,TournamentConfig,2,1,0,39,0
magarena,magic.data,TournamentConfig,TournamentConfig,8,1,1,43,0
magarena,magic.data,TournamentConfig,getAvatar,3,1,0,53,0
magarena,magic.data,TournamentConfig,setAvatar,3,1,1,58,0
magarena,magic.data,TournamentConfig,getName,3,1,0,63,0
magarena,magic.data,TournamentConfig,setName,3,1,1,68,0
magarena,magic.data,TournamentConfig,getStartLife,3,1,0,73,0
magarena,magic.data,TournamentConfig,setStartLife,3,1,1,78,0
magarena,magic.data,TournamentConfig,getHandSize,3,1,0,83,0
magarena,magic.data,TournamentConfig,setHandSize,3,1,1,88,0
magarena,magic.data,TournamentConfig,setNrOfGames,3,1,1,93,0
magarena,magic.data,TournamentConfig,getNrOfGames,3,1,0,98,0
magarena,magic.data,TournamentConfig,getProfile,9,3,1,103,0
magarena,magic.data,TournamentConfig,getPlayerColors,3,1,0,113,0
magarena,magic.data,TournamentConfig,setPlayerColors,3,1,1,118,0
magarena,magic.data,TournamentConfig,getPlayerProfile,3,1,0,123,0
