Project Name,Package Name,Architecture Smell,Cause of the Smell
moznion_java-mysql-diff,net.moznion.mysql.diff,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SchemaDumper; App; MySqlConnectionInfo; DiffExtractor; SchemaDumperTest; SchemaDumperTest.ForDumpMethods; DiffExtractorTest; ConnectionInfoTest; AppTest; SchemaParser]; [App.RemoteDbArg]; [MySqlConnectionInfo.Builder]; [MySqlConnectionUri]; [SchemaDumperTest.ForConstructors]; [DiffExtractorTest.ForTableDiff]; [DiffExtractorTest.ForMissingTable]. LCC (Lack of Component Cohesion) = 0.44
