Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.model,AmbariContext,getPrompt,Long Statement,The length of the statement "return focus.isType(FocusType.ROOT) ? isConnectedToCluster() ? formatPrompt(focus.getPrefix()`cluster) : "ambari-shell>" : formatPrompt(focus.getPrefix()`focus.getValue());" is 172.,88
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.flash,AbstractFlash,run,Empty catch clause,The method has an empty catch block.,41
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.flash,InstallProgress,getText,Complex Method,Cyclomatic complexity of the method is 8,45
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.flash,InstallProgress,getText,Magic Number,The method contains a magic number: 2,45
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.flash,InstallProgress,getText,Magic Number,The method contains a magic number: 10,45
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.flash,InstallProgress,getText,Magic Number,The method contains a magic number: 10,45
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.converter,ServiceConverter,getAllPossibleValues,Long Parameter List,The method has 5 parameters. ,39
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.converter,HostConverter,getAllPossibleValues,Long Parameter List,The method has 5 parameters. ,39
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.converter,ConfigTypeConverter,getAllPossibleValues,Long Parameter List,The method has 5 parameters. ,39
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.converter,BlueprintConverter,getAllPossibleValues,Long Parameter List,The method has 5 parameters. ,39
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell,AmbariShell,main,Long Statement,The length of the statement "System.out.println("\nAmbari Shell: Interactive command line tool for managing Apache Ambari.\n\n" + "Usage:\n" + " java -jar ambari-shell.jar : Starts Ambari Shell in interactive mode.\n"+ " java -jar ambari-shell.jar --cmdfile=<FILE> : Ambari Shell executes commands read from the file.\n\n"+ "Options:\n"+ " --ambari.host=<HOSTNAME> Hostname of the Ambari Server [default: localhost].\n"+ " --ambari.port=<PORT> Port of the Ambari Server [default: 8080].\n"+ " --ambari.user=<USER> Username of the Ambari admin [default: admin].\n"+ " --ambari.password=<PASSWORD> Password of the Ambari admin [default: admin].\n\n"+ "Note:\n"+ " At least one option is mandatory.");" is 669.,93
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.support,TableRendererTest,testRenderMultiValueMap,Long Statement,The length of the statement "assertEquals(IOUtils.toString(new FileInputStream(new File("src/test/resources/2columns")))`TableRenderer.renderMultiValueMap(map`"SERVICE"`"COMPONENT"));" is 154.,35
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.support,TableRendererTest,testRenderMapValueMap,Long Statement,The length of the statement "assertEquals(IOUtils.toString(new FileInputStream(new File("src/test/resources/3columns")))`TableRenderer.renderMapValueMap(map`"SERVICE"`"COMPONENT"`"STATE"));" is 160.,45
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.commands,ClusterCommands,buildCluster,Long Statement,The length of the statement "message=String.format("%s\n%s"`renderSingleMap(client.getHostNames()`"HOSTNAME"`"STATE")`renderMultiValueMap(client.getBlueprintMap(blueprint)`"HOSTGROUP"`"COMPONENT"));" is 169.,78
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.commands,BlueprintCommands,readContent,Empty catch clause,The method has an empty catch block.,179
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.commands,BlueprintCommands,readContent,Empty catch clause,The method has an empty catch block.,189
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.commands,BlueprintCommands,getBlueprintName,Empty catch clause,The method has an empty catch block.,199
sequenceiq_ambari-shell,com.sequenceiq.ambari.shell.commands,ClusterCommandsTest,testBuildCluster,Long Statement,The length of the statement "assertEquals(String.format("%s\n%s"`renderSingleMap(hostNames`"HOSTNAME"`"STATE")`renderMultiValueMap(map`"HOSTGROUP"`"COMPONENT"))`result);" is 140.,112
