Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
google_cap-library,com.google.publicalerts.cap,Point,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LATITUDE_FIELD_NUMBER; LONGITUDE_FIELD_NUMBER
google_cap-library,com.google.publicalerts.cap,Point.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,Resource,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: RESOURCE_DESC_FIELD_NUMBER; MIME_TYPE_FIELD_NUMBER; SIZE_FIELD_NUMBER; URI_FIELD_NUMBER; DEREF_URI_FIELD_NUMBER; DIGEST_FIELD_NUMBER
google_cap-library,com.google.publicalerts.cap,Resource.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,XmlSignatureValidator.Result,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,CapJsonBuilder,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_INDENT
google_cap-library,com.google.publicalerts.cap,Polygon,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: POINT_FIELD_NUMBER
google_cap-library,com.google.publicalerts.cap,Polygon.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,Area,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: AREA_DESC_FIELD_NUMBER; POLYGON_FIELD_NUMBER; CIRCLE_FIELD_NUMBER; GEOCODE_FIELD_NUMBER; ALTITUDE_FIELD_NUMBER; CEILING_FIELD_NUMBER
google_cap-library,com.google.publicalerts.cap,Area.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,Group,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: VALUE_FIELD_NUMBER
google_cap-library,com.google.publicalerts.cap,Group.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,CapValidator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CAP10_XMLNS; CAP11_XMLNS; CAP12_XMLNS; CAP_LATEST_XMLNS; CAP_XML_NAMESPACES
google_cap-library,com.google.publicalerts.cap,CapValidator,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
google_cap-library,com.google.publicalerts.cap,Reason.Type,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,Reasons,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EMPTY
google_cap-library,com.google.publicalerts.cap,Reasons.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
google_cap-library,com.google.publicalerts.cap,Circle,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: POINT_FIELD_NUMBER; RADIUS_FIELD_NUMBER
