Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,AbstractJdbcRepository,3,1,1,38,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,params,3,1,2,42,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,noParams,3,1,0,46,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,dbCreate,5,1,2,50,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,getFirstItem,9,2,3,56,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,getFirstItem,9,2,3,65,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,getOptional,3,1,3,74,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,getOptional,3,1,3,78,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,optionalInt,4,1,2,83,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,id,3,1,1,88,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,id,3,1,2,92,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,id,3,1,1,96,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,dateTimeForDB,3,1,1,100,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,dateTimeFromDB,3,1,1,105,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,readSignature,3,1,1,110,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,readSignature,3,1,3,114,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,getEnum,9,2,3,121,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,writeJson,13,2,1,130,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,readJson,3,1,2,142,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,readJson,13,2,1,146,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,readJson,14,2,3,158,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,toDocument,3,1,1,171,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepository,toDocument,10,2,3,175,0
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepositoryTest,dateTimeForDB_null,3,1,0,14,1
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepositoryTest,dateTimeForDB_ok,3,1,0,19,1
ontrack,net.nemerosa.ontrack.repository.support,AbstractJdbcRepositoryTest,dateTime_to_and_from_db,7,1,0,24,1
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStoreRecord,compareTo,9,2,1,19,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,add,0,1,6,14,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,replaceOrAdd,0,1,6,27,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getRecordAudit,0,1,1,40,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteByName,0,1,3,48,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteByGroup,0,1,3,57,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteByCategoryBefore,0,1,2,66,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,findLastByCategoryAndName,0,1,4,74,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,findLastByCategoryAndGroupAndName,0,1,4,85,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,findLastRecordsByNameInCategory,0,1,2,96,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,addObject,0,1,6,105,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,replaceOrAddObject,0,1,6,118,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getById,0,1,2,131,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getByCategoryAndName,0,1,5,139,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getByCategory,0,1,4,144,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getCountByCategoryAndName,0,1,3,149,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getCountByCategory,0,1,2,154,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteAll,0,1,0,159,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getByFilter,0,1,1,164,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,getCountByFilter,0,1,1,171,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteByFilter,0,1,1,176,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStore,deleteRangeByFilter,0,1,1,182,0
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStoreRecordTest,compare_on_date_only,9,1,0,19,1
ontrack,net.nemerosa.ontrack.repository.support.store,EntityDataStoreRecordTest,compare_on_id_needed,7,1,0,38,1
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionController,AbstractExtensionController,3,1,1,13,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionController,getDescription,0,1,0,17,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtension,AbstractExtension,3,1,1,10,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtension,getFeature,3,1,0,14,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,AbstractPropertyType,3,1,1,17,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,getFeature,3,1,0,21,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,of,3,1,1,26,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,forStorage,3,1,1,31,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,parse,8,1,2,36,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,format,3,1,1,44,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractPropertyType,validateNotBlank,5,2,2,48,0
ontrack,net.nemerosa.ontrack.extension.support.client,ClientFactory,getJsonClient,0,1,1,8,0
ontrack,net.nemerosa.ontrack.extension.support.client,ClientFactory,getHttpClient,0,1,1,10,0
ontrack,net.nemerosa.ontrack.extension.stash.service,StashConfigurationServiceIT,deleteBitbucketOrg,17,1,0,20,1
ontrack,net.nemerosa.ontrack.extension.stash,StashUserMenuExtension,StashUserMenuExtension,3,1,1,17,0
ontrack,net.nemerosa.ontrack.extension.stash,StashUserMenuExtension,getGlobalFunction,3,1,0,22,0
ontrack,net.nemerosa.ontrack.extension.stash,StashUserMenuExtension,getAction,3,1,0,27,0
ontrack,net.nemerosa.ontrack.extension.stash,StashExtensionFeature,StashExtensionFeature,3,1,1,12,0
