Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.sample,ItemListFragment,onCreate,Long Statement,The length of the statement "ArrayAdapter<String> adapter=new ArrayAdapter<String>(getActivity()`android.R.layout.simple_list_item_activated_1`android.R.id.text1);" is 134.,30
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.sample,ItemListFragment,onCreate,Magic Number,The method contains a magic number: 20,30
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.sample,MainActivity,onCreate,Long Statement,The length of the statement "fragmentManager.beginTransaction().addToBackStack(null).setTransition(FragmentTransaction.TRANSIT_FRAGMENT_OPEN).replace(android.R.id.content`fragment).commit();" is 161.,12
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.sample,MainActivity,onItemSelected,Long Statement,The length of the statement "fragmentManager.beginTransaction().addToBackStack(null).setTransition(FragmentTransaction.TRANSIT_FRAGMENT_OPEN).replace(android.R.id.content`fragment).commit();" is 161.,16
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.develop,ItemListFragment,onCreate,Long Statement,The length of the statement "ArrayAdapter<String> adapter=new ArrayAdapter<String>(getActivity()`android.R.layout.simple_list_item_1`android.R.id.text1);" is 124.,38
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.develop,ItemListFragment,onCreate,Magic Number,The method contains a magic number: 20,38
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.develop,MainActivity,onCreate,Long Statement,The length of the statement "fragmentManager.beginTransaction().addToBackStack(null).setTransition(FragmentTransaction.TRANSIT_FRAGMENT_OPEN).replace(android.R.id.content`fragment).commit();" is 161.,16
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector.develop,MainActivity,onItemSelected,Long Statement,The length of the statement "fragmentManager.beginTransaction().addToBackStack(null).setTransition(FragmentTransaction.TRANSIT_FRAGMENT_OPEN).replace(android.R.id.content`fragment).commit();" is 161.,23
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector,IndirectInjector,getDependencies,Long Identifier,The length of the parameter isCreateNewDependenciesIfNotFound is 33.,109
sys1yagi_indirect-injector,com.sys1yagi.indirectinjector,IndirectInjectorTest,testInject,Magic Number,The method contains a magic number: 10,40
