Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnRefreshTokenRx,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setBody(readResource(TOKENS_RESOURCE`this)).setResponseCode(200).addHeader(CONTENT_TYPE`JSON_CHARSET_UTF_8));" is 150.,220
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnRefreshTokenRx,Magic Number,The method contains a magic number: 200,220
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldClearTokenOnRevokeRx,Magic Number,The method contains a magic number: 200,252
coinbase_coinbase-java,com.coinbase,CoinbaseAuthenticationTest,shouldHandleBeginAuthorizationWithRequest,Long Statement,The length of the statement "final Uri wantedUri=this.authorizationRequest.getAuthorizationUri(coinbase.baseOAuthUrl`clientId).buildUpon().appendQueryParameter("state"`coinbase.getCsrfToken()).build();" is 172.,68
coinbase_coinbase-java,com.coinbase,CoinbaseAuthenticationTest,shouldHandleBeginAuthorizationWithUri,Long Statement,The length of the statement "final Uri wantedUri=this.authorizationRequest.getAuthorizationUri(coinbase.baseOAuthUrl`clientId).buildUpon().appendQueryParameter("state"`coinbase.getCsrfToken()).build();" is 172.,94
coinbase_coinbase-java,com.coinbase,CoinbaseAuthenticationTest,shouldHandleBeginAuthorization,Long Statement,The length of the statement "final Uri wantedUri=authorizationRequest.getAuthorizationUri(coinbase.baseOAuthUrl`clientId).buildUpon().appendQueryParameter("state"`coinbase.getCsrfToken()).build();" is 167.,113
coinbase_coinbase-java,com.coinbase,CoinbaseAuthenticationTest,shouldCallGetTokens,Long Statement,The length of the statement "verify(mockAuthResource).getTokens(clientIdCaptor.capture()`clientSecretCaptor.capture()`codeCaptor.capture()`redirectUrlCaptor.capture());" is 139.,195
coinbase_coinbase-java,com.coinbase,CoinbaseAuthenticationTest,shouldCallGetTokensRx,Long Statement,The length of the statement "verify(mockAuthResource).getTokensRx(clientIdCaptor.capture()`clientSecretCaptor.capture()`codeCaptor.capture()`redirectUrlCaptor.capture());" is 141.,259
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,setUp,Long Statement,The length of the statement "coinbase=CoinbaseBuilder.withTokenAutoRefresh(RuntimeEnvironment.application`CLIENT_ID`CLIENT_SECRET`EXPIRED_ACCESS_TOKEN`REFRESH_TOKEN`tokenListener).withBaseApiURL(url).withBaseOAuthURL(url).withHttpExecutorService(new CurrentThreadExecutorService()).build();" is 261.,88
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnUnauthorizedResponse,Long Statement,The length of the statement "mockWebServer.setDispatcher(new MockDispatcher(request -> new MockResponse().setResponseCode(200).setBody(Resource.readResource(TOKENS_FILE`this))));" is 149.,103
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnUnauthorizedResponse,Magic Number,The method contains a magic number: 200,103
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnUnauthorizedResponse,Magic Number,The method contains a magic number: 3,103
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testListenerNotifiedOnTokenRefresh,Long Statement,The length of the statement "mockWebServer.setDispatcher(new MockDispatcher(request -> new MockResponse().setResponseCode(200).setBody(Resource.readResource(TOKENS_FILE`this))));" is 149.,124
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testListenerNotifiedOnTokenRefresh,Magic Number,The method contains a magic number: 200,124
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testListenerNotifiedOnTokenRefresh,Magic Number,The method contains a magic number: 3,124
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshTokenFailedRequestNotRepeated,Long Statement,The length of the statement "mockWebServer.setDispatcher(new MockDispatcher(request -> new MockResponse().setResponseCode(401).setBody(Resource.readResource("auth/oauth_error.json"`this))));" is 161.,140
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshTokenFailedRequestNotRepeated,Magic Number,The method contains a magic number: 401,140
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshTokenFailedRequestNotRepeated,Magic Number,The method contains a magic number: 2,140
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshNoNetworkIoExceptionThrown,Magic Number,The method contains a magic number: 401,161
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshNoNetworkIoExceptionThrown,Magic Number,The method contains a magic number: 404,161
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,dispatch,Magic Number,The method contains a magic number: 401,165
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,dispatch,Magic Number,The method contains a magic number: 404,165
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshWithInvalidTokenFailedListenerNotified,Long Statement,The length of the statement "mockWebServer.setDispatcher(new MockDispatcher(request -> new MockResponse().setResponseCode(401).setBody(Resource.readResource("auth/oauth_error.json"`this))));" is 161.,194
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshWithInvalidTokenFailedListenerNotified,Magic Number,The method contains a magic number: 401,194
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testRefreshWithInvalidTokenFailedListenerNotified,Magic Number,The method contains a magic number: 2,194
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnMultipleUnauthorizedResponses,Magic Number,The method contains a magic number: 100,214
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnMultipleUnauthorizedResponses,Magic Number,The method contains a magic number: 200,214
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnMultipleUnauthorizedResponses,Magic Number,The method contains a magic number: 2,214
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnMultipleUnauthorizedResponses,Magic Number,The method contains a magic number: 5,214
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(401).setBody(Resource.readResource("auth/expired_token_error.json"`this)));" is 132.,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(401).setBody(Resource.readResource("auth/token_revoked_error.json"`this)));" is 132.,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setBody(Resource.readResource("accounts/accounts_list.json"`this)));" is 130.,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setBody(Resource.readResource("accounts/accounts_list.json"`this)));" is 130.,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 401,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 401,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 200,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 200,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 200,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 2,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRefreshedOnceOnUnauthorizedAndRevokedResponses,Magic Number,The method contains a magic number: 5,242
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenRevokedListenerNotified,Magic Number,The method contains a magic number: 200,285
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenReceivedOnLoginListenerNotified,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setBody(Resource.readResource("auth/get_tokens.json"`this)));" is 123.,297
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenReceivedOnLoginListenerNotified,Long Statement,The length of the statement "RuntimeEnvironment.application.getSharedPreferences(PREFS_NAME`Context.MODE_PRIVATE).edit().putString(KEY_LOGIN_CSRF_TOKEN`csfrToken).commit();" is 143.,297
coinbase_coinbase-java,com.coinbase,TokenAutorefreshTest,testTokenReceivedOnLoginListenerNotified,Magic Number,The method contains a magic number: 200,297
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldBuildCorrectUri,Long Statement,The length of the statement "final Uri wantedUri=Uri.parse(baseOauthUrl).buildUpon().path(ApiConstants.AUTHORIZE).appendQueryParameter(AuthorizationRequest.ARG_RESPONSE_TYPE`"code").appendQueryParameter(AuthorizationRequest.ARG_CLIENT_ID`clientId).appendQueryParameter(AuthorizationRequest.ARG_REDIRECT_URI`redirectUri.toString()).appendQueryParameter(AuthorizationRequest.ARG_SCOPE`scope).build();" is 369.,56
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldSetAccount,Long Statement,The length of the statement "final Uri authorizationUri=new AuthorizationRequest(redirectUri`scope).setAccount(account).getAuthorizationUri(new URL(baseOauthUrl)`clientId);" is 143.,82
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldAddLayoutParameter,Long Statement,The length of the statement "final Uri authorizationUri=new AuthorizationRequest(redirectUri`scope).setShowSignUpPage(true).getAuthorizationUri(new URL(baseOauthUrl)`clientId);" is 147.,102
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldAddLayoutParameter,Long Statement,The length of the statement "assertThat(authorizationUri.getQueryParameter(AuthorizationRequest.ARG_LAYOUT)).isEqualTo(AuthorizationRequest.LAYOUT_SIGNUP);" is 126.,102
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldAddReferralId,Long Statement,The length of the statement "final Uri authorizationUri=new AuthorizationRequest(redirectUri`scope).setReferralId(referralId).getAuthorizationUri(new URL(baseOauthUrl)`clientId);" is 149.,121
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldSetAccountCurrency,Long Statement,The length of the statement "final Uri authorizationUri=new AuthorizationRequest(redirectUri`scope).setAccount(account).setAccountCurrency(currency).getAuthorizationUri(new URL(baseOauthUrl)`clientId);" is 172.,141
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldAddMeta,Long Statement,The length of the statement "authorizationUri=new AuthorizationRequest(redirectUri`scope).setMetaName(name).setMetaSendLimitAmount(limitAmount).setMetaSendLimitCurrency(limitCurrency).setMetaSendLimitPeriod(limitPeriod).getAuthorizationUri(new URL(baseOauthUrl)`clientId);" is 243.,162
coinbase_coinbase-java,com.coinbase,AuthorizationRequestTest,shouldAddMeta,Long Statement,The length of the statement "assertThat(authorizationUri.getQueryParameter(AuthorizationRequest.META_SEND_LIMIT_PERIOD)).isEqualTo(limitPeriod.value);" is 121.,162
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,setUp,Long Statement,The length of the statement "final CoinbaseBuilder coinbaseBuilder=CoinbaseBuilder.withPublicDataAccess(RuntimeEnvironment.application).withBaseApiURL(url).withBaseOAuthURL(url).withHttpExecutorService(new CurrentThreadExecutorService());" is 209.,46
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnLastModified,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setHeader("Last-Modified"`"Wed` 21 Oct 2015 07:28:00 GMT").setHeader("Content-Type"`"application/json").setBody(Resource.readResource("data/exchange_rates.json"`this)));" is 231.,59
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnLastModified,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(304).setHeader("Last-Modified"`"Wed` 21 Oct 2015 07:28:00 GMT"));" is 122.,59
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnLastModified,Magic Number,The method contains a magic number: 200,59
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnLastModified,Magic Number,The method contains a magic number: 304,59
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnETag,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setHeader("ETag"`"\"1234\"").setHeader("Content-Type"`"application/json").setBody(Resource.readResource("data/exchange_rates.json"`this)));" is 201.,104
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnETag,Magic Number,The method contains a magic number: 200,104
coinbase_coinbase-java,com.coinbase,CoinbaseCachingTest,shouldServeCachedResponseOnETag,Magic Number,The method contains a magic number: 304,104
coinbase_coinbase-java,com.coinbase,PaginationParamsTest,noPreviousPage_ParamsCreated,Magic Number,The method contains a magic number: 2,78
coinbase_coinbase-java,com.coinbase,CustomCurrencyAddressTest,shouldParseCustomCurrencyTransaction,Long Statement,The length of the statement "final Coinbase coinbase=CoinbaseBuilder.withPublicDataAccess(RuntimeEnvironment.application).withCryptCurrencyAddressNames("super_coin_address").build();" is 153.,36
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldDeserializeModelWithSnakeCase,Magic Number,The method contains a magic number: 2018,49
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldDeserializeModelWithSnakeCase,Magic Number,The method contains a magic number: 30,49
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldDeserializeModelWithSnakeCase,Magic Number,The method contains a magic number: 10,49
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldDeserializeModelWithSnakeCase,Magic Number,The method contains a magic number: 30,49
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldDeserializeModelWithSnakeCase,Magic Number,The method contains a magic number: 40,49
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 2018,70
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 30,70
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 10,70
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 30,70
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 40,70
coinbase_coinbase-java,com.coinbase,JsonSerializationTest,shouldSerializeRequestModel,Magic Number,The method contains a magic number: 10,70
coinbase_coinbase-java,com.coinbase,CustomCryptoNetworkAddressTest,shouldParseCustomCurrencyTransaction,Long Statement,The length of the statement "final Coinbase coinbase=CoinbaseBuilder.withPublicDataAccess(RuntimeEnvironment.application).withCryptCurrencyAddressNames("super_coin_address").withCryptoNetworkNames("super_coin_network").build();" is 198.,36
coinbase_coinbase-java,com.coinbase.util,Resource,parseJsonAsObject,Long Statement,The length of the statement "return Coinbase.createGsonBuilder().registerTypeAdapter(DynamicResource.class`new DynamicResourceDeserializer()).create().fromJson(json`clazz);" is 143.,54
coinbase_coinbase-java,com.coinbase.util,ResourceMethodTest,setUp,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setResponseCode(200).setBody(Resource.readResource(resourceName`this)).setHeader(CONTENT_TYPE`JSON_CHARSET_UTF_8));" is 156.,77
coinbase_coinbase-java,com.coinbase.util,ResourceMethodTest,setUp,Long Statement,The length of the statement "coinbase=CoinbaseBuilder.withPublicDataAccess(RuntimeEnvironment.application).withBaseApiURL(url).withBaseApiURL(url).withBaseOAuthURL(url).withHttpExecutorService(new CurrentThreadExecutorService()).build();" is 208.,77
coinbase_coinbase-java,com.coinbase.util,ResourceMethodTest,setUp,Magic Number,The method contains a magic number: 200,77
coinbase_coinbase-java,com.coinbase.util,ResourcePaginatedMethodTest,ResourcePaginatedMethodTest,Long Parameter List,The method has 5 parameters. ,39
