Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
coinbase_coinbase-java,com.coinbase.resources.trades,TradesResource,listTrades,Long Statement,The length of the statement "return tradesApi.listTrades(accountId`tradeType`paginationParams != null ? paginationParams.toQueryMap() : Collections.emptyMap()`toValueSet(expandFields));" is 156.,57
coinbase_coinbase-java,com.coinbase.resources.trades,TradesResource,listTradesRx,Long Statement,The length of the statement "return tradesApiRx.listTradesRx(accountId`tradeType`paginationParams != null ? paginationParams.toQueryMap() : Collections.emptyMap()`toValueSet(expandFields));" is 160.,102
coinbase_coinbase-java,com.coinbase.resources.base,DeserializerTest,shouldDeserializeUnknownResource,Magic Number,The method contains a magic number: 123.0,71
coinbase_coinbase-java,com.coinbase.resources.auth,AuthResource,getTokens,Long Statement,The length of the statement "return authApi.getTokens(new GetTokensRequest(clientId`clientSecret`authCode`redirectUri != null ? redirectUri : ApiConstants.TWO_LEGGED));" is 139.,43
coinbase_coinbase-java,com.coinbase.resources.auth,AuthResource,getTokensRx,Long Statement,The length of the statement "return authApiRx.getTokens(new GetTokensRequest(clientId`clientSecret`authCode`redirectUri != null ? redirectUri : ApiConstants.TWO_LEGGED));" is 141.,125
coinbase_coinbase-java,com.coinbase.resources.rates,ExchangeRatesResourceTest,ExchangeRatesResourceTest,Long Statement,The length of the statement "super("data/exchange_rates.json"`Coinbase::getExchangeRatesResource`resource -> resource.getExchangeRates(CURRENCY)`resource -> resource.getExchangeRatesRx(CURRENCY));" is 167.,34
coinbase_coinbase-java,com.coinbase.resources.currencies,CurrenciesResourceTest,CurrenciesResourceTest,Long Statement,The length of the statement "super("data/currencies.json"`Coinbase::getCurrenciesResource`CurrenciesResource::getSupportedCurrencies`CurrenciesResource::getSupportedCurrenciesRx);" is 150.,34
coinbase_coinbase-java,com.coinbase,CoinbaseBuilder,withTokenAutoRefresh,Long Parameter List,The method has 6 parameters. ,166
coinbase_coinbase-java,com.coinbase,CoinbaseBuilder,withTokenAutoRefresh,Long Statement,The length of the statement "CoinbaseBuilder coinbaseBuilder=withAccessToken(context`clientId`clientSecret`accessToken).refreshToken(refreshToken).tokenListener(tokenListener);" is 147.,166
coinbase_coinbase-java,com.coinbase,Coinbase,setAccessToken,Long Statement,The length of the statement "throw new IllegalStateException("Providing access token without refresh token with " + "auto-refresh enabled might cause auto-refresh fails. Please disable auto-refresh" + "or provide auto-refresh token first.");" is 212.,304
coinbase_coinbase-java,com.coinbase,Coinbase,buildAuthorizationUri,Long Statement,The length of the statement "return authorizationRequest.getAuthorizationUri(baseOAuthUrl`clientId).buildUpon().appendQueryParameter(ApiConstants.STATE`getCsrfToken()).build();" is 147.,431
coinbase_coinbase-java,com.coinbase,Coinbase,clientInfoInterceptor,Long Statement,The length of the statement "return chain -> chain.proceed(chain.request().newBuilder().addHeader(Headers.CB_VERSION`ApiConstants.VERSION).addHeader(Headers.CB_CLIENT`getPackageVersionName()).addHeader(Headers.APP_VERSION`getVersionName()).addHeader(Headers.APP_BUILD_NUMBER`getVersionCode()).addHeader(Headers.ACCEPT_LANGUAGE`Locale.getDefault().getLanguage()).build());" is 342.,803
coinbase_coinbase-java,com.coinbase,Coinbase,shouldDoAutoRefresh,Long Statement,The length of the statement "return autorefresh && response.code() == HttpURLConnection.HTTP_UNAUTHORIZED && !request.url().pathSegments().contains(OAUTH) && !TextUtils.isEmpty(refreshToken);" is 162.,909
coinbase_coinbase-java,com.coinbase,Coinbase,generateClientBuilder,Long Statement,The length of the statement "builder.addInterceptor(tokenRefreshInterceptor()).addInterceptor(errorHandlingInterceptor()).addInterceptor(saveAuthTokensInterceptor()).addInterceptor(loggingInterceptor()).addInterceptor(authHeaderInterceptor()).addInterceptor(clientInfoInterceptor()).addNetworkInterceptor(networkSniffingInterceptor());" is 306.,983
coinbase_coinbase-java,com.coinbase,Coinbase,getRetrofit,Long Statement,The length of the statement "retrofit=new Retrofit.Builder().baseUrl(baseApiUrl.toString()).client(okHttpClient).addCallAdapterFactory(ApiCallAdapterFactory.create()).addCallAdapterFactory(backgroundScheduler == null ? RxJava2CallAdapterFactory.create() : RxJava2CallAdapterFactory.createWithScheduler(backgroundScheduler)).addConverterFactory(GsonConverterFactory.create(gson)).build();" is 358.,1014
coinbase_coinbase-java,com.coinbase,Coinbase,createGsonBuilder,Long Statement,The length of the statement "return new GsonBuilder().registerTypeAdapterFactory(new Currency.CurrencyDeserializationFactory()).registerTypeAdapter(Trade.class`new TradesDeserializer()).registerTypeAdapter(PlaceTradeOrderBody.class`new PlaceTradeOrderBodySerializer()).setFieldNamingPolicy(FieldNamingPolicy.LOWER_CASE_WITH_UNDERSCORES).setDateFormat("yyyy-MM-dd'T'HH:mm:ssZ");" is 348.,1042
coinbase_coinbase-java,com.coinbase,Coinbase,createGson,Long Statement,The length of the statement "GsonBuilder gsonBuilder=createGsonBuilder().registerTypeAdapter(DynamicResource.class`initDynamicResourceDeserializer());" is 121.,1053
coinbase_coinbase-java,com.coinbase,AuthorizationRequest,getAuthorizationUri,Long Statement,The length of the statement "final Uri.Builder builder=Uri.parse(new URL(baseOAuthUrl`ApiConstants.AUTHORIZE).toURI().toString()).buildUpon().appendQueryParameter(ARG_RESPONSE_TYPE`"code").appendQueryParameter(ARG_CLIENT_ID`clientId).appendQueryParameter(ARG_REDIRECT_URI`redirectUri.toString()).appendQueryParameter(ARG_SCOPE`scope);" is 305.,182
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,setUp,Long Statement,The length of the statement "coinbase=CoinbaseBuilder.withPublicDataAccess(RuntimeEnvironment.application).withBaseApiURL(url).withBaseOAuthURL(url).withHttpExecutorService(new CurrentThreadExecutorService()).build();" is 188.,69
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnGetToken,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setBody(readResource(TOKENS_RESOURCE`this)).setResponseCode(200).addHeader(CONTENT_TYPE`JSON_CHARSET_UTF_8));" is 150.,83
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnGetToken,Magic Number,The method contains a magic number: 200,83
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnRefreshToken,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setBody(readResource(TOKENS_RESOURCE`this)).setResponseCode(200).addHeader(CONTENT_TYPE`JSON_CHARSET_UTF_8));" is 150.,122
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnRefreshToken,Magic Number,The method contains a magic number: 200,122
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldClearTokenOnRevoke,Magic Number,The method contains a magic number: 200,155
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnGetTokenRx,Long Statement,The length of the statement "mockWebServer.enqueue(new MockResponse().setBody(readResource(TOKENS_RESOURCE`this)).setResponseCode(200).addHeader(CONTENT_TYPE`JSON_CHARSET_UTF_8));" is 150.,183
coinbase_coinbase-java,com.coinbase,CoinbaseAuthMethodsTest,shouldUpdateTokenOnGetTokenRx,Magic Number,The method contains a magic number: 200,183
