Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 5,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 10,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 12,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 13,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Long Statement,The length of the statement "BasicDBObjectBuilder documentBuilder=BasicDBObjectBuilder.start().add("ident"`i).add("name"`"name_" + i).add("money"`10.2 + i).add("new"`true).add("date"`java.sql.Date.valueOf(fecha));" is 184.,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 10,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 10.2,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 10,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 5,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 10,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 12,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 13,63
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Long Statement,The length of the statement "BasicDBObjectBuilder documentBuilder=BasicDBObjectBuilder.start().add("ident"`i).add("name"`"name_" + i).add("money"`10.2 + i).add("new"`true).add("date"`new java.sql.Date(parsedDate.getTime()));" is 195.,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Long Statement,The length of the statement "IndexRequestBuilder res=client.prepareIndex("databasetest"`"tabletest"`String.valueOf(aux)).setSource(jsonBuilder().startObject().field("ident"`field_1).field("name"`lineArray[1]).field("money"`Double.parseDouble(lineArray[2])).field("new"`new Boolean(lineArray[3])).field("date"`new java.sql.Date(parsed.getTime())).endObject());" is 330.,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 10,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 10.2,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 9300,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 10,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 4,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 2,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,setUp,Magic Number,The method contains a magic number: 3,85
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,cleanUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,177
Stratio_crossdata,com.stratio.tests,ATPersistentCatalogXDTest,cleanUp,Magic Number,The method contains a magic number: 9300,177
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Long Statement,The length of the statement "IndexRequestBuilder res=client.prepareIndex("databasetest"`"tabletest"`String.valueOf(aux)).setSource(jsonBuilder().startObject().field("ident"`field_1).field("name"`lineArray[1]).field("money"`Double.parseDouble(lineArray[2])).field("new"`new Boolean(lineArray[3])).field("date"`new java.sql.Date(parsed.getTime())).endObject());" is 330.,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 9300,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 10,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 4,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 2,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,setUp,Magic Number,The method contains a magic number: 3,70
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,cleanUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,124
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDJavaDriverTest,cleanUp,Magic Number,The method contains a magic number: 9300,124
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Long Statement,The length of the statement "IndexRequestBuilder res=client.prepareIndex("databasetest"`"tabletest"`String.valueOf(aux)).setSource(jsonBuilder().startObject().field("ident"`field_1).field("name"`lineArray[1]).field("money"`Double.parseDouble(lineArray[2])).field("new"`new Boolean(lineArray[3])).field("date"`new java.sql.Timestamp(parsed.getTime())).endObject());" is 335.,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Magic Number,The method contains a magic number: 9300,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Magic Number,The method contains a magic number: 10,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Magic Number,The method contains a magic number: 4,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Magic Number,The method contains a magic number: 2,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,setUp,Magic Number,The method contains a magic number: 3,72
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,cleanUp,Long Statement,The length of the statement "client=TransportClient.builder().settings(settings).build().addTransportAddress(new InetSocketTransportAddress(InetAddress.getByName(elasticSearchIP)`9300));" is 157.,126
Stratio_crossdata,com.stratio.tests,ATElasticSearchXDTest,cleanUp,Magic Number,The method contains a magic number: 9300,126
