Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsMetadata,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().typeName());" is 152.,83
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsMetadata,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().simpleString());" is 156.,83
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsFlattenedMetadata,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().typeName());" is 152.,111
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsFlattenedMetadata,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().simpleString());" is 156.,111
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsNative,Complex Method,Cyclomatic complexity of the method is 53,139
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsNative,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7c7d83ff,139
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsSpark,Complex Method,Cyclomatic complexity of the method is 41,381
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsSpark,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4b0df349,381
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsRows,Complex Method,Cyclomatic complexity of the method is 38,575
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsRows,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@21f7c0be,575
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsFlattenedResult,Complex Method,Cyclomatic complexity of the method is 46,717
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsFlattenedResult,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@48463900,717
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsSparkIgnoringRowOrder,Long Statement,The length of the statement "failWithMessage("Expected lengthd for row <%s> to be <%s> but was <%s>"`i`expectedResultRowsString.length`actualSparkRowsString.length);" is 136.,912
Stratio_crossdata,com.stratio.qa.utils,DataFrameAssert,equalsResultsSparkIgnoringRowOrder,Long Statement,The length of the statement "failWithMessage("The elements are not equals.\n Expected result:\n <%s> \n Obtained result:\n" + " <%s>"`Arrays.toString(expectedResultRowsString)`Arrays.toString(actualSparkRowsString));" is 187.,912
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,assertSuccesfulMetadataResult,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().typeName());" is 152.,77
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,assertSuccesfulMetadataResult,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`columnExpected[0]`columnExpected[1]`actualStructField[i].dataType().simpleString());" is 156.,77
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,equalsSQLResults,Complex Method,Cyclomatic complexity of the method is 41,106
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,equalsSQLResults,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2c555efb,106
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,equalsRows,Complex Method,Cyclomatic complexity of the method is 35,310
Stratio_crossdata,com.stratio.qa.utils,SQLResultAssert,equalsRows,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@17796f47,310
Stratio_crossdata,com.stratio.qa.utils,CukesHooks,syntaxError,Long Parameter List,The method has 5 parameters. ,55
Stratio_crossdata,com.stratio.qa.utils,CukesHooks,feature,Complex Method,Cyclomatic complexity of the method is 22,105
Stratio_crossdata,com.stratio.qa.utils,CukesHooks,feature,Magic Number,The method contains a magic number: 7,105
Stratio_crossdata,com.stratio.qa.utils,CukesHooks,feature,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5b6637f3,105
Stratio_crossdata,com.stratio.qa.utils,XDContextUtils,importTables,Long Statement,The length of the statement "xdContext.importTables(datasource`JavaConverters.mapAsScalaMapConverter(options).asScala().toMap(Predef.<Tuple2<String`String>>conforms()));" is 140.,81
Stratio_crossdata,com.stratio.qa.utils,FlattenerMetadataAssert,checkMetadata,Long Statement,The length of the statement "failWithMessage("Expected type for column <%s> to be <%s> but was <%s>"`field.name()`table.raw().get(i).get(1)`field._type().typeName());" is 137.,56
Stratio_crossdata,com.stratio.qa.specs,MySQLCatalogsSpecs,close,Empty catch clause,The method has an empty catch block.,93
Stratio_crossdata,com.stratio.qa.specs,CrossdataSpecs,existsMongoCollection,Long Statement,The length of the statement "org.hamcrest.MatcherAssert.assertThat("The Mongo database does not exists"`commonspec.getMongoDBClient().exitsMongoDbDataBase(database)`equalTo(true));" is 151.,306
Stratio_crossdata,com.stratio.qa.specs,CrossdataSpecs,existsMongoCollection,Long Statement,The length of the statement "org.hamcrest.MatcherAssert.assertThat("The Mongo collection " + collection + "does not exists in the "+ "database "+ database`commonspec.getMongoDBClient().exitsCollections(collection)`equalTo(true));" is 200.,306
Stratio_crossdata,com.stratio.tests,ATPostgreSqlXDTest,setUp,Long Statement,The length of the statement "String postgresqlParams="Postgresql parameters: " + "\nPostgresql hostname: " + postgreSQL_hostname + "\nPostgresql Port: "+ postgreSQL_port+ "\nPostgresql database: "+ postgreSQL_database+ "\nPostgresql user: "+ postgreSQL_user+ "\nPostgresql password: "+ postgreSQL_password;" is 277.,63
Stratio_crossdata,com.stratio.tests,ATPostgreSqlXDTest,setUp,Long Statement,The length of the statement "connection=DriverManager.getConnection("jdbc:postgresql://" + postgreSQL_hostname + ":"+ postgreSQL_port+ "/"+ postgreSQL_database`postgreSQL_user`postgreSQL_password);" is 168.,63
Stratio_crossdata,com.stratio.tests,ATPostgreSqlXDTest,cleanUp,Long Statement,The length of the statement "connection=DriverManager.getConnection("jdbc:postgresql://" + postgreSQL_hostname + ":"+ postgreSQL_port+ "/"+ postgreSQL_database`postgreSQL_user`postgreSQL_password);" is 168.,120
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Long Statement,The length of the statement "BasicDBObjectBuilder documentBuilder=BasicDBObjectBuilder.start().add("ident"`i).add("name"`"name_" + i).add("money"`10.2 + i).add("new"`true).add("date"`java.sql.Date.valueOf(fecha));" is 184.,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 10,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 10.2,63
Stratio_crossdata,com.stratio.tests,ATEMongoDBXDTest,setUp,Magic Number,The method contains a magic number: 10,63
