Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,MainTest,testListViewPeople,Long Statement,The length of the statement "onData(is(instanceOf(Person.class))).inAdapterView(withId(R.id.list_view)).atPosition(position).onChildView(withText(listPeople.get(position).getName())).check(matches(isDisplayed()));" is 184.,48
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,MainTest,testListViewClickOnImages,Long Statement,The length of the statement "onData(is(instanceOf(Person.class))).inAdapterView(withId(R.id.list_view)).atPosition(position).onChildView(withId(R.id.image_view_person)).perform(click());" is 157.,60
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,MainTest,testListViewClickOnImages,Long Statement,The length of the statement "onView(withText(getActivity().getString(R.string.my_name_string`listPeople.get(position).getName()))).check(matches(isDisplayed()));" is 132.,60
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,MainTest,testRecyclerViewClickOnImages,Long Statement,The length of the statement "onView(withId(R.id.recycler_view)).perform(RecyclerViewActions.actionOnItemAtPosition(position`clickOnChild(R.id.image_view_person)));" is 134.,90
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,MainTest,testRecyclerViewClickOnImages,Long Statement,The length of the statement "onView(withText(getActivity().getString(R.string.my_name_string`listPeople.get(position).getName()))).check(matches(isDisplayed()));" is 132.,90
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,RecyclerViewFragment,onCreateView,Long Statement,The length of the statement "recyclerView.setAdapter(new EasyRecyclerAdapter<>(getActivity()`PersonViewHolder.class`DataProvider.getMockPeopleSet2()`mPersonHolderListener));" is 144.,32
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,RecyclerViewFragment,onPersonImageClicked,Long Statement,The length of the statement "new AlertDialog.Builder(getActivity()).setMessage(getString(R.string.my_name_string`person.getName())).setPositiveButton(R.string.ok`null).create().show();" is 155.,56
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,Person,hashCode,Magic Number,The method contains a magic number: 31,77
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,Person,hashCode,Magic Number,The method contains a magic number: 31,77
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,ListViewFragment,onCreateView,Long Statement,The length of the statement "listView.setAdapter(new EasyAdapter<>(getActivity()`PersonViewHolder.class`DataProvider.getMockPeopleSet1()`mPersonHolderListener));" is 132.,31
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,ListViewFragment,onPersonImageClicked,Long Statement,The length of the statement "new AlertDialog.Builder(getActivity()).setMessage(getString(R.string.my_name_string`person.getName())).setPositiveButton(R.string.ok`null).create().show();" is 155.,53
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,EasyAdapterTest,testGetCount,Magic Number,The method contains a magic number: 2,70
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,EasyAdapterTest,testAddItems,Magic Number,The method contains a magic number: 3,136
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,EasyRecyclerAdapterTest,testGetItemCount,Magic Number,The method contains a magic number: 2,71
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,EasyRecyclerAdapterTest,testGetItems,Long Statement,The length of the statement "EasyRecyclerAdapter<Person> easyRecyclerAdapter=new EasyRecyclerAdapter<>(RuntimeEnvironment.application`PersonViewHolder.class`list);" is 134.,86
ribot_easy-adapter,uk.co.ribot.easyadapterdemo,EasyRecyclerAdapterTest,testAddItems,Magic Number,The method contains a magic number: 3,141
ribot_easy-adapter,uk.co.ribot.easyadapterdemo.util,UnlockDeviceTestRunner,onStart,Long Statement,The length of the statement "((PowerManager)app.getSystemService(Context.POWER_SERVICE)).newWakeLock(PowerManager.FULL_WAKE_LOCK | PowerManager.ACQUIRE_CAUSES_WAKEUP | PowerManager.ON_AFTER_RELEASE`simpleName).acquire();" is 191.,26
ribot_easy-adapter,uk.co.ribot.easyadapterdemo.util,UnlockDeviceTestRunner,run,Long Statement,The length of the statement "((PowerManager)app.getSystemService(Context.POWER_SERVICE)).newWakeLock(PowerManager.FULL_WAKE_LOCK | PowerManager.ACQUIRE_CAUSES_WAKEUP | PowerManager.ON_AFTER_RELEASE`simpleName).acquire();" is 191.,29
ribot_easy-adapter,uk.co.ribot.easyadapterdemo.util,CustomViewActions,clickOnChild,Long Statement,The length of the statement "return actionWithAssertions((new ChildClickAction(new GeneralClickAction(Tap.SINGLE`GeneralLocation.VISIBLE_CENTER`Press.FINGER)`childViewId)));" is 144.,32
ribot_easy-adapter,uk.co.ribot.easyadapter,EasyAdapterUtil,createViewHolder,Long Statement,The length of the statement "throw new RuntimeException("Unable to find a public constructor that takes an argument View in " + itemViewHolderClass.getSimpleName()`e);" is 138.,13
