Project Name,Package Name,Architecture Smell,Cause of the Smell
jodastephen_property-alliance,org.joda.pa.style,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConstructorWithArgsMutablePerson]; [BuilderImmutablePerson]; [BuilderImmutablePerson.Builder]; [ConstructorNoArgsMutablePerson]; [StaticFactoryImmutablePerson]; [StaticFactoryMutablePerson]. LCC (Lack of Component Cohesion) = 1.0
