Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 3,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 5,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 25,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 2,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 4,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 6,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,buildsPoolingOptionsWithConfiguredValues,Magic Number,The method contains a magic number: 30,28
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,verifySamePoolingOptions,Long Statement,The length of the statement "assertThat(poolingOptions.getCoreConnectionsPerHost(hostDistance)).isEqualTo(defaultPoolingOptions.getCoreConnectionsPerHost(hostDistance));" is 140.,77
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,verifySamePoolingOptions,Long Statement,The length of the statement "assertThat(poolingOptions.getMaxConnectionsPerHost(hostDistance)).isEqualTo(defaultPoolingOptions.getMaxConnectionsPerHost(hostDistance));" is 138.,77
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,verifySamePoolingOptions,Long Statement,The length of the statement "assertThat(poolingOptions.getMaxRequestsPerConnection(hostDistance)).isEqualTo(defaultPoolingOptions.getMaxRequestsPerConnection(hostDistance));" is 144.,77
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.pooling,PoolingOptionsFactoryTest,verifySamePoolingOptions,Long Statement,The length of the statement "assertThat(poolingOptions.getNewConnectionThreshold(hostDistance)).isEqualTo(defaultPoolingOptions.getNewConnectionThreshold(hostDistance));" is 140.,77
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ExponentialReconnectionPolicyFactoryTest,buildsPolicyWithDelayAndMaxInMillis,Magic Number,The method contains a magic number: 4,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ExponentialReconnectionPolicyFactoryTest,buildsPolicyWithDelayAndMaxInMillis,Magic Number,The method contains a magic number: 7,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ExponentialReconnectionPolicyFactoryTest,buildsPolicyWithDelayAndMaxInMillis,Magic Number,The method contains a magic number: 4000L,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ExponentialReconnectionPolicyFactoryTest,buildsPolicyWithDelayAndMaxInMillis,Magic Number,The method contains a magic number: 7000L,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ConstantReconnectionPolicyFactoryTest,buildsPolicyWithDelayInMillis,Magic Number,The method contains a magic number: 5,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.reconnection,ConstantReconnectionPolicyFactoryTest,buildsPolicyWithDelayInMillis,Magic Number,The method contains a magic number: 5000L,11
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.ssl,NettySSLOptionsFactory,build,Complex Method,Cyclomatic complexity of the method is 8,167
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,TokenAwarePolicyFactory,build,Long Statement,The length of the statement "return (shuffleReplicas == null) ? new TokenAwarePolicy(subPolicy.build()) : new TokenAwarePolicy(subPolicy.build()`shuffleReplicas);" is 133.,62
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,DCAwareRoundRobinPolicyFactory,getAllowRemoteDCsForLocalConsistencyLevel,Long Identifier,The length of the field allowRemoteDCsForLocalConsistencyLevel is 38.,62
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,DCAwareRoundRobinPolicyFactory,setAllowRemoteDCsForLocalConsistencyLevel,Long Identifier,The length of the parameter allowRemoteDCsForLocalConsistencyLevel is 38.,67
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,DCAwareRoundRobinPolicyFactory,setAllowRemoteDCsForLocalConsistencyLevel,Long Identifier,The length of the field allowRemoteDCsForLocalConsistencyLevel is 38.,67
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,DCAwareRoundRobinPolicyFactory,build,Long Identifier,The length of the field allowRemoteDCsForLocalConsistencyLevel is 38.,72
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 2,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 3,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 100,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 5,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 2,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 3L,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 100L,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,LatencyAwarePolicyFactoryTest,buildsPolicyWithAllParams,Magic Number,The method contains a magic number: 5L,55
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,ErrorAwarePolicyFactoryTest,buildsPolicyWithChildPolicy,Magic Number,The method contains a magic number: 5,23
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,ErrorAwarePolicyFactoryTest,buildsPolicyWithChildPolicy,Magic Number,The method contains a magic number: 7,23
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.loadbalancing,WhiteListPolicyFactoryTest,buildsPolicy,Magic Number,The method contains a magic number: 9876,25
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.smoke,SmokeTestApp,initialize,Magic Number,The method contains a magic number: 1000,32
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.smoke,SmokeInjectedApp,initialize,Magic Number,The method contains a magic number: 1000,31
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.smoke,SmokeIntegrationTest,data,Long Statement,The length of the statement "return Arrays.asList(new Object[][]{{"smoke/basic.yml"}`{"smoke/poolingOptions.yml"}`{"smoke/queryOptions.yml"}`{"smoke/socketOptions.yml"}`{"smoke/auth/authProvider-plainText.yml"}`{"smoke/network/addressTranslator-ec2.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-dcAwareRoundRobin.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-errorAware.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-latencyAware.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-roundRobin.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-tokenAware.yml"}`{"smoke/loadbalancing/loadBalancingPolicy-whiteList.yml"}`{"smoke/reconnection/reconnectionPolicy-constant.yml"}`{"smoke/reconnection/reconnectionPolicy-exponential.yml"}`{"smoke/retry/retryPolicy-default.yml"}`{"smoke/retry/retryPolicy-downgradingConsistency.yml"}`{"smoke/retry/retryPolicy-fallthrough.yml"}`{"smoke/retry/retryPolicy-log.yml"}`{"smoke/speculativeexecution/speculativeExecutionPolicy-constant.yml"}`{"smoke/speculativeexecution/speculativeExecutionPolicy-none.yml"}`{"smoke/ssl/ssl-jdk.yml"}`{"smoke/ssl/ssl-netty.yml"}});" is 1070.,47
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.multiCluster,MultiClusterIntegrationTest,supportsConfiguration,Long Statement,The length of the statement "assertThat(app.getEnvironment().healthChecks().getNames()).contains("cassandra.cluster1").contains("cassandra.cluster2");" is 121.,32
stuartgunter_dropwizard-cassandra,systems.composable.dropwizard.cassandra.multiCluster,MultiClusterTestApp,initialize,Magic Number,The method contains a magic number: 1000,25
