Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregationBenchmark,setUp,7,1,0,72,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregationBenchmark,benchmarkHLLPlusPlus,6,2,0,92,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregationBenchmark,benchmarkHLLAggregation,9,2,0,100,0
crate,io.crate.operation.aggregation,AggregationTest,prepare,3,1,0,58,0
crate,io.crate.operation.aggregation,AggregationTest,executeAggregation,8,2,3,63,0
crate,io.crate.operation.aggregation,AggregationTest,executeAggregation,26,5,4,71,0
crate,io.crate.operation.aggregation,AggregationTest,normalize,3,1,3,100,0
crate,io.crate.operation.aggregation,AggregationTest,normalize,5,1,2,104,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,register,6,2,1,65,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,HyperLogLogDistinctAggregation,4,1,2,81,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,newState,3,1,3,86,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,iterate,15,4,3,94,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,reduce,10,3,3,111,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,terminatePartial,8,2,2,123,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,partialType,3,1,0,133,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,info,3,1,0,138,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,HllState,5,1,2,150,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,HllState,8,2,1,156,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,init,9,1,1,165,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,isInitialized,3,1,0,174,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,add,3,1,1,178,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,merge,3,1,1,182,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,value,3,1,0,186,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,compareTo,3,1,1,190,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,toString,3,1,0,195,0
crate,io.crate.operation.aggregation,HyperLogLogDistinctAggregation,writeTo,11,2,1,200,0
