Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
guikeller_jetty-runner,com.github.guikeller.jettyrunner.model,JettyRunnerConfiguration,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PREFIX; SELECTED_MODULE_NAME_FIELD; WEBAPP_PATH_FIELD; WEBAPP_FOLDER_FIELD; CLASSES_DIRECTORY_FIELD; RUN_PORT_FIELD; JETTY_XML_FIELD; JETTY_RUNNER_JAR_PATH; VM_ARGS_FIELD; PASS_PARENT_ENV_VARS_FIELD
