Project Name,Package Name,Architecture Smell,Cause of the Smell
nok_soundcloud-java-library,de.voidplus.soundcloud,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Track; User; SoundCloud; Comment; SoundCloudTest; Playlist; Group]; [SoundCloud.Type]; [SoundCloud.Rest]. LCC (Lack of Component Cohesion) = 0.33
