Project Name,Package Name,Architecture Smell,Cause of the Smell
elastic_elasticsearch-mapper-attachments,org.elasticsearch.mapper.attachments,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TikaImpl; AttachmentMapper; AttachmentMapper.AttachmentFieldType; AttachmentMapper.TypeParser; DateAttachmentMapperTests; MapperTestUtils; VariousDocTests; EncryptedDocMapperTests; SimpleAttachmentMapperTests; StandaloneRunner; StandaloneRunner.TikaRunner; AttachmentUnitTestCase; MetadataMapperTests; LanguageDetectionAttachmentMapperTests; MultifieldAttachmentMapperTests; TikaDocTests; MapperAttachmentsPlugin]; [AttachmentMapper.Defaults]; [AttachmentMapper.FieldNames]; [AttachmentMapper.Builder]; [MapperAttachmentsRestIT]; [TikaImplTests]. LCC (Lack of Component Cohesion) = 0.27
