Project Name,Package Name,Architecture Smell,Cause of the Smell
techpanja_interviewproblems,sorting.algorithms,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SelectionSort]; [QuickSort]; [ShellSort]; [BubbleSort]; [MergeSort]; [InsertionSort]. LCC (Lack of Component Cohesion) = 1.0
