Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
pumadong_cl-privilege,com.cl.privilege.utils,SpringContextHolder,checkApplicationContext,Long Statement,The length of the statement "if (applicationContext == null) throw new IllegalStateException("applicaitonContext未注入`请在applicationContext.xml中定义SpringContextHolder");" is 136.,39
pumadong_cl-privilege,com.cl.privilege.utils,JsonUtil,convertObj2json,Complex Conditional,The conditional expression !(fo instanceof Collection) && (clazzType.isPrimitive() || null == package1 || package1.getName().equals("java.lang") || package1.getName().equals("java.util")) is complex.,37
pumadong_cl-privilege,com.cl.privilege.utils,JsonUtil,convertObj2json,Long Statement,The length of the statement "if (!(fo instanceof Collection) && (clazzType.isPrimitive() || null == package1 || package1.getName().equals("java.lang") || package1.getName().equals("java.util"))) {" is 167.,37
pumadong_cl-privilege,com.cl.privilege.utils,SpringContextHolder,checkApplicationContext,Long Statement,The length of the statement "if (applicationContext == null) throw new IllegalStateException("applicaitonContext未注入`请在applicationContext.xml中定义SpringContextHolder");" is 136.,40
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,decodeSQL,Magic Number,The method contains a magic number: 2,154
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,decodeSQL,Magic Number,The method contains a magic number: 2,154
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,decodeSQL,Magic Number,The method contains a magic number: 16,154
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,replaceStr,Magic Number,The method contains a magic number: 10,223
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getAreaValues,Complex Method,Cyclomatic complexity of the method is 8,261
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,double2str,Magic Number,The method contains a magic number: 46,392
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,strtochn,Empty catch clause,The method has an empty catch block.,441
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,ISO2GBK,Empty catch clause,The method has an empty catch block.,461
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,GBK2ISO,Empty catch clause,The method has an empty catch block.,476
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,judgeMatch,Complex Method,Cyclomatic complexity of the method is 9,531
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getFullChnStr,Complex Method,Cyclomatic complexity of the method is 10,562
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getFullChnStr,Magic Number,The method contains a magic number: 2,562
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 3,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 3,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 4,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 3,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 4,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,appendStr,Magic Number,The method contains a magic number: 3,633
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,CompareString,Magic Number,The method contains a magic number: 2,681
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,CompareString,Magic Number,The method contains a magic number: 2,681
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,CompareString,Magic Number,The method contains a magic number: 2,681
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,CompareString,Magic Number,The method contains a magic number: 2,681
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,SepFormatStr,Complex Conditional,The conditional expression (tempsb.length() <= 0) || ((tempsb.length() < maxlength) && (!(end))) is complex.,699
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,SepFormatStr,Complex Method,Cyclomatic complexity of the method is 11,699
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 4,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 6,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 4,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 2,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 4,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 2,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 2,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 6,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,exchangeName,Magic Number,The method contains a magic number: 2,767
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,isExistAcc,Magic Number,The method contains a magic number: 15,792
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,isExistAcc,Magic Number,The method contains a magic number: 15,792
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,judgeChnCode,Complex Conditional,The conditional expression ((ch >= '0') && (ch <= '9')) || (ch <= 0) is complex.,874
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getSeqNumber,Magic Number,The method contains a magic number: 10,977
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,round,Magic Number,The method contains a magic number: 4,1010
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,codeToLines,Magic Number,The method contains a magic number: 19,1072
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,codeToLines,Magic Number,The method contains a magic number: 19,1072
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,codeToLines,Magic Number,The method contains a magic number: 19,1072
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,codeToLines,Magic Number,The method contains a magic number: 20,1072
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,codeToLines,Magic Number,The method contains a magic number: 19,1072
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,nameToLines,Magic Number,The method contains a magic number: 8,1091
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,nameToLines,Magic Number,The method contains a magic number: 8,1091
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,nameToLines,Magic Number,The method contains a magic number: 8,1091
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,nameToLines,Magic Number,The method contains a magic number: 4,1091
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getDomain,Magic Number,The method contains a magic number: 7,1123
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getDomain,Magic Number,The method contains a magic number: 4,1123
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,getDomain,Magic Number,The method contains a magic number: 47,1123
pumadong_cl-privilege,com.cl.privilege.utils,StringUtil,makeMD5,Magic Number,The method contains a magic number: 16,1199
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,getDeclaredField,Empty catch clause,The method has an empty catch block.,108
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,makeAccessible,Long Statement,The length of the statement "if ((!(Modifier.isPublic(field.getModifiers()))) || (!(Modifier.isPublic(field.getDeclaringClass().getModifiers())))) field.setAccessible(true);" is 144.,123
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,getDeclaredMethod,Empty catch clause,The method has an empty catch block.,129
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,convertReflectionExceptionToUnchecked,Complex Conditional,The conditional expression (e instanceof IllegalAccessException) || (e instanceof IllegalArgumentException) || (e instanceof NoSuchMethodException) is complex.,210
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,convertReflectionExceptionToUnchecked,Long Statement,The length of the statement "if ((e instanceof IllegalAccessException) || (e instanceof IllegalArgumentException) || (e instanceof NoSuchMethodException)) {" is 127.,210
pumadong_cl-privilege,com.cl.privilege.utils,ReflectionUtil,convertReflectionExceptionToUnchecked,Long Statement,The length of the statement "if (e instanceof InvocationTargetException) return new RuntimeException("Reflection Exception."`((InvocationTargetException)e).getTargetException());" is 149.,210
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,getModuleTree,Complex Method,Cyclomatic complexity of the method is 10,31
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,getModuleTree,Long Statement,The length of the statement "String[] icons="fa-gift、fa-cogs、fa-puzzle-piece、fa-sitemap、fa-table、fa-briefcase、fa-comments、fa-group、fa-globe、fa-th".split("、");" is 129.,31
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,buildResourceTree,Complex Conditional,The conditional expression r.getStructure().split("-").length == parentLength + 1 && r.getStructure().contains(structure) && r.getModuleFlag().equals(m.getFlag()) is complex.,98
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,buildResourceTree,Complex Method,Cyclomatic complexity of the method is 9,98
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,buildResourceTree,Long Parameter List,The method has 5 parameters. ,98
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,buildResourceTree,Long Statement,The length of the statement "if (r.getStructure().split("-").length == parentLength + 1 && r.getStructure().contains(structure) && r.getModuleFlag().equals(m.getFlag())) {" is 142.,98
pumadong_cl-privilege,com.cl.privilege.api.impl,PrivilegeBaseApiServiceImpl,buildResourceTree,Long Statement,The length of the statement "sb.append("<a href=\"").append(m.getUrl()).append(r.getUrl()).append("?visitedModule=").append(r.getModuleFlag()).append("&visitedResource=").append(r.getStructure()).append("\">");" is 181.,98
pumadong_cl-privilege,com.cl.privilege.interceptor,PrivilegeInterceptor,preHandle,Complex Conditional,The conditional expression assertion == null || assertion.getPrincipal() == null || assertion.getPrincipal().getName() == null is complex.,27
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,createDepartment,Long Statement,The length of the statement "if (StringUtil.isNumber(structures[structures.length - 1]) && StringUtil.compareTo(structures[structures.length - 1]`structure) > 0) {" is 134.,55
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,getDepartmentTree,Long Statement,The length of the statement "sb.append("{").append("\"id\":\"").append(d.getId()).append("\"").append("`\"parent\":\"").append(d.getParentId() == 0 ? "#" : d.getParentId()).append("\"").append("`\"text\":\"").append(d.getName()).append("\"").append("`\"li_attr\":{\"sortNo\":").append(d.getSortNo()).append("}");" is 283.,106
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,getDepartmentTree,Magic Number,The method contains a magic number: 3,106
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Complex Conditional,The conditional expression descendantDepartments == null || descendantDepartments.size() == 0 || immediateDepartments == null || immediateDepartments.size() == 0 is complex.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Complex Conditional,The conditional expression tempDescendantDepartment != null && tempDescendantDepartment.size() > 0 && tempImmediateDepartment != null && tempImmediateDepartment.size() > 0 is complex.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Complex Method,Cyclomatic complexity of the method is 10,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Long Statement,The length of the statement "if (descendantDepartments == null || descendantDepartments.size() == 0 || immediateDepartments == null || immediateDepartments.size() == 0) {" is 141.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Long Statement,The length of the statement "if (department.getStructure().split("-").length != level + 1 || !department.getStructure().startsWith(structure + "-")) {" is 121.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Long Statement,The length of the statement "if (tempDescendantDepartment != null && tempDescendantDepartment.size() > 0 && tempImmediateDepartment != null && tempImmediateDepartment.size() > 0) {" is 151.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Long Statement,The length of the statement "List<Department> sub=buildDepartmentListForOption(tempDescendantDepartment`tempImmediateDepartment`department.getStructure());" is 126.,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,DepartmentServiceImpl,buildDepartmentListForOption,Magic Number,The method contains a magic number: 2,174
pumadong_cl-privilege,com.cl.privilege.biz.impl,ResourceServiceImpl,createResource,Long Statement,The length of the statement "if (StringUtil.isNumber(structures[structures.length - 1]) && StringUtil.compareTo(structures[structures.length - 1]`structure) > 0) {" is 134.,63
