Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,BuyerSteps,should_see_item_in_cart,Long Statement,The length of the statement "assertThat(cartPage.getOrderCostSummaries().stream().anyMatch(order -> order.getName().equals(selectedItem.getName()))).isTrue();" is 129.,66
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,when_i_add_the_pet_to_the_store,Long Statement,The length of the statement "this.jsonPet="{\"id\": " + id + " ` \"name\": \""+ pet.getName()+ "\"` \"photoUrls\": []` \"status\": \""+ pet.getStatus()+ "\"}";" is 130.,24
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,when_i_add_the_pet_to_the_store_with_json_map,Long Statement,The length of the statement "this.jsonPet="{\"id\": " + id + " ` \"name\": \""+ pet.getName()+ "\"` \"photoUrls\": []` \"status\": \""+ pet.getStatus()+ "\"}";" is 130.,38
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,the_pets_should_be_available,Long Statement,The length of the statement "rest().get("http://petstore.swagger.io/v2/pet/{id}"`pet.getId()).then().statusCode(200).and().body("name"`equalTo(pet.getName()));" is 130.,58
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,the_pets_should_be_available,Magic Number,The method contains a magic number: 200,58
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,when_i_delete_the_pet,Long Statement,The length of the statement "rest().given().contentType("application/json").content(jsonPet).delete("http://petstore.swagger.io/v2/pet/{id}"`pet.getId()).then().statusCode(200);" is 148.,65
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,when_i_delete_the_pet,Magic Number,The method contains a magic number: 200,65
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.steps.serenity,PetStoreSteps,the_pets_should_be_not_available,Magic Number,The method contains a magic number: 404,71
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.features.cart,AddItemsToCartTest,add_item_to_cart,Magic Number,The method contains a magic number: 2,22
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.model,ListingItem,hashCode,Magic Number,The method contains a magic number: 31,36
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.model,ListingItem,hashCode,Magic Number,The method contains a magic number: 32,36
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,ListingPage,tumblrIcon,Magic Number,The method contains a magic number: 2,85
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,ListingPage,facebookIcon,Magic Number,The method contains a magic number: 5,89
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,ListingPage,waitForTooLong,Magic Number,The method contains a magic number: 2,102
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,SearchResultsPage,selectListing,Long Statement,The length of the statement "double price=Double.parseDouble(listingCard.findBy(".card-price").getText().split("\\s")[0].replace("$"`"").replace("€"`"").replace("£"`"").replace("`"`""));" is 157.,42
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,enterSearchTerms,Long Statement,The length of the statement "withTimeoutOf(10`TimeUnit.SECONDS).waitForPresenceOf(By.xpath("//div[@class='as-suggestion'][contains(.`'" + keyword.toLowerCase() + "')]"));" is 141.,23
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,enterSearchTerms,Magic Number,The method contains a magic number: 10,23
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,waitForKeywordToBeUpdatedTo,Long Statement,The length of the statement "waitForCondition().withTimeout(5`TimeUnit.SECONDS).pollingEvery(250`TimeUnit.MILLISECONDS).until(keywordFieldIsUpdatedTo(keyword));" is 131.,29
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,waitForKeywordToBeUpdatedTo,Magic Number,The method contains a magic number: 5,29
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,waitForKeywordToBeUpdatedTo,Magic Number,The method contains a magic number: 250,29
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,HomePage,search,Long Statement,The length of the statement "withAction().moveToElement($("//button[@class='btn btn-primary']|//button[@value='Search']|//button[@class='btn btn-orange btn-append']")).perform();" is 149.,45
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,CartPage,convertToOrderCostSummary,Long Statement,The length of the statement "String name=summaryElement.find(By.xpath("//div[@class='cart-listing-list']//a[contains(@class`'listing-title')]")).getText();" is 126.,36
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,CartPage,convertToOrderCostSummary,Long Statement,The length of the statement "double itemTotal=Double.parseDouble(summaryElement.findBy("//div[@class='multi-shop-cart-payment']//tr[1]//span[@class='currency-value']").getText());" is 150.,36
serenity-bdd_serenity-demos,net.thucydides.showcase.junit.pages,CartPage,convertToOrderCostSummary,Long Statement,The length of the statement "double shipping=Double.parseDouble(summaryElement.findBy("//tr//*[contains(.` 'Shipping')]/following-sibling::td[1]//span[2]").getText());" is 138.,36
