Project Name,Package Name,Architecture Smell,Cause of the Smell
ehcache_ehcache-jcache,org.ehcache.jcache,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JCacheEntryEventAdapter; JCacheListenerAdapter; JCacheConfiguration; JCache; JCache.JEntryIterator; JCache.JMutableEntry; JCacheManager; JCacheAndEhcacheAccessTest; JCacheConfigurationTest; JCacheManagerTest; JCacheCachingProviderTest; JCacheManagementMXBean; JCacheMXBean; JCacheStatMXBean; JCacheCachingProvider]; [JCacheCacheWriterAdapter]; [JCacheCopyOnWriteStrategy]; [JCacheCopyOnWriteStrategy.PreferredClassLoaderObjectInputSteam]; [JCacheEntry]. LCC (Lack of Component Cohesion) = 0.26
