Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
google_openrtb-doubleclick,com.google.doubleclick.openrtb,DoubleClickSnippetProcessor,processMacroAt,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@44181746,45
google_openrtb-doubleclick,com.google.doubleclick.openrtb,DoubleClickSnippetProcessorTest,testProcessor,Long Statement,The length of the statement "assertThat(process(new DoubleClickSnippetProcessor(false)`OpenRtbMacros.AUCTION_PRICE.key())).isEqualTo(DoubleClickMacros.WINNING_PRICE.key());" is 143.,35
google_openrtb-doubleclick,com.google.doubleclick.openrtb,DoubleClickSnippetProcessorTest,testNullProcessor,Long Statement,The length of the statement "assertThat(process(DoubleClickSnippetProcessor.DC_NULL`OpenRtbMacros.AUCTION_PRICE.key())).isSameInstanceAs(OpenRtbMacros.AUCTION_PRICE.key());" is 143.,45
google_openrtb-doubleclick,com.google.doubleclick.openrtb,DoubleClickSnippetProcessorTest,createBidResponse,Long Statement,The length of the statement "return BidResponse.newBuilder().setId("1").addSeatbid(SeatBid.newBuilder().setSeat("seat1").addBid(Bid.newBuilder().setId("1").setImpid("1").setPrice(1000).setAdm(snippet)));" is 174.,62
google_openrtb-doubleclick,com.google.doubleclick.openrtb,DoubleClickSnippetProcessorTest,createBidResponse,Magic Number,The method contains a magic number: 1000,62
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,decrypt,Long Statement,The length of the statement "throw new SignatureException("Signature mismatch: " + Integer.toHexString(confirmationSignature) + " vs "+ Integer.toHexString(integritySignature));" is 148.,110
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,xorPayloadToHmacPad,Long Statement,The length of the statement "checkArgument(sections <= COUNTER_SECTIONS`"Payload is %s bytes` exceeds limit of %s"`payloadSize`COUNTER_PAGESIZE * COUNTER_SECTIONS);" is 135.,272
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,xorPayloadToHmacPad,Magic Number,The method contains a magic number: 3,272
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,dump,Long Statement,The length of the statement "return new StringBuilder().append(header).append(": initVector={timestamp ").append(DateFormat.getDateTimeInstance().format(timestamp)).append("` serverId ").append(serverId).append("}` input =").append(BaseEncoding.base16().encode(inData)).append("` output =").append(BaseEncoding.base16().encode(workBytes)).toString();" is 321.,338
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,millisToSecsAndMicros,Magic Number,The method contains a magic number: 1000,358
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,millisToSecsAndMicros,Magic Number,The method contains a magic number: 32,358
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,millisToSecsAndMicros,Magic Number,The method contains a magic number: 1000,358
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,millisToSecsAndMicros,Magic Number,The method contains a magic number: 1000,358
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,secsAndMicrosToMillis,Magic Number,The method contains a magic number: 32,362
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,secsAndMicrosToMillis,Magic Number,The method contains a magic number: 1000,362
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,secsAndMicrosToMillis,Magic Number,The method contains a magic number: 0xFFFFFFFFL,362
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCrypto,secsAndMicrosToMillis,Magic Number,The method contains a magic number: 1000,362
google_openrtb-doubleclick,com.google.doubleclick.crypto,DoubleClickCryptoTest,createKeys,Long Statement,The length of the statement "return new DoubleClickCrypto.Keys(new SecretKeySpec(Base64.getDecoder().decode("sIxwz7yw62yrfoLGt12lIHKuYrK/S5kLuApI2BQe7Ac=")`"HmacSHA1")`new SecretKeySpec(Base64.getDecoder().decode("v3fsVcMBMMHYzRhi7SpM0sdqwzvAxM6KPTu9OtVod5I=")`"HmacSHA1"));" is 245.,63
