Project Name,Package Name,Architecture Smell,Cause of the Smell
thekrakken_java-grok,io.krakens.grok.api,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GrokCompiler; Discovery; Grok; GrokUtils; Match; GrokTest; ApacheTest; GrokDocumentationTest; CaptureTest; MessagesTest; BasicTest; ApacheDataTypeTest; ResourceManager; GrokListTest; Converter]; [Converter.Type]; [Converter.IConverter]; [Converter.DateConverter]. LCC (Lack of Component Cohesion) = 0.22
