Project Name,Package Name,Architecture Smell,Cause of the Smell
yahoo_xpath_proto_builder,com.yahoo.xpathproto.horoscope,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HoroscopeSnippetProtos; HoroscopeSnippetProtos.HoroscopeSnippetOrBuilder; HoroscopeSnippetProtos.HoroscopeSnippet; HoroscopeSnippetProtos.Builder; HoroscopeSnippetProtos.Summary; HoroscopeSnippetProtos.Builder; TransformTestHoroscope]; [HoroscopeSnippetProtos.SummaryOrBuilder]. LCC (Lack of Component Cohesion) = 0.25
