Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
ontrack,net.nemerosa.ontrack.boot.ui,UITop,ui,3,1,0,20,0
ontrack,net.nemerosa.ontrack.boot.ui,UITop,projects,3,1,0,35,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,Resource,3,1,1,16,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,empty,3,1,0,20,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,self,3,1,1,24,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,link,4,1,2,28,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,getData,3,1,0,33,0
ontrack,net.nemerosa.ontrack.boot.resource,Resource,getLinks,3,1,0,37,0
ontrack,net.nemerosa.ontrack.boot.resource,Link,of,3,1,2,11,0
ontrack,net.nemerosa.ontrack.boot,Application,main,3,1,1,11,0
ontrack,net.nemerosa.ontrack.boot.support,DevSettings,getTarget,3,1,0,13,0
ontrack,net.nemerosa.ontrack.boot.support,DevSettings,setTarget,3,1,1,17,0
ontrack,net.nemerosa.ontrack.boot.support,DevSettings,getStaticDir,3,1,0,21,0
ontrack,net.nemerosa.ontrack.boot.support,DevSettings,setStaticDir,3,1,1,25,0
ontrack,net.nemerosa.ontrack.boot.support,DevWebConfig,addResourceHandlers,9,1,1,21,0
ontrack,net.nemerosa.ontrack.model,PromotionLevel,compareTo,3,1,1,13,0
