Project Name,Package Name,Architecture Smell,Cause of the Smell
apache_olingo-odata4,org.apache.olingo.server.sample.edmprovider,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.olingo.commons.api.edm; org.apache.olingo.commons.api.edm.provider.
