Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
4ca83fac17b95bcd58675808e19d56fa48645b24,111919,2354,21.033068558511065,1,32,33
beed9911808abdc4f074427980b4b9b7c21e362c,112977,2356,20.853802101312656,1,32,33
ca7549874cc78f3b1576cc048baafa1149120cd3,113792,2342,20.581411698537682,1,32,33
c19b15742eb2af732eb5f9797777ae5f700851c9,113343,2519,22.224574962723768,2,32,34
96a82b3ec65b91187b70af8350b381fb9d056fce,114050,2515,22.051731696624287,2,33,35
e8f2d16924dd864470fcc6b3537716208defaf0c,113661,2506,22.048019989266326,2,33,35
5944258b1b0d35f2da38dc83df952dbd0f1c0713,114887,2526,21.986821833627825,2,33,35
58540b383357668da38053e510e0c57d1a1c7d75,115394,2538,21.99421113749415,2,33,35
a0226e5e7eb55ff6ee37264d3865e4e21520740d,115735,2547,22.007171555709164,2,33,35
0d8078a09602f3ea2d014c5d1183f263c0ce74af,115953,2551,22.000293222253845,2,33,35
8ed01cf052a267212c1d2803126afaa0e864dbd6,115621,2551,22.06346597936361,2,33,35
3560a9d449ac09c134f8256fc8272c59eea1e42c,115729,2551,22.042876029344416,2,33,35
f38175a6fdcc3ff3a5d317509dee84e1720e0725,115729,2551,22.042876029344416,2,33,35
58a4724c743470b3e605a9b71104449c7f853b60,116061,2695,23.22054781537295,2,33,35
8cb538db64a9207c7dca2e734a54ce80e31fcf74,116061,2695,23.22054781537295,2,33,35
0fa6483ed8ae39f88d4fcf993bea151c6c256789,116061,2692,23.194699339140623,2,33,35
9021dd6d17b49c6d31d4c92ecda9125e590a802b,116210,2694,23.182170209104207,2,33,35
769124568c2869b32339da621350077256d0b686,116356,2696,23.17027054900478,2,33,35
2ff524b76923aa760c2c4695d305fbccc603e4d8,116323,2695,23.168247036269698,2,33,35
58c35c45ab9352594b640c4cc59dc669c4aea7e0,116368,2696,23.167881204454833,2,33,35
931bfc68a8a059ba1c42e8d3bcbb3b8f81d1a8f7,117033,2694,23.019148445310297,2,33,35
fcec913ab667f62bea764cd1a35e52f64456c86b,117042,2694,23.017378376992873,2,33,35
235088904508593307862668bb006f333657e873,117040,2694,23.017771701982227,2,33,35
afac8f6a005f6845ea1a45ab42c8a2fe9d90804e,117039,2694,23.017968369517853,2,33,35
5cf5ccc9f7ac2a431830d023bf36ce270bb245dd,116508,2528,21.698080818484566,2,33,35
0fc040557e9a56bcdc713a71142c714d56eeb7e1,116502,2527,21.69061475339479,2,33,35
8dbda5fa32b86082c98c41be2de9fbb235b9eb00,116575,2525,21.659875616555865,2,33,35
684c9f8677d51d01e05420f08378cfab28386ca5,118751,2581,21.734553814283668,2,33,35
46221e4eb9306eab0981c681b752b440a5b53fa4,119944,2568,21.409991329287,2,33,35
3407746f15717a9cae4bf27632cf0df6570104d1,122245,2618,21.416008834717168,2,35,37
00e4e2ca97484a397110c64fbd64057aab016a10,116737,2639,22.606371587414444,2,35,37
b52bff4f6cc66078b365487e773cc9e6a1b4479a,117487,2655,22.598244912203054,2,35,37
6617ec4af0634a2ea86ccb0798f5294686a0657d,118532,2643,22.297776127965445,2,35,37
