Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
1b1f6047614dd16e6c515cee9675e26e486de91a,33514,207,6.176523244017425,2,129,131
e969c4fb0fc83280f8f2fc87d9905034553ed9e1,33514,207,6.176523244017425,2,129,131
a139092a3d30c6e557c8da9cc697f6cc21212e80,35498,262,7.380697504084737,2,129,131
6b38437eb2df3a0027a6d4c85055dc3aea4eb61a,35527,262,7.374672784079714,2,129,131
7a55b2420c7c9a70afdc7092d0d420851cd17855,35733,264,7.388128620602804,2,129,131
6441c0e861205c29802b06f1e9490d949132543c,36042,264,7.324787747627767,2,129,131
c57c84edc445efb217c4df4401e2f0210d2901a5,36500,268,7.342465753424658,2,134,136
e17b962d859cc7b01508582686b5294dd9dd56f2,37465,269,7.180034699052449,2,137,139
e357a73b66df7a7c298290192fcb32f64bd506b8,38033,263,6.915047458785791,2,163,165
c8d4d4b10c8f08b5a7f3303154fb441871912de5,35706,241,6.749565899288635,2,171,173
1a5b963a1dad1637d2110e3ae874f0a8eabdccc0,33995,227,6.677452566553905,2,175,177
d7a8569ff5c7a565c548a4e391f536817745560f,33977,227,6.680990081525738,2,175,177
bcf25958b19c75f7861ace23ff2010a5290f13b5,33973,227,6.681776705030465,2,175,177
36149105dbd780b9357081fb1a5d64cadf5e6998,33973,227,6.681776705030465,2,175,177
33b53819b7b9aa32d970ac8d243a83a18483f50f,33973,227,6.681776705030465,2,175,177
ae5702e1c565fb80d2692dc17689034fd42de43a,33973,227,6.681776705030465,2,175,177
9615270dbb215a22bcbbc6c825f0125b73d8c1ea,35779,241,6.735794739931245,2,175,177
843b3e07ff27aa80669f681134fca19d80b684f6,35506,241,6.787585196868135,2,175,177
e5de3346d22792c48cd2dc16c773258fa816add1,35062,239,6.816496491928584,2,175,177
ab62776f6d51e7df29d13f39263346877312b9dc,33845,230,6.795686216575565,2,176,178
e29463f28cdf709f08e159e1550ebb7f5a76880b,33891,230,6.786462482665014,2,177,179
22d3a24266130666296319682f96d0e3417c8856,32665,221,6.7656513087402415,2,177,179
c166a40f219291ed7a1728cad53e170f09ef57a0,32572,221,6.784968684759916,2,177,179
cd427f45d132c94b6b9dce5e06b529ebd6ba2382,32562,221,6.787052392359191,2,177,179
061d1383fd5ee87e26f06b27de83b80bb2431474,32413,220,6.787400117236911,2,177,179
a090f9ac4ec38b1ad9fe4e0adee4da0bd0b24948,32328,219,6.774313288789903,2,177,179
3196148ff2d4a7506417ca63b7980ac4e98db6d8,31687,214,6.753558241550163,2,185,187
b27efb2ae8f41ba9aff999f71f51db9d2f86c56c,30574,187,6.116307974095637,4,192,196
83629c75b8bc2e1d6e421c3b18ea96873ce69502,30559,186,6.086586602964757,4,194,198
f7f968a833177cff2d541c41629b92a79dfd6c01,30365,185,6.092540754157747,4,194,198
484314614387fc53cbc6491e35a5b3ce9ff1b5b7,29659,175,5.900401227283456,4,196,200
2d9190f726b53ed112df4b0154c45ff97e8ab70d,28811,170,5.900524105376419,4,197,201
0dcd20152632619b5959aa330feccb7024e6a7df,28788,170,5.9052382937335,4,197,201
04508bea73bfac81de75a4d4ec460b29b981483d,28788,170,5.9052382937335,4,197,201
733f080c47af93fedceb6fba032cc59c6db0cb0f,28788,170,5.9052382937335,4,197,201
0d855f5e20dfec6cf7812ec57807d813d2e55498,30490,187,6.133158412594293,4,197,201
e30e7432487b1f460721c9d84a1a5cbe3666db4c,30490,187,6.133158412594293,4,197,201
bf7a32d531c608f235c4e0d5e87cfec4f4e9beb4,30490,187,6.133158412594293,4,197,201
979d8279819eb0bb958d894e6bec3a7b35effa5e,30353,183,6.029058083220769,4,197,201
63ccecba24db96ede10ab98386a445be06a57bdb,29915,181,6.050476349657362,4,198,202
6e5900f5530072b1b3bb0ed0857f95d534ece6da,29915,181,6.050476349657362,4,198,202
91ea808c61abf78397f118a90ffb2014927f726f,29915,181,6.050476349657362,4,198,202
64f4659de5a8ff507d34d150467aaca3539bc140,29915,181,6.050476349657362,4,198,202
0fa68a0f74153c45ad895269836861f3f1215612,28280,167,5.905233380480905,4,198,202
fef2762a1d068fb1fd043444be4ffcddf2688bbb,28295,167,5.902102845025623,4,198,202
5f6f891669ef5c4d8540bac277f6d07add4abade,28274,166,5.871118341939591,4,198,202
ac9d4be6f2db3ff18aaed0e4833d2109946d035d,28274,166,5.871118341939591,4,198,202
ad32958b37e09a953fc53be995e6bd0d3b92c9fd,27829,166,5.9650005390060725,4,205,209
7875d81c224a967de848a208f4fcc2de74defbec,27506,163,5.925979786228459,4,220,224
68a21d3c7f041c79d9c58a0ea2d3a8a23d95e475,27565,163,5.913295846181752,8,233,241
356778a79b235970e4426e62bf9b07b103624f9e,27536,163,5.91952353282975,8,234,242
e5f15f482c8aafd5a71cf641c16223ae913b9886,27536,163,5.91952353282975,8,234,242
93580a34c5b768ff22279466b64fd764bae2276a,27536,163,5.91952353282975,8,234,242
3bafb0633584b1958410071be2822c380b76e22d,27536,163,5.91952353282975,8,234,242
d394a9ee4268ec90ecc1c88653aa66334aad6add,27536,163,5.91952353282975,8,234,242
1b55f97a74dcad50e71726c13e61a77c6784c3b5,27536,163,5.91952353282975,8,234,242
a6aa5c77d8d6f89395f0932c4b5f66c9a72c2c50,17968,78,4.341050756901158,8,234,242
452bc30423fe8e7e135deb73ebfb36ec969f84e9,17968,78,4.341050756901158,8,239,247
3997e6575fbaa3e140ff13e1527d74c54e558990,18029,78,4.326363081701703,8,242,250
1da36ac5eea4c1d397ed74b976a801ec6ec40036,17412,74,4.249942568343671,8,249,257
9748aa3eae7d895895ca9b2d7297858f3d28b5e1,17009,72,4.233053089540832,9,261,270
