Commit,LOC,TotalTestabilitySmells,TySmellDensity,OpenIssues,ClosedIssues,TotalIssues
1832966e7a9461ac5a62ba865afb35e322e865e0,133098,1430,10.743963094862432,0,27,27
ef73f9b099ec3fcb55ceb430458f1b62012cb43c,134828,1402,10.398433559794702,0,45,45
7340859e5f5a87fabd6b699cf57da9a954abc14d,135065,1403,10.387591159811942,0,85,85
a5325489f25188be28b8b0ec5c6d9dd842f8f167,138083,1465,10.60956091626051,0,109,109
97e257c2f07546d44513e7b58b13e7e8f4135dc1,135579,1408,10.385089136223161,0,118,118
aa8db9b36da093dd128d551a210ff276bf0dafb7,138262,1466,10.603057962419175,0,118,118
f7204bdcafaa6282ff9e8a730885cf530aab175a,135604,1408,10.383174537624258,0,127,127
f75d93ea3c3fe42837c26f0c6b24901dfaf64fa1,135628,1408,10.381337187011532,0,128,128
1f1c7b3b940020cad09fa223f31ff1d9dcc67586,135628,1408,10.381337187011532,0,128,128
7f475ca53056f545654b09266f90b65ba2b6161a,135628,1408,10.381337187011532,0,128,128
dc84e364057c1c4265c40314826dfe9824f96149,139248,1459,10.477708836033552,0,128,128
e6e971abb8551d397aa5d1b0a6814a5fee60d69c,139470,1462,10.482541048254104,0,128,128
a6af86946a0f9f022b03a4ed55233a8871072874,144220,1541,10.685064484814866,0,139,139
86a7e7bbac949b5b15034f9f7b67fd5a96da7966,145140,1556,10.72068347802122,0,226,226
8e1f3b6e85a9aa455964c699aa8025266df0d952,150582,1635,10.857871458740089,0,309,309
8f8b3433a9d0c909183f086a33c8aa686a370cf6,158393,1710,10.79593163839311,1,371,372
af4bef2bdd3405b2b5a13d8e81c210799f4e49b0,164688,1762,10.699018750607209,1,447,448
3ae811e32ffa76ea86740c202b6aceb7b667d84a,166765,1810,10.8535963781369,1,465,466
28025a4d128ae7ac4593b0b2cdbbc4a0d3e9c1b2,167930,1818,10.825939379503364,1,474,475
f52b89746b321c7f6f25ec5243650ae9908343f0,170755,1850,10.834236186348862,2,484,486
0ebb739b3718dd1797afc59af5af311d5b5ed0ff,174544,1900,10.88550737922816,2,511,513
6f74b73ad2267844c4209eee31efa9e2fbb380ac,176485,1918,10.867779131370938,2,543,545
4ef7e3fb5a36ee7571d7a2577f4b73b3fd5ea392,181501,2007,11.057790315204874,2,556,558
ecbed17752f50d8fd401cca39bf525c4e03a44d5,181243,2002,11.045943843348432,3,564,567
06d7d2be30ff580a17f5e7c6b989274835686d61,181959,2019,11.09590622063212,3,575,578
808c44faac8e1f348dcb95896d8f537a89156414,183730,2060,11.212104718880967,4,605,609
a0bc39d9c8ec44d0cc7ee8af8904870fcc95aabf,185764,2096,11.283133438125795,12,675,687
0a4c6580b23347c513a8dea1763a1d03c606225c,189832,2154,11.346875131695393,21,712,733
ecb590848543dd33504a94d555ec7067172d7dac,191328,2159,11.284286670011708,23,742,765
d08fb037c7866da1d83160414ed42d09c680a66a,195678,2235,11.421825652347223,25,756,781
2562a880f818481eef87c59b4bf20c2f2e818bb1,184948,2149,11.619482232843826,29,790,819
4298e77c7edab4281a7da1113220c2435ca57b89,193944,2229,11.493008291053087,29,790,819
659c11e37b3fbcd2b1515b7c4239711bbb82e0f8,181878,2118,11.64516873948471,29,790,819
bdb9d1939479da96f03bbee9819577b1a3ed3f9a,193523,2225,11.497341401280467,29,790,819
66b5fd042522fc58fded09d549b6b12d61ee1cf9,178791,2097,11.728778294209441,29,796,825
1266eca4bd05cefee85ed21eab2b23762d779a7d,177815,2097,11.7931558080027,30,803,833
eea1ea20dd65b1afc982f4c0f38e3d1f39bd80a8,179873,2136,11.87504517075937,31,823,854
f69be111ef302822f397294825694f281c81f706,181278,2143,11.8216220390781,42,850,892
