Commit,HWD,GS,ED,LDV,Total
a36b692ac65006a572c6e11176c541f4e9e1b4a6,149,183,127,1722,2181
619f61a5067faa5ebf4c737df40e698324f4dc25,3,366,188,13,570
40dea149458a763ca6642c8081d46c72ca1acbd2,5,479,206,21,711
07deaf2e72f37585251e7e8ede12ecb0eb3d0682,0,0,0,0,0
26c8783f8f344c77b6acec0d9256d4d5149a37f5,4,85,48,0,137
e427b09bfaf84a0d2e0e0b6d3d77e37d5e20e8fe,3,311,158,13,485
a085da5f0ac7316dbde562f0182b79f96617da15,6,402,201,13,622
177244775c5ac9f6e455fe8f736f85f2109d9bfb,4,101,20,0,125
d5fb6c71e2864277c6535274122496cad44f0ef4,4,363,176,13,556
745aca6b6d636d45edeaecfdcd7512f2cffee08c,3,383,182,13,581
ac874a3cc7ed7b003234399492d6c7410aea5823,8,327,170,11,516
40c320ad076d96e6f9caa75f40b30d16da185f84,4,84,47,0,135
a4b829d8530fcc79af5db0fa5249842b2d8bc2dc,5,84,47,0,136
0a858f3599a4571f109c0464ccbc9221e232f106,0,0,1,0,1
2f905662ad8c7e9f40d0245c40afac1fa4f7b254,156,197,134,1881,2368
d974191852c8d4796d34823a6f922efe87241d0d,6,128,31,0,165
a5e5f44d32662a0db04b7845cfac8429b8ea8ba5,6,401,195,13,615
b52b9acf782e2ec61a3a9f751dc96749ed868ccf,148,163,107,1650,2068
b3c42c4d3bf29f75fa74fa3301a66550012bcb05,4,504,227,27,762
afeff4d4250dcb84749e958a1fc6218b1d7abf2d,4,520,223,27,774
79562f6e8710283814331b3f7817bbb1836daedf,177,264,157,1996,2594
f30f63cbe1f75a56a41c197530b86db58869592d,149,184,127,1723,2183
4f925916d846a0689f385d4de8268807735d5dba,3,392,187,15,597
86a217f9c2676af8f0e34d1adf128bbf0bfbdcd3,6,403,222,13,644
5dd61fa5da63724117eef14eba40b16b8a70f2c4,5,747,418,28,1198
943ccd771a85cbf28b6091c8f6d282beb068a60d,6,439,192,20,657
c56ac454d27c2af26dfb37f68799494f4982ddc7,6,439,192,20,657
6f74b73ad2267844c4209eee31efa9e2fbb380ac,6,1128,738,46,1918
6538b2d03e3cd5d92af70e438162c2c802441b08,154,221,140,1933,2448
d895ddfd3e88fb0ddf136e85a3149d51c7e0da60,4,522,223,27,776
2afba02adcefdeb81042890e92afe2ea2163c40a,3,401,168,15,587
8ca9776b509ac81f3c6871b02cbc9a840816c7a5,0,60,6,0,66
61a1ac4152205cad2453e962297750d9a4238deb,160,194,135,1839,2328
14a077428f594b692da85f066bd4795e2060ce36,183,273,166,2051,2673
f86f9a318e8d72d020a065c36a707555eed81afa,6,121,33,0,160
61e9240df5a9032c524f157eddeb614582973e93,5,647,307,27,986
fc447b1b873a734b5fe7acbdfe4c95497178087a,4,121,30,0,155
368f553ade18cdc230fe5c2ac0402d71fe850092,7,980,640,43,1670
28c6107406896e695daff36ec5c636c4371a62f3,0,42,5,0,47
af1523f845f08870bcadd8a6dfd36395502a16dd,5,71,45,0,121
53f99b5b32ecb944fd61bd02276591cd19224c81,4,71,47,0,122
f9929119d7a5d4b3a7b3fa09ee4f0e7b7157e8b9,6,465,201,21,693
e25d4468b038763aeca7e76676f0f05b4021f293,0,0,0,0,0
875057ef745eb5c7fb82f8c4c33069b0fb023a67,4,70,45,0,119
5bd32810885e589a47d394d0900a7659938dae1f,4,121,27,0,152
006c8f7b22a59a2a9888a85504fdeb91691b2308,3,363,173,13,552
72f9636b1f04e2cd38613727d77a8282ecd18b5b,4,386,204,13,607
006ede4b3620faef428af93416d7d683cf615ad8,4,585,257,27,873
3f7123e5b8ff9219e5c49070c0e85592445f1941,5,724,387,28,1144
7b79fc0a689d087ebea1e89beafa6821179a17bb,0,0,0,0,0
ee3a14aa2b012c89c7099fdf98f2620224f64f5d,4,130,72,3,209
698fe2cb77c89c1ef8225831e5dbd9efcdb2755c,3,324,157,13,497
b58bbbd645171e2729d27d49949949deae638a92,183,273,166,2051,2673
e4c0c4685bb8aae9147650ed7ba15949841a8354,5,127,35,0,167
f19b2057ca8d3f75d492385c0abf9fe0ec07f2e3,145,157,105,1604,2011
783c2dc1373d80abfde426317e4bc62f4b82fb9f,5,510,230,26,771
f80db629383686803be3ef2a9a2482c1f233aaf8,5,800,466,32,1303
d998b409407c38f4317ef3ff9e5b15fee94ff352,177,264,157,1996,2594
60864d40547953ed254d86ec27dfbd84197ce657,5,637,310,26,978
ef73f9b099ec3fcb55ceb430458f1b62012cb43c,6,842,521,33,1402
0ebb739b3718dd1797afc59af5af311d5b5ed0ff,6,1111,737,46,1900
eba512e362feb493e7bfa195008411a6133e292e,177,264,153,1996,2590
e11b67acbef353b1425359ed487d0fa46e1672ac,4,591,257,28,880
2f0a60fc7a9574aae591b0e55cc48dd30418cfc2,8,320,167,11,506
957cf9f965ddba8067324e367ca77c85d3bdfbda,4,130,61,3,198
3b7a80f355aee304612a2f409818120e1ca414d1,0,60,5,0,65
ef5c700afc826b2608ee2601742e20c43ed2bdd7,145,149,100,1545,1939
3ee0b23acfebb5d655bafcaf0139ef3190ac672b,177,264,157,1996,2594
4080ac0975062aabc9554b309b233f453b3c97de,192,286,180,2240,2898
97fac9e6071a1df4a9884d133828ac9e1aca7374,6,124,31,0,161
3b506994a5720a705889a01b903d70287786b711,155,150,96,1547,1948
6fa6e79fee433ac587bca09dfaaf31df07fa5648,182,273,166,2040,2661
ccdbed8aa585d5cb00df9a6ca0e841c18acdb395,6,128,31,0,165
4f84ac5f641dc8b842c0cc06d5854a455939cf80,188,279,178,2191,2836
120dee38aef98a5cd6cd6b7e905def7d6dbc5e2b,147,150,100,1481,1878
73bef44c79264b6bf139ce6c50c581b8dbe29f04,153,230,141,1941,2465
9ec4d28c7629e47c6d6ca9e40a5cb2c37d6d98ea,3,393,189,13,598
e9fb0fcbedf7208d62342b31772168f72637e558,0,60,5,0,65
6c608e6b682bd1dd0d1317fa2641533455483998,150,183,127,1684,2144
c010fe959925c225fa6c8996fdaf7d0689d720fd,5,728,379,28,1140
4f91eedd00d8c97d7ba83b4b45b67d199b3a7f62,0,0,0,0,0
aaf931ff9e27fe0bccb6015fa78118796a26090f,6,123,31,0,160
941598ca916ac2e7763eec589d79afede4a67c03,153,230,145,1941,2469
bf5f3e3680ae5220a2fdd487e0ac4f32dcf42859,5,121,31,0,157
fceaea673d65fe359ef0de61527d973a2d1c7305,183,273,166,2051,2673
0985f62bce20ba6f2717d60b1f2a2fba2231d429,4,589,261,27,881
404a5fc192e3d1e6e7fca35ce06db65ed0d1a268,5,671,340,26,1042
e9835b6a3fd474f207dea6628e6842e479a08b0a,5,479,206,21,711
6a89b73d762e0af7b06e0a87b08746651834aba0,3,393,189,13,598
39f6533e2c54fedb11e05055e904c2b2976277d1,8,308,164,11,491
44b9ae4c2e35f37d1b17d0a40b70f46fb96b1088,200,284,181,2258,2923
457f7302482971b08cb4a73d185374c6fe59c43b,4,101,23,0,128
824ac34249c02cecb63064d002eae9099951d6ed,7,361,187,11,566
bc12e4eba4d3e25ed6320328d81f2366e63f7033,8,1232,799,54,2093
e3b52efc4dd996749006e4e880676b0766665cff,3,302,149,13,467
e1aa8ea347e7ca413075fa6759580e58d651eafd,6,1119,732,46,1903
c075e315e3ac84c0c0410360a0dac3ceefa634bb,2,95,9,0,106
2a75512053cabd0ca6d7e63118744507c5d41d87,5,120,61,2,188
62accc96921f2bf906621d2869207b7d1692304a,6,117,30,0,153
9fddc2893e6e4f383468f49faa66e186a09114fa,4,589,257,30,880
60ae2eb17bf52e2f8464b41f11dbcdf2d7c1b15f,5,672,341,26,1044
441f5e6e5f35d102b970bad812cd1ebe0801dd1d,3,398,156,15,572
765f1869406b79ed96d4811c32ed7f136540b282,5,75,45,0,125
0c380015272da9ae40cce5374dbbc4e46e4c8fc7,4,130,70,3,207
3119a6d29df6563e7437406db2bce70c9f07c832,5,663,339,26,1033
3dc3df55861f6fbebf6b7e3e3d6ca5e77ff55464,4,130,70,3,207
421474fe6322ff5f1769da53a0ad4279a0799903,8,320,163,11,502
b0784ffb77417942194c9939c2c51aab2d286ab4,3,363,162,13,541
a0a86b06abfbe965626788747bbd8731259d87e3,4,367,171,13,555
ddc707d64819dd5cd4191be71e67559dccabf0f1,3,353,172,13,541
f07bdac47cb16edb97e3346433425cffdd08ee06,0,70,6,0,76
f4af15cf7a7531990143731b68d4c25acecae0cd,5,637,310,26,978
5014a8308442a9a03ade85b75f81d02bb1881656,5,645,306,27,983
3fc429352a8edecbe5094e69a1b339f6e164cded,4,520,234,26,784
f52b89746b321c7f6f25ec5243650ae9908343f0,6,1085,714,45,1850
f5cf08a5722bc8ca49ea70a82dd08a06075fb611,3,401,169,15,588
0b4357cedc273c0705031b374693b8bab55286d0,6,411,211,13,641
d0c4a28a8a2c68b1ca7da4320260173150a4d6ea,0,68,5,0,73
25c79057c263c26d7b7e1e19340ca60005543872,3,383,182,13,581
e8bcc890d073504e0797607cced77820ea139508,6,127,36,0,169
c17829b5c46fb974b7362f9185515d31e1be3c4c,5,640,309,26,980
a4c4c54b8aecece1269a1fd6db78b92f698798ac,4,570,247,27,848
cc83e98defec91b23464b294dbebbbf6787cb3f9,0,42,5,0,47
1a5d5b3614d477c1aaf9cc8fe9e92db16183ee5e,142,150,96,1536,1924
2aa8e432acfd29acd3b882e139843282681bb9e8,5,367,172,11,555
fe85d269222b1266f917f45eeb3b69cbe159cc0d,3,398,153,15,569
8d292be6495e757464f85d4b11b57d37e2eab032,0,0,0,0,0
731e372655e92a9b143830e01b7b946483880b7f,178,267,163,2027,2635
d7ff82fbe34a4e9bad97a387b5bae2b0e5c806a2,5,63,31,0,99
0d06c5b9efeb11c7e7ac69fbfde79e6f5f22505f,6,121,30,0,157
9406bc60d3d4742ba70c4df5524d581d8e5b3dc3,8,314,164,11,497
78bb03219ca88758f62760ba8d55f33df9ca70cb,8,308,164,11,491
eddb8c4e3af566862eb2613ce42983bd0ea0897d,149,184,127,1723,2183
0f4e19ff79912b8fe98a5c9836c4e276e3ff19d3,4,101,19,0,124
865c21f3656191e26f56daadf92fd54575771ae5,5,647,307,27,986
5a846574041f43c89fee498dc940a0cb5e97d880,5,515,234,26,780
d45d99c6e39c06f6b6e6f3856cd317c10b0916a2,4,69,48,0,121
e20af5fa1b83466736c7fb38aa9157cdd19034e4,5,422,171,18,616
4747b33b7a2d0ca462b0e5a91e799e7b897244d2,6,401,202,13,622
b14002522833d569ae2a47589cae1dc8d4df67b8,4,591,257,28,880
2ae51d5a76d02323a342fa20cc7fc18ba0154458,5,801,466,32,1304
0624445611a32e8cbed6aa71f8ac15c5b7d9af1a,6,647,306,27,986
af4bef2bdd3405b2b5a13d8e81c210799f4e49b0,7,1041,670,44,1762
f6b2c95b3ad46bc77fe8f082cdc344409ce9def6,5,746,418,28,1197
43b31833d5500395a1e1c3b12f04c9ef25e4372b,5,106,54,2,167
befa9a4b0a10f4e0f05dc678c6659b02cbf7f4fb,150,190,129,1718,2187
30689895621c6e03681a826c75af687dcbe5971b,3,357,154,13,527
3f239f1d8f4e982b80363f0dc4c920a8342886cd,8,320,167,11,506
5e4b5da7cb330f9d4d778e4ae5d4c21805bbfd7e,150,183,126,1645,2104
bac34217a32fd89e707984ce6ece359fe0e711bc,3,393,189,13,598
f75d93ea3c3fe42837c26f0c6b24901dfaf64fa1,6,842,527,33,1408
3d3eb6190f734053de7cb4a6a68711f23c48553d,3,402,160,17,582
785ed01324b703be42471ee734fbe0fb80ac92ce,5,66,43,0,114
4c7d7d4959c08d832b07ea9bb7210794833f5a01,0,0,0,0,0
097e49009b23d24092dfa358a51fd7ddc103c558,3,121,24,0,148
4c5acb98258dea838a34b064b5961ab93f5db5f9,183,273,166,2051,2673
5cedd186769e2eeb9e5b42c1de1ac38eeeb55483,4,591,260,28,883
1948a122bf98b54051a2fc075398f44fb6d985d7,4,591,256,28,879
9b509c7a57d139ef8d9259ac75b61c7f25831d19,4,390,210,13,617
8524c5d79f85cbc5f4548813e6146e2aa3527da6,4,101,22,0,127
7286f8376247d2b7286dca6ca46c0ac8a7e9dce3,149,184,127,1723,2183
eac8961a601c9eb4b05b172d623f4d4c08ed7c08,6,115,31,0,152
b1b5cda383febaa5b4342408e8554172567acd09,3,393,189,13,598
118e1e1aa58a77c5c90b1f542c1fc3b93618afdf,6,383,204,13,606
4fc5a4cd26bb45c0a1ab25424ba177a917d3597a,5,369,178,11,563
c5976634c63b47ced67dad9150c4de6f61fe4960,4,517,234,26,781
8f8b3433a9d0c909183f086a33c8aa686a370cf6,7,1003,657,43,1710
f7a9b121f1ef32b5df172bebd7d4eeed0ddd6dd3,5,127,37,0,169
dee54fa2b106298de40ccce9e01b99f2ce45feb1,3,392,187,15,597
a430615f56b1b96202495960649a39fee29be867,5,120,61,2,188
7e6d0d7cd96d56e73138f48bd2b53c59060eb035,5,127,34,0,166
853f51d8a5565578c10374af07fe354ad215e347,7,335,175,11,528
434e82f554e6eda30810f1d94d9e61a0f213ccff,5,747,418,28,1198
e4c6dfd855859ea3fc88a785d070626598ff73bc,0,0,0,0,0
24f474c15e2ed73a4ccf137fc6934a12f0f8bb79,153,234,141,1947,2475
6d2b0d9161362c4941888bdc139e464257545a98,151,220,143,1936,2450
c809068f3751b4d9417b39421d1cbee38654aeed,6,395,212,13,626
caba1d08a4d2e164258eda38052ef10fbd801003,183,301,183,2230,2897
2a58cc7d524d5ba108555e6244607b07eed44f08,5,84,47,0,136
261a1c65b7feaf998081a91841385718b088ce84,182,269,166,2040,2657
29c4ab896bbb910f160b5556c0f1d9d3a7a5f032,183,273,166,2051,2673
cba80938ea23e438cad6bbf7db26336ad22b1d8c,4,505,233,26,768
1e0e91edf00a6de2f4d3dcd438e0322353d78261,4,456,207,17,684
f1ae58aeb283f8507ce7e0a967e345b1ce5c67e9,4,590,267,26,887
7aecb0eff2d9ba0db99f2dc8c555d2f2fbd963b0,0,60,5,0,65
c9f157e40d49a2f9a6986a0101ffc33d56631f9c,0,70,6,0,76
28025a4d128ae7ac4593b0b2cdbbc4a0d3e9c1b2,6,1071,696,45,1818
edeab74625dd554b7909548ddc3e3609d3388779,6,127,34,0,167
91ce597f8c9d867ebe8472b1255e65cb4c068e1a,5,116,32,0,153
e494e4d65c154c54acb6d2d3af499225be2bb2cc,4,380,178,13,575
aec9fd990f2cae6375f668e12e90df6b6254eb9f,148,168,113,1679,2108
9a098c699d7ca095d1c8395925ea0395878617eb,150,162,107,1629,2048
37a7e3d6d77c6a6c5642c9b346d4e2cd57c3f5e6,3,296,154,13,466
7c6bc9fb7c992c0426eac960ea5c32cc420b046c,5,71,48,0,124
5d5770253d326274a8f72b531d58c5f6755e4dda,4,71,50,0,125
13bcc8808c2f23e92e18b7843dec68ab6bf69dc9,6,842,507,33,1388
5b8509436a60728d00b3344f3986fd8ea8a02cc0,2,95,10,0,107
e531db939725722358235a0edbb424b004c674ff,150,183,127,1684,2144
2284fd9f7e9573894055eb2c367b6bb09380bd98,147,152,99,1480,1878
76bb7462f3c33507c39d5e94f4e350c789ff0a3d,6,117,30,0,153
1fce91f62c57fd127039bc06faa308aa81d93c67,5,735,387,28,1155
48a97d6ac445045a8058541e5f9503298cfc93a9,7,653,298,27,985
16f1a29f180beebd27dfb119c62e7212add047d4,5,116,33,0,154
31e3c38eb3d4e4533478801856a5d2063793d01b,3,369,199,13,584
5c38eb1e59ccdb3763f4cfdc0946a84e2a59c3de,5,72,43,0,120
b19d110de6ad2fa68bd407d7bab776af91f33aa1,6,123,34,0,163
0e28a9073388598d94a2fa11fdda0bb14c8897c8,5,359,179,11,554
ca9869bb0a880e74eadaec836abe5afbc1887583,5,798,465,32,1300
adb014678c6591fd7bb457b334b2bbf1b7d14229,4,522,223,27,776
dc94e59a333fc591bfa9b0c3a823c58b1048bfad,177,264,157,1996,2594
38d26fc14e8876c015d051ceb48b156698031815,6,409,211,13,639
69e3a258b9c9b324e08ff5d1c6009bab2813c9a4,2,96,12,0,110
ac6737c16d78f2f2fa8c56720a960956d5b1e631,3,350,168,13,534
b09529481c7d444b004569356b2fbd6ae273d5f2,4,591,257,28,880
2800ca15a6f2bf7ad31138ff21c032fc8e02c7a0,6,439,191,20,656
539335c6f9f847b9c79a21176776dea72935b88d,5,66,40,0,111
a3e3ff1762e18b4500f23986c2339da4ad634559,5,353,181,11,550
3a25f071238e32c90bfea579b0b30cabfa8aa1cd,153,230,141,1941,2465
82171182f66cda16ddaddbe466685577732cbd95,3,368,196,13,580
eaf6771a4016baf3f5bfee6f7bf983cb80339051,6,121,33,0,160
30b30eb24fd0c6922af8beb4d0297410fb5fd2fc,5,682,349,26,1062
35d21e56e0b305ae590a99fd8aecc7cbea472d2c,4,511,234,26,775
b07fa6ad824c5a45d85a9790bff57ac5a736c8f4,7,673,306,26,1012
b7607b60b3b2793e5116077969cd9bec136d1037,5,653,315,26,999
40bcb00959d775a7f63dbeabdde67973596491aa,8,326,168,11,513
273fcdb6a73cf221a7a1d00aa33a3ed780947db5,5,63,33,0,101
6cc56d1677d49e920e9bd9368289b14cbb754701,5,116,32,0,153
9ce2d6680f799a1b2dc2ca27cfa78262f23f455a,5,653,315,26,999
cdf0e3ef6eaf9594c6ef758a86241d671b38068f,4,474,211,18,707
7b985004be8f0cf0d1953f53c518767fbe313718,4,130,69,3,206
a898845a5afa32d00f7c5a717869fb3a50e562da,6,121,34,0,161
908318c0157dc654c70b7d74efd2124d3300319e,5,511,234,26,776
3c8e7ad5f4e1e198498bc91e391a851727638495,4,591,256,28,879
c5a6955271d7d0f314111574dcee9fc85bd4ec63,3,397,152,15,567
7b64497f9db977dc4f78b07eb4d7b00f2c2d323e,149,184,127,1723,2183
526c7fb791aeaf037c4d1add5351cd4d995fd736,6,401,195,13,615
7daf5107f32a84df5385f78ae2f0cd249f1ddfdc,177,264,157,1996,2594
902103bd2233694010523415d1567ca4505cdb58,150,190,129,1722,2191
0e8a6cbcf55d3ca78bb77495e38dfbeacad8f20a,4,101,23,0,128
edae5aa3cc723eb1d5da294c004f0bc6f301e309,147,152,99,1480,1878
ec689ae8c8e03e0014fb97dcca4d9646733aae18,3,412,164,18,597
26e37900409e437bfd0fe0436c87563cf5b102b9,3,338,161,13,515
3a865b32ad4439eed867a041d4dc06fb3759052a,6,645,306,27,984
a041d979982309c50f2687eeb240cc66975fe14c,5,672,334,26,1037
df4bf33252b496978afa125a6a4c525702085f8c,4,100,21,0,125
b9c478bb8baa2fe6cf5fb23cd012dea0cfc222a0,139,150,96,1531,1916
7db235c31c7744bc164733ebb16948ad4856fe83,5,647,308,27,987
58e6e23d47e45bc8793a772abb8089ce4f50989d,6,439,194,20,659
fedcd8b705a8193aa1c25cc2840c42c2be5a85da,3,378,180,13,574
0dfd3e9b83c4ddfcac35311b92d6b803dfe6138f,3,360,161,13,537
6e73e9359b2dd6992d5d0e6b53b107eba35cffbd,5,640,309,26,980
3520cdf49015046194267d55de0c1cd82c5a236d,4,381,209,13,607
ddb100a55841e0b65d72a9e781f8a4b822bfc73f,7,358,187,11,563
fe78bec0e3d4c61ba23f7b24e2ad6f9171ffaf72,162,197,136,1895,2390
9db4bcca57ab1493b5cdde8f8bd1dd96ab719add,8,314,164,11,497
3169d9d22da6cc989173e262080eb1d46a6d3e01,3,392,187,15,597
f01cbdfd4bb252648c7fd1f0723969836c106443,3,411,174,15,603
a89054049479b7633c2b10ce05d58bb751f5ec27,149,184,127,1723,2183
dd1961a30c2b524a082d2cf38c1b027208e4fb84,5,106,54,2,167
1316b5bfd84de4df47cd0f29d3c61ac2482e4607,3,385,183,13,584
6cb7bf171b043865eba6a2f618e8faf82f9b6383,177,264,157,1996,2594
2645d35f3ef6aaba305685faa80701898c1f2079,5,768,435,29,1237
b5ddad62b6b025b0f9c21738265e5585d44c5e06,165,258,146,1986,2555
dc4ac252c523968b0ac64432881fd6e56d83fcd4,5,513,234,26,778
c055ceac1db45dac5f9b8b6c35f92232d1184e78,3,401,168,15,587
c4d36b1cba206dd1fe9fdd9928c100172a65b7a6,6,843,485,33,1367
a621820685a68d51d822aed14786936fa7ce5cf6,4,101,20,0,125
7102544b157257c74717bc4ae8f501d315b6a184,4,511,234,26,775
cf319e699349a35d86bc393702126964263bd6fe,8,327,172,11,518
29c309bf63acad8f852ac8c78d60006c957041ae,3,391,188,13,595
e1da890106ca086875f4df6310628ac5a0726c78,3,391,185,13,592
f417f809894993928d55fc1bf22da2dbde8ff0e5,150,162,107,1629,2048
38ba37290e6928044458df963eb6c1a2aee12dbc,143,153,96,1528,1920
e6aeea05292865ccdb63b9ba4c0c0e65850483bf,8,320,167,11,506
0b8c9a2ea8a5de472d08da860a9fa132bce43a04,5,119,61,2,187
0e8162aa55a6f258829ffc29b7d01c2f510ed0a0,183,273,166,2051,2673
c058f14f6fae7d8e98c790a05826345604e055cd,3,383,182,13,581
37812f35df4d9a3795f661496a96e634d8268eda,5,127,35,0,167
c61106368c54fe9fd23a127feb24e577de161167,6,117,30,0,153
14cab1c7e9d148786d8d43130666ba1201e43f9e,4,570,247,27,848
8b0c1723ef5d38cf4e2e7a5a1c12fc52d2f13d6a,153,230,141,1941,2465
661e2207eb9b35eaeb00d9dbad031d99880e127f,183,273,166,2051,2673
c8a19afe047d9a2bad21e69fcef893d3aeee63c2,5,745,410,28,1188
0c9c2865e22fa3f5cf95eeb30a7f0e7aca8cade4,157,211,135,1891,2394
8b6a2c2cf3bd5f2058c943a669060d21d3e6f5db,0,0,0,0,0
fba1d630276cfda617dd349d21c18edb8cb67dd9,5,127,34,0,166
70be84f5bfc0d310bb2ba8bbd1c1dd01c6c27d9c,3,392,187,15,597
fee8ff8a9ddd2aa0bd8ec879316f35c39fe79a55,148,168,112,1681,2109
7456ecf859e1d4b30b8f47d7d894432fd08d6ec4,3,340,161,13,517
e7cf42b9c7d735496ce614322b4575b533cd7060,188,279,178,2191,2836
ca8568633e3423a122d85c1765803f4d8abeb975,177,264,157,1996,2594
41944a4765925263048b15166f42c999880fc2fc,4,386,181,13,584
4cb5a476a4bc7561d8236e26a90b523ad1532768,3,121,25,0,149
0bf32bbb1b8f67ef96d0db3d8c4bf50f3c85e917,4,747,418,28,1197
82dad1219f81196d155a1a396eb4bb283f119f8e,5,690,358,26,1079
28256e2ec0d44fc5d5199acec4be5966454e122a,5,660,333,26,1024
6bb5114e7c93cf31c9faaf9ae389c8d29f7fd65c,6,104,53,2,165
752b261644df9df2fed28b463b3b73c322acd443,3,400,166,15,584
b582d1a2d53701c07144ae6c031aade513b6046b,3,301,150,13,467
8d060bf1a211de063ab0b83e59f02c0bb6373292,6,121,33,0,160
244ecd93b31aebf954d86cc57203dacbed4e97c5,0,0,0,0,0
c8b84c298b8c062342f8022d4652eb6b15809c26,5,671,339,26,1041
ba95d4fa5a9a4989f8ecee6f65942a3424609c82,166,261,149,2003,2579
edf73669a328dace348118143f8d90f16e986a7c,154,248,141,1959,2502
8e1f3b6e85a9aa455964c699aa8025266df0d952,8,970,614,43,1635
a4741c9fb0356c734afeecb763b0a4c5cabeccd9,4,489,209,27,729
e1ea7ed088c597c12b994b868e58ac4c2d603d9c,4,101,19,0,124
a0bc39d9c8ec44d0cc7ee8af8904870fcc95aabf,7,1234,799,56,2096
16c6fee8bbc243d2669e055664f51e6ef24119fb,3,368,199,13,583
21e41175362cae9b8df32f605a11b7ca8279515a,4,103,22,0,129
b65aa352485adcd0253a7c318ca028e43a91dce1,6,115,30,0,151
b3f46b75f549639198ffe5c58a5682b3d322a87b,3,377,177,13,570
f9c431bacbfd4d3bdd913031370dd413a36d1e0d,182,269,166,2040,2657
2f9d459c48f8840228868f22a695275f2ede81b0,4,74,49,0,127
eb5df0dfabd0cce8be63bd74cca6a83cbe3c239d,4,496,213,27,740
765c1c5d89c704f1c4fa876c1b6442182da7adbb,3,406,173,15,597
45b68094cab195ca0c338c8a75feb0684bf72fcd,161,211,136,1935,2443
e4fc4639357ad083cdb1c2742288a4bdcd30476d,8,314,165,11,498
513a4b205ae25d6449025d2934f8f5666395a56c,4,497,220,27,748
ac75111b29e62e62312aa83fd580627b1b106514,0,0,0,0,0
0781d718fcffc7bef7f2224da2ea5f07ee8dfb2a,145,150,99,1459,1853
1d425e8fa7c5e509836c42183df37881fa5f47f1,142,150,96,1536,1924
47273156f82cb257fa86a886b662c579ed251634,6,389,205,13,613
2bcee07ab0331be023d1cfc48f5b4627f6e6d933,170,274,155,1991,2590
d73a1fb56a28e2d166f38a3804273b6c8b536ea9,4,590,260,27,881
42ce320c053c90fc44998a2b2c703e7c3075eb34,4,538,224,27,793
029a2e7fd6aa1f00edcab4ba47b7ab15fb5d6af3,4,133,79,3,219
ae19bb0b675f5457c6c659d152127a3c5e1d3b56,5,479,206,21,711
2060e05a33f21b9f5ce0a63e3d32111e6839bd6f,0,71,7,0,78
fb49c2bfb74475b99f2370d80ca29699ba78d9cf,4,548,228,27,807
1531abf7028ee58a04f2ad8d1daab7cc4eb90de2,4,388,186,13,591
97e257c2f07546d44513e7b58b13e7e8f4135dc1,6,842,527,33,1408
720e21666f260b13fafd37dd55c575a17a1694fb,5,117,35,0,157
0bb1af57eabfe873cac1d74ead4a7cfe3a722490,4,496,212,27,739
eb74fba67b140dffaa90ec63954b1589b241ecb6,5,127,36,0,168
3b0abb9550162679bb934e9f45e6bcf57c149cb7,0,42,5,0,47
dfec1d00762a468076907fbb20806d07e1537a46,4,64,37,0,105
e4bf5498b261611c58580d7324ce5df9dd1400ed,6,120,30,0,156
ee231ab599e5a273bf67c9698f670238190105f0,3,392,187,13,595
bd97f2ccb0d8dde384d7705e18aae1ff2826a278,5,127,34,0,166
85fd5809a31b0c478b4de0d12bea58032f11fcd7,8,1267,822,57,2154
02d88b24b5807817901b80f1d083bd0b9c81ede6,4,512,232,26,774
9a670fb30aae8a4be65bb063d381d76bb5aaa9ec,3,102,24,0,129
4b89ddf073004f3814ada771893d7f3944b1e549,5,519,228,26,778
7588a5bf35907a9a5aba74e67e87ca2749f5c940,4,494,209,27,734
d0a4a8738798459c767ea20dc12b94ce38f6810f,5,664,341,26,1036
1646c50ddafac4d9d146b0ba7289177d55495a08,5,664,343,26,1038
b7dd836ad01c3fa315fe95f48496d874b4337939,4,121,30,0,155
4b89ff202f8ccd7f632fa83ac1cdada7a03fd845,5,794,468,32,1299
594e34e8e8f6989b4074effe5daf59ebc5cc9245,5,116,33,0,154
edc28c75273b5c01d961fba22ae3ef9c45091225,3,344,154,13,514
dab7d1e8608f51e84cca665da8173eb0afdb51b9,3,407,174,15,599
8627b033292f855fa3b5c59ad0687eeb95636955,4,100,21,0,125
24eb2875d9e62a7132acfa54a8d62351ef48bc22,7,934,592,43,1576
c18d8c5313a8d26cc09544f1e3f69b58c7539057,147,159,105,1608,2019
ecf879fe15c2e9eaf632aeaed33a3a9b3288bb57,5,121,31,0,157
bc08923c640e0ead73abb625889ae83e28f1556b,6,121,33,0,160
eedf1eb35e1d48f10dd153fcfea9a22b2f391965,187,279,178,2188,2832
e7d31880dcb3a9549561e147854d47650d9f0713,4,590,265,27,886
43d5068ae2491b7e4ebac60d526c0ee042a36a5b,0,0,0,0,0
4298e77c7edab4281a7da1113220c2435ca57b89,9,1298,865,57,2229
a14115077bcafde53410fa0bcd668116bd53809f,177,266,153,1996,2592
acc176223a598f1e214d795072d0e8eb2f6b97b4,6,840,500,33,1379
8c47320a36a0cbc1b3c824a59bb42d38fae558a2,0,70,7,0,77
8871538d87218b7f1f9cfe18bb753af26bfd81d6,4,85,47,0,136
5c574c519c1291734fde13bd0d1f9578919df4c1,4,101,19,0,124
e401715ecd11a73e56aa04d3d966e1b5e54b5c63,160,197,134,1882,2373
a36af0ab35bfd0a6252570b6b1b220312bef05b4,6,104,53,2,165
