Project Name,Package Name,Architecture Smell,Cause of the Smell
twitter_hpack,com.twitter.hpack,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Encoder; HpackUtil; HuffmanDecoder; StaticTable; Huffman; HeaderField; TestCase; HuffmanTest; Hex; TestHeaderListener; Encoder.HeaderEntry; HuffmanEncoder; Decoder; DynamicTable; HeaderListener; DecoderTest; HpackTest]; [HpackUtil.IndexType]; [Decoder.State]; [HuffmanDecoder.Node]; [TestCase.HeaderBlock]; [TestCase.HeaderFieldDeserializer]. LCC (Lack of Component Cohesion) = 0.27
