Project Name,Package Name,Architecture Smell,Cause of the Smell
Viscent_JavaConcurrencyPattern,vh.activeobject,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MMSDeliverRequest; RequestPersistence; Test; DiskbasedRequestPersistence; AsyncRequestPersistence; AsyncRequestPersistence.InstanceHolder]; [MMSDeliverRequest.Recipient]; [MMSDeliverRequest.Attachment]; [CustomScheduler]; [Test.RequestSenderThread]; [DiskbasedRequestPersistence.SectionBasedDiskStorage]. LCC (Lack of Component Cohesion) = 0.55
Viscent_JavaConcurrencyPattern,vh.activeobject.lib,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AsyncPerformanceTest; SampleActiveObject; ActiveObjectProxy; Test; SampleActiveObjectImpl; PerformanceTest]; [ActiveObjectProxy.DispatchInvocationHandler]. LCC (Lack of Component Cohesion) = 0.29
Viscent_JavaConcurrencyPattern,io.github.viscent.mtpattern.tpt.example,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestAlarmMgrShutdown; AlarmType; AlarmMgr; AlarmMgr.AlarmInfo]; [AlarmMgr.AlarmAgent]; [ProducerConsumerStop]; [ProducerConsumerStop.SampleConsumer]. LCC (Lack of Component Cohesion) = 0.57
