Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
geftimov_MapReduce,com.eftimoff.mapreduce.summarization.numerical.minmaxcount,MinMaxCountMapperTest,testMap,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
geftimov_MapReduce,com.eftimoff.mapreduce.summarization.numerical.minmaxcount,MinMaxCountReducerTest,testReduce,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
geftimov_MapReduce,com.eftimoff.mapreduce.summarization.numerical.wordcount,CommentWordCountMapperTest,testMap,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
geftimov_MapReduce,com.eftimoff.mapreduce.summarization.numerical.wordcount,CommentWordCountReducerTest,testReduceTextIterableOfIntWritableContext,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
