Project Name,Package Name,Architecture Smell,Cause of the Smell
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.event,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.event; org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging; org.restexpress.example.blogging.domain
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging; org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging; org.restexpress.example.blogging.controller; org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.restexpress.example.blogging.controller
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Constants; Routes; Relationships; Configuration; Main]; [Constants.Routes]; [Constants.Url]. LCC (Lack of Component Cohesion) = 0.43
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.domain,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.domain; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.domain,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.domain; org.restexpress.example.blogging; org.restexpress.example.blogging.persistence
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.domain,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.domain; org.restexpress.example.blogging; org.restexpress.example.blogging.controller; org.restexpress.example.blogging.persistence
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.domain,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.domain.event,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BlogEntryDeletedEvent]; [ObjectDeletedEvent; StateChangeEvent; ObjectCreatedEvent; ObjectUpdatedEvent]; [CommentDeletedEvent]; [BlogDeletedEvent]. LCC (Lack of Component Cohesion) = 0.57
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.controller; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.controller; org.restexpress.example.blogging.domain; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.controller; org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.persistence,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain; org.restexpress.example.blogging
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.persistence,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.restexpress.example.blogging.persistence; org.restexpress.example.blogging.domain; org.restexpress.example.blogging; org.restexpress.example.blogging.controller
RestExpress_RestExpress-Examples,com.example,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MyResource; MyResourceTest; Main; Main; MyResourceTest]; [MyResource.Model]; [MyResource]; [MyResource.Model]. LCC (Lack of Component Cohesion) = 0.5
