Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs.{format}"`config.getBlogController()).action("readAll"`HttpMethod.GET).method(HttpMethod.POST).name(Constants.Routes.BLOGS_READ_ROUTE);" is 154.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs/{blogId}.{format}"`config.getBlogController()).method(HttpMethod.GET`HttpMethod.PUT`HttpMethod.DELETE).name(Constants.Routes.BLOG_READ_ROUTE);" is 161.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs/{blogId}/entries.{format}"`config.getBlogEntryController()).action("readAll"`HttpMethod.GET).method(HttpMethod.POST).name(Constants.Routes.BLOG_ENTRIES_READ_ROUTE);" is 183.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs/{blogId}/entries/{entryId}.{format}"`config.getBlogEntryController()).method(HttpMethod.GET`HttpMethod.PUT`HttpMethod.DELETE).name(Constants.Routes.BLOG_ENTRY_READ_ROUTE);" is 190.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs/{blogId}/entries/{entryId}/comments.{format}"`config.getCommentController()).action("readAll"`HttpMethod.GET).method(HttpMethod.POST).name(Constants.Routes.COMMENTS_READ_ROUTE);" is 196.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Routes,define,Long Statement,The length of the statement "server.uri("/blogs/{blogId}/entries/{entryId}/comments/{commentId}.{format}"`config.getCommentController()).method(HttpMethod.GET`HttpMethod.PUT`HttpMethod.DELETE).name(Constants.Routes.COMMENT_READ_ROUTE);" is 206.,9
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Relationships,define,Long Statement,The length of the statement "HyperExpress.relationships().forCollectionOf(Blog.class).rel(RelTypes.SELF`routes.get(Constants.Routes.BLOGS_READ_ROUTE)).forClass(Blog.class).rel(RelTypes.SELF`routes.get(Constants.Routes.BLOG_READ_ROUTE)).rel("entries"`routes.get(Constants.Routes.BLOG_ENTRIES_READ_ROUTE)).forCollectionOf(BlogEntry.class).asRel("entries").rel(RelTypes.SELF`routes.get(Constants.Routes.BLOG_ENTRIES_READ_ROUTE)).withQuery("filter={filter}").withQuery("limit={limit}").withQuery("offset={offset}").rel(RelTypes.NEXT`routes.get(Constants.Routes.BLOG_ENTRIES_READ_ROUTE) + "?offset={nextOffset}").withQuery("filter={filter}").withQuery("limit={limit}").optional().rel(RelTypes.PREV`routes.get(Constants.Routes.BLOG_ENTRIES_READ_ROUTE) + "?offset={prevOffset}").withQuery("filter={filter}").withQuery("limit={limit}").optional().rel(RelTypes.UP`routes.get(Constants.Routes.BLOG_READ_ROUTE)).forClass(BlogEntry.class).rel(RelTypes.SELF`routes.get(Constants.Routes.BLOG_ENTRY_READ_ROUTE)).rel(RelTypes.UP`routes.get(Constants.Routes.BLOG_ENTRIES_READ_ROUTE)).rel("comments"`routes.get(Constants.Routes.COMMENTS_READ_ROUTE)).forCollectionOf(Comment.class).rel(RelTypes.SELF`routes.get(Constants.Routes.COMMENTS_READ_ROUTE)).withQuery("filter={filter}").withQuery("limit={limit}").withQuery("offset={offset}").rel(RelTypes.NEXT`routes.get(Constants.Routes.COMMENTS_READ_ROUTE) + "?offset={nextOffset}").withQuery("filter={filter}").withQuery("limit={limit}").optional().rel(RelTypes.PREV`routes.get(Constants.Routes.COMMENTS_READ_ROUTE) + "?offset={prevOffset}").withQuery("filter={filter}").withQuery("limit={limit}").optional().rel(RelTypes.UP`routes.get(Constants.Routes.COMMENT_READ_ROUTE)).forClass(Comment.class).rel(RelTypes.SELF`routes.get(Constants.Routes.COMMENT_READ_ROUTE)).rel(RelTypes.UP`routes.get(Constants.Routes.COMMENTS_READ_ROUTE));" is 1829.,15
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Configuration,fillValues,Long Identifier,The length of the field DEFAULT_EXECUTOR_THREAD_POOL_SIZE is 33.,38
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Configuration,fillValues,Long Statement,The length of the statement "this.executorThreadPoolSize=Integer.parseInt(p.getProperty(EXECUTOR_THREAD_POOL_SIZE`DEFAULT_EXECUTOR_THREAD_POOL_SIZE));" is 121.,38
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Main,main,Long Statement,The length of the statement "RestExpress server=new RestExpress().setName(SERVICE_NAME).setBaseUrl(config.getBaseUrl()).setExecutorThreadCount(config.getExecutorThreadPoolSize()).addPostprocessor(new LastModifiedHeaderPostprocessor()).addMessageObserver(new SimpleConsoleLogMessageObserver());" is 264.,51
