Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Main,configurePlugins,Long Statement,The length of the statement "new CorsHeaderPlugin("*").flag(PUBLIC_ROUTE).allowHeaders(CONTENT_TYPE`ACCEPT`AUTHORIZATION`REFERER`LOCATION).exposeHeaders(LOCATION).register(server);" is 151.,72
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Main,configureMetrics,Long Statement,The length of the statement "final GraphiteReporter reporter=GraphiteReporter.forRegistry(registry).prefixedWith(mc.getPrefix()).convertRatesTo(TimeUnit.SECONDS).convertDurationsTo(TimeUnit.MILLISECONDS).filter(MetricFilter.ALL).build(graphite);" is 216.,93
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Main,mapExceptions,Long Statement,The length of the statement "server.mapException(ItemNotFoundException.class`NotFoundException.class).mapException(DuplicateItemException.class`ConflictException.class).mapException(ValidationException.class`BadRequestException.class).mapException(InvalidObjectIdException.class`NotFoundException.class).mapException(org.mongodb.morphia.query.ValidationException.class`BadRequestException.class);" is 367.,125
RestExpress_RestExpress-Examples,org.restexpress.example.blogging,Main,registerDomainEvents,Long Statement,The length of the statement "EventBus localBus=new LocalEventBusBuilder().subscribe(new BlogCascadeDeleteHandler(config.getBlogEntryRepository()`config.getCommentRepository())).subscribe(new BlogEntryCascadeDeleteHandler(config.getCommentRepository())).build();" is 232.,138
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,BlogController,readAll,Magic Number,The method contains a magic number: 20,62
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,CommentController,readAll,Magic Number,The method contains a magic number: 20,89
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.controller,BlogEntryController,readAll,Magic Number,The method contains a magic number: 20,70
RestExpress_RestExpress-Examples,org.restexpress.example.blogging.persistence,BlogEntryRepository,findIdsByBlogId,Long Statement,The length of the statement "Query<BlogEntry> blogEntries=getDataStore().createQuery(BlogEntry.class).field("blogId").equal(blogId).retrievedFields(true`"_id");" is 131.,21
RestExpress_RestExpress-Examples,com.example,Main,main,Long Statement,The length of the statement "System.out.println(String.format("Jersey app started with WADL available at " + "%sapplication.wadl\nHit enter to stop it..."`BASE_URI));" is 137.,20
RestExpress_RestExpress-Examples,com.example,MyResourceTest,testGetIt,Magic Number,The method contains a magic number: 200,33
RestExpress_RestExpress-Examples,com.example,MyResourceTest,testPostIt,Magic Number,The method contains a magic number: 200,40
RestExpress_RestExpress-Examples,com.example,Main,startServer,Magic Number,The method contains a magic number: 8080,10
RestExpress_RestExpress-Examples,com.example,MyResourceTest,testRead,Magic Number,The method contains a magic number: 200,36
RestExpress_RestExpress-Examples,com.example,MyResourceTest,testCreate,Magic Number,The method contains a magic number: 200,44
RestExpress_RestExpress-Examples,org.restexpress.example.echo,Configuration,fillValues,Long Identifier,The length of the field EXECUTOR_THREAD_COUNT_PROPERTY is 30.,53
RestExpress_RestExpress-Examples,org.restexpress.example.echo,Configuration,fillValues,Long Statement,The length of the statement "this.executorThreadCount=Integer.parseInt(p.getProperty(EXECUTOR_THREAD_COUNT_PROPERTY`String.valueOf(DEFAULT_EXECUTOR_THREAD_COUNT)));" is 135.,53
RestExpress_RestExpress-Examples,org.restexpress.example.benchmark,Main,main,Magic Number,The method contains a magic number: 8000,10
