Project Name,Package Name,Architecture Smell,Cause of the Smell
SpringOne2GX-2014_microservice-security,demo,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [UiApplication; UiApplication; UiApplication; UiApplication; UiApplication]; [UiApplication.SecurityConfiguration]; [ApplicationTests]; [UiApplication.SecurityConfiguration]; [ApplicationTests]; [AuthserverApplication]; [AuthserverApplication.LoginConfig]; [AuthserverApplication.OAuth2Config]; [ApplicationTests]; [UiApplication.SecurityConfiguration]; [ApplicationTests]; [UiApplication.SecurityConfiguration]; [ApplicationTests]; [UiApplication.SecurityConfiguration]; [ApplicationTests]. LCC (Lack of Component Cohesion) = 0.79
