Project Name,Package Name,Architecture Smell,Cause of the Smell
marcosvidolin_doco,com.vidolima.doco,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReflectionUtils; DocumentParser; Doco; ObjectParser; DocumentEmbedTest; FacetTest; DocoTest; DocumentRefTest; ObjectParserTest; Foo; Bar]; [DocumentEmbedTest.A]; [DocumentEmbedTest.B]; [DocumentEmbedTest.C]; [FacetTest.Foo]; [DocumentRefTest.A]; [DocumentRefTest.B]; [DocumentRefTest.C]; [ObjectParserTest.FooNamed]. LCC (Lack of Component Cohesion) = 0.47
