Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
marcosvidolin_doco,com.vidolima.doco,ReflectionUtils,getAnnotatedField,Long Statement,The length of the statement "if (result.isEmpty()) throw new IllegalAnnotationDeclarationException("No " + classOfAnnotation.getName() + " annotation was found.");" is 134.,50
marcosvidolin_doco,com.vidolima.doco,ReflectionUtils,getAnnotatedField,Long Statement,The length of the statement "if (result.size() > 1) throw new IllegalAnnotationDeclarationException("More than one " + classOfAnnotation.getName() + " annotation was found.");" is 146.,50
marcosvidolin_doco,com.vidolima.doco,DocumentParser,getSearchNumberField,Long Statement,The length of the statement "throw new DocumentParseException("A DocumentField typed as NUMBER must be Long` Integer` Float or Double. Field '" + field.getName() + "' is incompatible.");" is 157.,104
marcosvidolin_doco,com.vidolima.doco,DocumentParser,getSearchFieldByFieldType,Complex Method,Cyclomatic complexity of the method is 10,146
marcosvidolin_doco,com.vidolima.doco,DocumentParser,getFacetValueFromField,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@278cb145,314
marcosvidolin_doco,com.vidolima.doco,DocumentParser,getAllSearchFieldsInEmbedClass,Long Statement,The length of the statement "String newFieldNamePrefix=Strings.isNullOrEmpty(fieldNamePrefix) ? declaredField.getType().getSimpleName() : (fieldNamePrefix + "_" + declaredField.getType().getSimpleName());" is 175.,364
marcosvidolin_doco,com.vidolima.doco,DocumentParser,getAllSearchFieldsFromRefClass,Long Statement,The length of the statement "String newFieldNamePrefix=Strings.isNullOrEmpty(fieldNamePrefix) ? refClass.getSimpleName() : fieldNamePrefix + "_" + refClass.getSimpleName();" is 143.,379
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getIndexName,Long Statement,The length of the statement "throw new AnnotationNotFoundException("There is no @DocumentIndex or @DocumentIndexSubClass annotation declared in " + clazz + " class.");" is 138.,21
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldNumberValue,Long Statement,The length of the statement "if (Integer.TYPE.equals(fieldType) || Integer.class.equals(field.getType())) return Integer.valueOf(document.getOnlyField(fieldName).getNumber().intValue());" is 157.,96
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldNumberValue,Long Statement,The length of the statement "if (Long.TYPE.equals(fieldType) || Long.class.equals(field.getType())) return Long.valueOf(document.getOnlyField(fieldName).getNumber().longValue());" is 149.,96
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldNumberValue,Long Statement,The length of the statement "if (Float.TYPE.equals(fieldType) || Float.class.equals(field.getType())) return Float.valueOf(document.getOnlyField(fieldName).getNumber().floatValue());" is 153.,96
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldNumberValue,Long Statement,The length of the statement "if (Double.TYPE.equals(fieldType) || Double.class.equals(field.getType())) return document.getOnlyField(fieldName).getNumber();" is 127.,96
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldValue,Complex Method,Cyclomatic complexity of the method is 8,123
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getDocumentFieldValue,Long Statement,The length of the statement "throw new IllegalAnnotationDeclarationException("Invalid com.google.appengine.api.search.Field.FieldType: " + f.getType());" is 123.,123
marcosvidolin_doco,com.vidolima.doco,ObjectParser,getFieldIdClassType,Long Statement,The length of the statement "if (fieldType.isPrimitive()) throw new ObjectParseException("The type of a DocumentId field can not be primitive. Change the type of the field: " + fieldId);" is 157.,161
marcosvidolin_doco,com.vidolima.doco,DocumentEmbedTest,testRefFieldConversionSuccess,Magic Number,The method contains a magic number: 10L,18
marcosvidolin_doco,com.vidolima.doco,DocumentEmbedTest,testRefFieldConversionSuccess,Magic Number,The method contains a magic number: 20L,18
marcosvidolin_doco,com.vidolima.doco,FacetTest,testFacetGenerationSuccess,Magic Number,The method contains a magic number: 2.0,42
marcosvidolin_doco,com.vidolima.doco,FacetTest,testFacetGenerationSuccess,Magic Number,The method contains a magic number: 2.0,42
marcosvidolin_doco,com.vidolima.doco,FacetTest,testFacetGenerationSuccess,Magic Number,The method contains a magic number: 0.001,42
marcosvidolin_doco,com.vidolima.doco,DocoTest,testConversionFromDocumentToObject,Magic Number,The method contains a magic number: 1986d,17
marcosvidolin_doco,com.vidolima.doco,DocoTest,testConversionFromObjectToDocument,Long Statement,The length of the statement "Document doc=Document.newBuilder().setId("123456").addField(Field.newBuilder().setName("atomFieldTest").setAtom("This is a Atom field")).addField(Field.newBuilder().setName("dateFieldTest").setDate(new Date())).addField(Field.newBuilder().setName("geopointFieldTest").setGeoPoint(new GeoPoint(1`0))).addField(Field.newBuilder().setName("htmlFieldTest").setHTML("<html><title>Doco</title><body>Test doco</body></html>")).addField(Field.newBuilder().setName("numberFieldTest").setNumber(1986)).addField(Field.newBuilder().setName("justText").setText("Text field declararion with name and type")).addField(Field.newBuilder().setName("textFieldWithoutName").setText("Text field declaration without name")).addField(Field.newBuilder().setName("txtName").setText("Text field declaration without type")).addField(Field.newBuilder().setName("textFieldWithoutTypeAndName").setText("Simple text field deplaration without type and name")).build();" is 936.,48
marcosvidolin_doco,com.vidolima.doco,DocoTest,testConversionFromObjectToDocument,Magic Number,The method contains a magic number: 1986,48
marcosvidolin_doco,com.vidolima.doco,DocoTest,testCreateDocumentForSubclass,Magic Number,The method contains a magic number: 2000,84
