Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.wem.itest.config,ConfigBeans,config,4,1,1,11,0
xp,com.enonic.wem.itest.config,ConfigProperties,getMap,3,1,0,12,0
xp,com.enonic.wem.itest.config,ConfigProperties,getSubMap,3,1,1,17,0
xp,com.enonic.wem.itest.config,ConfigLoader,ConfigLoader,7,1,1,29,0
xp,com.enonic.wem.itest.config,ConfigLoader,addSystemProperties,3,1,1,39,0
xp,com.enonic.wem.itest.config,ConfigLoader,addSystemProperties,3,1,1,44,0
xp,com.enonic.wem.itest.config,ConfigLoader,setClassLoader,3,1,1,49,0
xp,com.enonic.wem.itest.config,ConfigLoader,load,9,1,0,54,0
xp,com.enonic.wem.itest.config,ConfigLoader,loadDefaultProperties,12,2,0,66,0
xp,com.enonic.wem.itest.config,ConfigLoader,loadCmsProperties,14,2,0,86,0
xp,com.enonic.wem.itest.config,ConfigLoader,loadFromStream,6,1,1,107,0
xp,com.enonic.wem.itest.home,HomeDirFactory,afterPropertiesSet,5,1,0,26,0
xp,com.enonic.wem.itest.home,HomeDirFactory,destroy,3,1,0,35,0
xp,com.enonic.wem.itest.home,HomeDirFactory,copyFile,10,2,1,41,0
xp,com.enonic.wem.itest.home,HomeDirFactory,getObject,3,1,0,57,0
xp,com.enonic.wem.itest.home,HomeDirFactory,getObjectType,3,1,0,62,0
xp,com.enonic.wem.itest.home,HomeDirFactory,isSingleton,3,1,0,67,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,setUp,14,1,0,51,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,deleteExistingAccounts,12,1,0,71,1
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,deleteMissingAccounts,9,1,0,94,1
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,deleteMissingAccountsAndUserStore,8,1,0,113,1
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,deleteUnsupportedAccountSelector,6,1,0,129,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,mockAddUserToDaoByQualifiedName,3,1,1,140,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,createUser,14,1,3,146,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,createGroup,16,1,4,165,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,mockAddGroupToUserStore,5,1,2,186,0
xp,com.enonic.wem.core.account,DeleteAccountHandlerTest,createUserStore,7,1,2,194,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,setUp,12,1,0,36,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,testValidatePasswordExistingUserCorrectPassword,12,1,0,55,1
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,testValidatePasswordExistingUserWrongPassword,12,1,0,79,1
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,testValidatePasswordNonExistingUser,5,1,0,103,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,testValidatePasswordNonUserAccount,5,1,0,113,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,mockAddUserToDaoByQualifiedName,3,1,1,124,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,createUser,10,1,3,130,0
xp,com.enonic.wem.core.account,ValidatePasswordHandlerTest,createUserStore,5,1,1,143,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,setUp,18,1,0,60,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,testUpdateNoModifications,19,1,0,84,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,edit,3,1,1,104,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,testUpdateGroupsWithMembers,32,3,0,118,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,edit,10,3,1,145,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,testUpdateUsers,23,1,0,169,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,edit,7,1,1,189,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,testUpdateMissingAccounts,17,1,0,208,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,edit,4,1,1,224,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,addMembers,5,1,2,239,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,getRandomPhoto,3,1,0,246,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,createRole,3,1,2,251,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,createGroup,3,1,2,257,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,createGroupOrRole,16,1,3,263,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,mockAddGroupToUserStore,5,1,2,285,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,createUser,19,1,2,293,0
xp,com.enonic.wem.core.account,UpdateAccountsHandlerTest,createUserStore,9,1,1,319,0
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,setUp,18,1,0,60,0
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,testCreateUser,13,1,0,85,1
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,testCreateGroup,12,1,0,108,1
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,testCreateGroupWithMembers,15,1,0,130,1
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,createGroup,16,1,2,155,0
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,mockAddGroupToUserStore,5,1,2,177,0
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,createUser,16,1,2,185,0
xp,com.enonic.wem.core.account,CreateAccountHandlerTest,createUserStore,9,1,1,208,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,setUp,16,1,0,64,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,testFindAccountsByKeys,10,1,0,86,1
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,testFindAccountsByQueryUsers,20,1,0,107,1
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,testFindAccountsByQueryGroupsRoles,25,1,0,138,1
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,testFindAccountsByQueryFacets,36,1,0,176,1
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,testFindAccountsUnsupportedAccountSelector,6,1,0,226,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,addMembers,5,1,2,237,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,createRole,3,1,2,244,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,createGroup,3,1,2,250,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,createGroupOrRole,17,1,3,256,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,mockAddGroupToUserStore,5,1,2,280,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,createUser,20,1,2,288,0
xp,com.enonic.wem.core.account,FindAccountsHandlerTest,createUserStore,9,1,1,315,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,setUp,14,1,0,50,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,testFindMembershipsUser,16,1,0,70,1
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,testFindMembershipsGroup,16,1,0,97,1
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,testFindMembershipsUserIncludeTransitive,18,1,0,124,1
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,testFindMembershipsMissingAccount,5,1,0,154,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,testFindMembershipsMissingUserstore,4,1,0,164,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,createGroup,16,1,4,172,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,createUser,14,1,3,193,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,mockAddUserToDaoByQualifiedName,4,1,1,212,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,mockAddGroupToUserStore,5,1,2,218,0
xp,com.enonic.wem.core.account,FindMembershipsHandlerTest,createUserStore,7,1,2,226,0
xp,com.enonic.wem.core.account,IsQualifiedUsername,IsQualifiedUsername,3,1,1,15,0
xp,com.enonic.wem.core.account,IsQualifiedUsername,matches,7,2,1,20,0
xp,com.enonic.wem.core.account,FindMembersHandlerTest,setUp,13,1,0,48,0
xp,com.enonic.wem.core.account,FindMembersHandlerTest,testFindMembersNotTransitive,16,1,0,67,1
xp,com.enonic.wem.core.account,FindMembersHandlerTest,testFindMembersTransitive,16,1,0,101,1
xp,com.enonic.wem.core.account,FindMembersHandlerTest,testFindMembersMissingAccount,5,1,0,135,0
xp,com.enonic.wem.core.account,FindMembersHandlerTest,testFindMembersUserAccount,4,1,0,145,0
xp,com.enonic.wem.core.account,FindMembersHandlerTest,createGroup,15,1,4,153,0
xp,com.enonic.wem.core.account,FindMembersHandlerTest,createUser,11,1,3,173,0
