Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
hgoebl_DavidWebb,com.goebl.david,Webb,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_USER_AGENT; APP_FORM; APP_JSON; APP_BINARY; TEXT_PLAIN; HDR_CONTENT_TYPE; HDR_CONTENT_ENCODING; HDR_ACCEPT; HDR_ACCEPT_ENCODING; HDR_USER_AGENT; HDR_AUTHORIZATION
