Project Name,Package Name,Architecture Smell,Cause of the Smell
codelibs_elasticsearch-cluster-runner,org.codelibs.elasticsearch.runner,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ClusterRunnerException]; [ElasticsearchClusterRunner; ElasticsearchClusterRunnerTest]; [ElasticsearchClusterRunner.CleanUpFileVisitor]; [ElasticsearchClusterRunner.Builder]; [ElasticsearchClusterRunner.Configs]; [ElasticsearchClusterRunner.BuilderCallback]. LCC (Lack of Component Cohesion) = 0.86
