Project Name,Package Name,Architecture Smell,Cause of the Smell
hankcs_HanLP,com.hankcs.hanlp.restful,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BaseInput; TokenInput; SentenceInput; DocumentInput]; [HanLPClient; CoreferenceResolutionOutput; HanLPClientTest]; [Span]; [MeaningRepresentationTest]. LCC (Lack of Component Cohesion) = 0.44
