Commit,TotalTestabilitySmells,OpenIssues,ClosedIssues
f46612f1771eb2236e907b2d0c0814a0019dac6c,0,0,0
53a722c556110d2735fa6a87755a2e068cd6933d,1451,0,0
3f13341b91dccef355a2794b27230e8719c01fce,1447,0,0
5b84c830b0373ba79a0de37bcd839c336c2ba2de,1447,0,0
6b3d525e11d8c4ffcea69d4fccbc3a23b0219b31,1463,0,0
6c6686a4f538404783a7700d43dd4c21a59bfc9c,1464,0,0
cb0e269c391e7ff96460ef8cc7b6a93abf46edef,1465,0,0
0cbe69c83e237f74bc796f3193d201de355316ff,1465,0,0
2abe751f64672b25c111d0b476860d7ac7bf4e25,1465,0,0
040cd6d89d3afebc0cad389f25fa7ad1dd5e1c7a,1465,0,0
b0be8d2c93ad6e511f0af6a5b310dc2d8f51cbc2,1480,0,0
6f58a30b8bdce64bc8bdf61d53044269ca62c4f0,1521,0,0
0e0d325b2f8237dc4bc8bf14c05f38386f75ed00,1661,0,0
c11292919fb6ca1e9111bfdff32436aaf985a4e8,1750,0,0
7c64a1578913646c5ff1e87115053c33a86428e8,1750,0,0
8ec926660cf0ac4bbe44138e87bdf0900321a143,1753,0,0
20af293d69d26ca94f9a55741fa83d56ccd16eaa,1753,0,0
24452490431bc59e8fb7fc296dd12cd56e30fcc2,1753,0,0
b3c222a5587694dd2959dd977d34af8d70c6b724,1753,0,0
038d95397ba59b158041d2641c488fe02cb886fa,1675,0,0
3522c85445ec99918bec00d648703b99e1952b9c,1682,0,0
735842230e7937c7e52592b1fe314095062b278c,1690,0,0
7b526bfaff6e58f56e72734f6d983ad7e1856ef0,1704,0,0
e5b495d0545fdc03ceb9b6a3bf6d622d866ddb13,1696,0,0
b2c911d31a6157282e2cfc09540b33899bf27e6e,1714,0,0
adbe7f75944c0b315c19de88736d37d013e7cff3,1722,0,0
1afb73744a470ed1f1dbd712f992261299eeff90,1718,0,0
b5bc0f61fc176dc9d3b8fb4932ef3b50d5915572,1722,0,0
3533e1d3771f323d6ec3249b5eca8dd0b49dc746,1722,0,0
4e528dea09d7e1fc737704bf6e06c67e31cc5517,1722,0,0
